"","uniprot_gn_id","external_gene_name","cluster","betweenness","degree_centrality","file_id","ID","pocket","druggability","num_drug_pockets","struct_score"
"459","Q13634","CDH18","3",0,2,"AF-Q13634-F1-model_v4","Q13634-F1",0.099,0.406,1,77.0309473854099
"460","Q13733","ATP1A4","3",0,1,"AF-Q13733-F1-model_v4","Q13733-F1",0.213,0.791,2,87.530096069869
"461","Q13740","ALCAM","8",0,1,"AF-Q13740-F1-model_v4","Q13740-F1",0.062,0.159,0,86.3027727968511
"462","Q13790","APOF","11",0,2,"AF-Q13790-F1-model_v4","Q13790-F1",0.083,0.918,3,63.8175312122433
"463","Q13794","PMAIP1","3",625,2,"AF-Q13794-F1-model_v4","Q13794-F1",0.317,0.217,0,82.9101421800948
"464","Q13882","PTK6","3",435,2,"AF-Q13882-F1-model_v4","Q13882-F1",0.137,0.283,0,89.1669529540481
"465","Q14209","E2F2","3",0,1,"AF-Q14209-F1-model_v4","Q14209-F1",0.18,0.079,0,64.0825988023952
"466","Q14244","MAP7","3",0,1,"AF-Q14244-F1-model_v4","Q14244-F1",0.366,0.202,0,62.5428796343321
"467","Q14332","FZD2","3",1249,5,"AF-Q14332-F1-model_v4","Q14332-F1",0.544,0.766,4,84.4377733065057
"468","Q14449","GRB14","3",0,1,"AF-Q14449-F1-model_v4","Q14449-F1",0.152,0.322,0,78.0585930584673
"469","Q14532","KRT32","3",0,7,"AF-Q14532-F1-model_v4","Q14532-F1",0.436,0.533,1,76.7845308924485
"470","Q14534","SQLE","67",0,1,"AF-Q14534-F1-model_v4","Q14534-F1",0.304,0.953,2,86.1164581947217
"471","Q14541","HNF4G","3",0,1,"AF-Q14541-F1-model_v4","Q14541-F1",0.404,0.927,1,80.6709311740891
"472","Q14651","PLS1","3",0,1,"AF-Q14651-F1-model_v4","Q14651-F1",0.067,0.423,1,87.84443273906
"473","Q14674","ESPL1","3",0,1,"AF-Q14674-F1-model_v4","Q14674-F1",0.619,0.885,1,75.7783475713937
"474","Q14680","MELK","3",0,1,"AF-Q14680-F1-model_v4","Q14680-F1",0.159,0.993,1,70.6437161388783
"475","Q14691","GINS1","3",0,2,"AF-Q14691-F1-model_v4","Q14691-F1",0.241,0.287,0,93.3026906385617
"476","Q14781","CBX2","3",32565,13,"AF-Q14781-F1-model_v4","Q14781-F1",0.412,0.367,0,57.1826386768448
"477","Q14833","GRM4","40",0,1,"AF-Q14833-F1-model_v4","Q14833-F1",0.09,0.891,2,83.5405180840665
"478","Q15003","NCAPH","3",0,1,"AF-Q15003-F1-model_v4","Q15003-F1",0.198,0.683,1,60.7197876747799
"479","Q15004","PCLAF","3",0,1,"AF-Q15004-F1-model_v4","Q15004-F1",0.264,0.167,0,66.1263971462545
"480","Q15058","KIF14","3",7609,7,"AF-Q15058-F1-model_v4","Q15058-F1",0.127,0.506,1,66.0463600917431
"481","Q15063","POSTN","3",625,3,"AF-Q15063-F1-model_v4","Q15063-F1",0.152,0.839,2,80.2447757779134
"482","Q15078","CDK5R1","3",0,1,"AF-Q15078-F1-model_v4","Q15078-F1",0.302,0.55,1,74.1145131633932
"483","Q15323","KRT31","3",197,7,"AF-Q15323-F1-model_v4","Q15323-F1",0.356,0.883,2,80.1052685887709
"484","Q15392","DHCR24","32",0,1,"AF-Q15392-F1-model_v4","Q15392-F1",0.241,0.865,3,92.238197688134
"485","Q15398","DLGAP5","3",1032,3,"AF-Q15398-F1-model_v4","Q15398-F1",0.128,0.669,1,56.3710199490026
"486","Q15465","SHH","3",2493,4,"AF-Q15465-F1-model_v4","Q15465-F1",0.138,0.74,2,80.9348827231121
"487","Q15468","STIL","3",0,1,"AF-Q15468-F1-model_v4","Q15468-F1",0.163,0.693,1,53.6494972568579
"488","Q15475","SIX1","3",0,1,"AF-Q15475-F1-model_v4","Q15475-F1",0.184,0.287,0,74.0130162923822
"489","Q15645","TRIP13","3",0,1,"AF-Q15645-F1-model_v4","Q15645-F1",0.249,0.677,2,86.9794004094765
"490","Q15646","OASL","3",625,2,"AF-Q15646-F1-model_v4","Q15646-F1",0.34,0.392,0,92.2869968892079
"491","Q15648","MED1","3",2111,9,"AF-Q15648-F1-model_v4","Q15648-F1",0.111,0.507,1,51.2956233579117
"492","Q15669","RHOH","64",0,1,"AF-Q15669-F1-model_v4","Q15669-F1",0.262,0.356,0,93.0024715338245
"493","Q15825","CHRNA6","22",0,2,"AF-Q15825-F1-model_v4","Q15825-F1",0.334,0.37,0,80.0306131605184
"494","Q15910","EZH2","3",5027,11,"AF-Q15910-F1-model_v4","Q15910-F1",0.054,0.711,4,76.5958989797625
"495","Q16280","CNGA2","25",0,1,"AF-Q16280-F1-model_v4","Q16280-F1",0.373,0.855,1,78.1641138059701
"496","Q16281","CNGA3","25",0,1,"AF-Q16281-F1-model_v4","Q16281-F1",0.182,0.749,1,75.295
"497","Q16515","ASIC2","3",625,2,"AF-Q16515-F1-model_v4","Q16515-F1",0.311,0.951,1,86.9764060187469
"498","Q16568","CARTPT","19",0,1,"AF-Q16568-F1-model_v4","Q16568-F1",0.416,0.417,1,73.5711870100784
"499","Q16610","ECM1","3",625,2,"AF-Q16610-F1-model_v4","Q16610-F1",0.196,0.839,2,68.8825199624237
"500","Q16625","OCLN","3",6498,6,"AF-Q16625-F1-model_v4","Q16625-F1",0.03,0.464,1,65.4761789397937
"501","Q16667","CDKN3","3",0,1,"AF-Q16667-F1-model_v4","Q16667-F1",0.472,0.413,1,91.0594891826923
"502","Q16696","CYP2A13","30",0,1,"AF-Q16696-F1-model_v4","Q16696-F1",0.076,0.99,1,96.149041781336
"503","Q16772","GSTA3","42",0,1,"AF-Q16772-F1-model_v4","Q16772-F1",0.222,0.727,1,97.5388764044944
"504","Q16790","CA9","16",0,2,"AF-Q16790-F1-model_v4","Q16790-F1",0.253,0.58,2,76.9837717546362
"505","Q2M2I5","KRT24","3",0,7,"AF-Q2M2I5-F1-model_v4","Q2M2I5-F1",0.381,0.31,0,72.0151465629053
"506","Q2NKX8","ERCC6L","3",0,1,"AF-Q2NKX8-F1-model_v4","Q2NKX8-F1",0.048,0.546,1,62.794578920827
"507","Q2WGJ6","KLHL38","3",0,1,"AF-Q2WGJ6-F1-model_v4","Q2WGJ6-F1",0.167,0.295,0,90.5139037666013
"508","Q2Y0W8","SLC4A8","17",0,1,"AF-Q2Y0W8-F1-model_v4","Q2Y0W8-F1",0.253,0.915,2,72.9215543981481
"509","Q330K2","NDUFAF6","37",0,1,"AF-Q330K2-F1-model_v4","Q330K2-F1",0.166,0.473,1,87.6258215613383
"510","Q3B8N2","LGALS9B","3",10504,3,"AF-Q3B8N2-F1-model_v4","Q3B8N2-F1",0.12,0.347,0,84.9700679056469
"511","Q495A1","TIGIT","3",0,1,"AF-Q495A1-F1-model_v4","Q495A1-F1",0.408,0.564,2,74.8874539544962
"512","Q4G0U5","CFAP221","3",0,1,"AF-Q4G0U5-F1-model_v4","Q4G0U5-F1",0.045,0.103,0,62.6102169133812
"513","Q4G163","FBXO43","3",0,1,"AF-Q4G163-F1-model_v4","Q4G163-F1",0.134,0.509,1,52.7451556526488
"514","Q4KMQ1","TPRN","3",0,1,"AF-Q4KMQ1-F1-model_v4","Q4KMQ1-F1",0.104,0.09,0,55.3001764264264
"515","Q53EZ4","CEP55","3",700,3,"AF-Q53EZ4-F1-model_v4","Q53EZ4-F1",0.284,0.386,0,82.7930478192328
"516","Q53GD3","SLC44A4","3",0,1,"AF-Q53GD3-F1-model_v4","Q53GD3-F1",0.128,0.632,1,83.7654938160961
"517","Q53H96","PYCR3","60",0,2,"AF-Q53H96-F1-model_v4","Q53H96-F1",0.416,0.6,1,94.8127209186221
"518","Q53HL2","CDCA8","3",625,5,"AF-Q53HL2-F1-model_v4","Q53HL2-F1",0.388,0.483,1,68.7891859936335
"519","Q56NI9","ESCO2","3",0,1,"AF-Q56NI9-F1-model_v4","Q56NI9-F1",0.462,0.344,0,58.41526875
"520","Q5BJF2","TMEM97","43",0,1,"AF-Q5BJF2-F1-model_v4","Q5BJF2-F1",0.154,0.621,2,90.8198985801217
"521","Q5BN46","PIERCE1","3",1203,5,"AF-Q5BN46-F1-model_v4","Q5BN46-F1",0.223,0.365,0,76.8941324626866
"522","Q5FBB7","SGO1","3",0,1,"AF-Q5FBB7-F1-model_v4","Q5FBB7-F1",0.108,0.05,0,55.1732355555556
"523","Q5JT82","KLF17","23",0,1,"AF-Q5JT82-F1-model_v4","Q5JT82-F1",0.107,0.12,0,54.4212919463087
"524","Q5JZY3","EPHA10","33",0,2,"AF-Q5JZY3-F1-model_v4","Q5JZY3-F1",0.219,0.485,2,79.5507816151649
"525","Q5QP82","DCAF10","3",4960,5,"AF-Q5QP82-F1-model_v4","Q5QP82-F1",0.142,0.603,1,70.9725041147425
"526","Q5SZK8","FREM2","30",0,1,"AF-Q5SZK8-F10-model_v4","Q5SZK8-F10",0.132,0.83,1,79.6909345706787
"527","Q5SZK8","FREM2","30",0,1,"AF-Q5SZK8-F5-model_v4","Q5SZK8-F5",0.062,0.365,0,83.9589681169952
"528","Q5SZK8","FREM2","30",0,1,"AF-Q5SZK8-F3-model_v4","Q5SZK8-F3",0.283,0.737,1,83.5596682421378
"529","Q5SZK8","FREM2","30",0,1,"AF-Q5SZK8-F1-model_v4","Q5SZK8-F1",0.254,0.685,1,81.8037948812373
"530","Q5SZK8","FREM2","30",0,1,"AF-Q5SZK8-F7-model_v4","Q5SZK8-F7",0.086,0.649,1,80.4449608735214
"531","Q5SZK8","FREM2","30",0,1,"AF-Q5SZK8-F9-model_v4","Q5SZK8-F9",0.41,0.343,0,83.3257880830904
"532","Q5SZK8","FREM2","30",0,1,"AF-Q5SZK8-F6-model_v4","Q5SZK8-F6",0.327,0.502,1,82.0695478892419
"533","Q5SZK8","FREM2","30",0,1,"AF-Q5SZK8-F8-model_v4","Q5SZK8-F8",0.139,0.69,1,82.3669169996368
"534","Q5SZK8","FREM2","30",0,1,"AF-Q5SZK8-F4-model_v4","Q5SZK8-F4",0.098,0.601,1,84.8967704104646
"535","Q5SZK8","FREM2","30",0,1,"AF-Q5SZK8-F2-model_v4","Q5SZK8-F2",0.061,0.737,1,83.5365311157818
"536","Q5T0W9","FAM83B","3",0,1,"AF-Q5T0W9-F1-model_v4","Q5T0W9-F1",0.29,0.361,0,52.026501360376
"537","Q5T700","LDLRAD1","6",0,1,"AF-Q5T700-F1-model_v4","Q5T700-F1",0.153,0.657,1,84.2933355306526
"538","Q5T848","GPR158","3",0,1,"AF-Q5T848-F1-model_v4","Q5T848-F1",0.22,0.416,1,59.0184217158458
"539","Q5TB30","DEPDC1","3",0,1,"AF-Q5TB30-F1-model_v4","Q5TB30-F1",0.111,0.445,1,61.0503570881226
"540","Q5TKA1","LIN9","3",1872,4,"AF-Q5TKA1-F1-model_v4","Q5TKA1-F1",0.08,0.844,1,71.5263726165863
"541","Q5VU92","DCAF12L1","3",22,6,"AF-Q5VU92-F1-model_v4","Q5VU92-F1",0.269,0.637,1,78.8160941828255
"542","Q5VV43","KIAA0319","3",0,2,"AF-Q5VV43-F1-model_v4","Q5VV43-F1",0.292,0.734,1,70.235726371767
"543","Q5VWP2","TENT5C","3",0,1,"AF-Q5VWP2-F1-model_v4","Q5VWP2-F1",0.224,0.769,1,88.1743236409608
"544","Q6B0B8","TIGD3","3",625,2,"AF-Q6B0B8-F1-model_v4","Q6B0B8-F1",0.081,0.47,1,79.8388093937739
"545","Q6DKI2","LGALS9C","3",0,2,"AF-Q6DKI2-F1-model_v4","Q6DKI2-F1",0.304,0.332,0,84.7577435530086
"546","Q6IA86","ELP2","7",0,1,"AF-Q6IA86-F1-model_v4","Q6IA86-F1",0.157,0.012,0,89.6481695331695
"547","Q6ISB3","GRHL2","3",0,1,"AF-Q6ISB3-F1-model_v4","Q6ISB3-F1",0.092,0.442,1,67.8682325860689
"548","Q6NXG1","ESRP1","3",0,1,"AF-Q6NXG1-F1-model_v4","Q6NXG1-F1",0.187,0.604,1,78.0681606168892
"549","Q6P3S1","DENND1B","31",0,1,"AF-Q6P3S1-F1-model_v4","Q6P3S1-F1",0.397,0.551,2,67.057592775041
"550","Q6PEY2","TUBA3E","3",0,2,"AF-Q6PEY2-F1-model_v4","Q6PEY2-F1",0.259,0.599,2,90.7384902968036
"551","Q6PGN9","PSRC1","3",0,1,"AF-Q6PGN9-F1-model_v4","Q6PGN9-F1",0.27,0.204,0,57.7050183418929
"552","Q6PI25","CNIH2","3",81,2,"AF-Q6PI25-F1-model_v4","Q6PI25-F1",0.314,0.723,2,87.253868065967
"553","Q6PJP8","DCLRE1A","3",705,3,"AF-Q6PJP8-F1-model_v4","Q6PJP8-F1",0.051,0.722,1,58.2792199535396
"554","Q6PL18","ATAD2","3",625,6,"AF-Q6PL18-F1-model_v4","Q6PL18-F1",0.186,0.513,1,62.5212744745824
"555","Q6PUV4","CPLX2","28",0,1,"AF-Q6PUV4-F1-model_v4","Q6PUV4-F1",0.413,0.371,0,71.1524231127679
"556","Q6TGC4","PADI6","56",0,1,"AF-Q6TGC4-F1-model_v4","Q6TGC4-F1",0.419,0.285,0,85.786683776352
"557","Q6UW88","EPGN","3",0,2,"AF-Q6UW88-F1-model_v4","Q6UW88-F1",0.038,0.951,1,67.0733806343906
"558","Q6UXB2","CXCL17","3",6562,4,"AF-Q6UXB2-F1-model_v4","Q6UXB2-F1",0.06,0.292,0,59.5331502590674
"559","Q6UXI9","NPNT","30",3,2,"AF-Q6UXI9-F1-model_v4","Q6UXI9-F1",0.089,0.853,1,66.8742942942943
"560","Q6UXZ4","UNC5D","3",0,1,"AF-Q6UXZ4-F1-model_v4","Q6UXZ4-F1",0.448,0.516,3,74.941135935397
"561","Q6W4X9","MUC6","3",689,3,"AF-Q6W4X9-F1-model_v4","Q6W4X9-F1",0.186,0.485,1,60.1261368186874
"562","Q6WRX3","ZYG11A","3",0,1,"AF-Q6WRX3-F1-model_v4","Q6WRX3-F1",0.186,0.517,1,90.3600149625935
"563","Q6ZMC9","SIGLEC15","3",0,1,"AF-Q6ZMC9-F1-model_v4","Q6ZMC9-F1",0.102,0.659,1,78.5642970927917
"564","Q6ZMG9","CERS6","21",0,1,"AF-Q6ZMG9-F1-model_v4","Q6ZMG9-F1",0.159,0.96,2,87.9754488188976
"565","Q6ZQR2","CFAP77","3",816,4,"AF-Q6ZQR2-F1-model_v4","Q6ZQR2-F1",0.115,0.16,0,71.1029832749903
"566","Q6ZRV2","FAM83H","3",0,1,"AF-Q6ZRV2-F1-model_v4","Q6ZRV2-F1",0.264,0.694,1,50.5171635795581
"567","Q71DI3","H3C14","3",833,2,"AF-Q71DI3-F1-model_v4","Q71DI3-F1",0.089,0.228,0,87.3041813135985
"568","Q71F23","CENPU","3",641,8,"AF-Q71F23-F1-model_v4","Q71F23-F1",0.002,0.994,1,65.518599280144
"569","Q71H61","ILDR2","3",0,1,"AF-Q71H61-F1-model_v4","Q71H61-F1",0.046,0.075,0,56.5369393878776
"570","Q76B58","BRINP3","14",0,1,"AF-Q76B58-F1-model_v4","Q76B58-F1",0.34,0.353,0,79.223118867621
"571","Q7L2K0","TEDC2","3",0,1,"AF-Q7L2K0-F1-model_v4","Q7L2K0-F1",0.194,0.875,1,68.2116558941213
"572","Q7L590","MCM10","3",8023,5,"AF-Q7L590-F1-model_v4","Q7L590-F1",0.08,0.549,2,66.8889134545455
"573","Q7Z3Y7","KRT28","3",0,7,"AF-Q7Z3Y7-F1-model_v4","Q7Z3Y7-F1",0.263,0.69,1,76.9403842893473
"574","Q7Z5Y6","BMP8A","3",0,1,"AF-Q7Z5Y6-F1-model_v4","Q7Z5Y6-F1",0.222,0.241,0,76.7478031746032
"575","Q7Z6A9","BTLA","3",0,2,"AF-Q7Z6A9-F1-model_v4","Q7Z6A9-F1",0.448,0.589,1,68.6422222222222
"576","Q86SE5","RALYL","3",1248,2,"AF-Q86SE5-F1-model_v4","Q86SE5-F1",0.412,0.353,0,71.3707340659341
"577","Q86SG5","S100A7A","3",0,1,"AF-Q86SG5-F1-model_v4","Q86SG5-F1",0.401,0.587,2,95.1219595448799
"578","Q86SS6","SYT9","3",0,1,"AF-Q86SS6-F1-model_v4","Q86SS6-F1",0.194,0.339,0,75.7537332320931
"579","Q86SU0","ILDR1","3",0,1,"AF-Q86SU0-F1-model_v4","Q86SU0-F1",0.115,0.071,0,58.9638745471014
"580","Q86UK0","ABCA12","3",0,1,"AF-Q86UK0-F1-model_v4","Q86UK0-F1",0.128,0.999,5,68.1765444239899
"581","Q86UR5","RIMS1","3",0,1,"AF-Q86UR5-F1-model_v4","Q86UR5-F1",0.166,0.671,1,51.3308148650686
"582","Q86VI3","IQGAP3","3",0,1,"AF-Q86VI3-F1-model_v4","Q86VI3-F1",0.181,0.604,2,79.626746793641
"583","Q86XI2","NCAPG2","3",0,2,"AF-Q86XI2-F1-model_v4","Q86XI2-F1",0.149,0.83,1,88.2032419793366
"584","Q86XJ1","GAS2L3","3",0,1,"AF-Q86XJ1-F1-model_v4","Q86XJ1-F1",0.199,0.808,1,60.8691832480576
"585","Q86Y33","CDC20B","3",1109,3,"AF-Q86Y33-F1-model_v4","Q86Y33-F1",0.142,0.065,0,70.4731943410276
"586","Q86Y91","KIF18B","3",2856,10,"AF-Q86Y91-F1-model_v4","Q86Y91-F1",0.2,0.437,1,62.7438713629403
"587","Q8IU54","IFNL1","3",1248,3,"AF-Q8IU54-F1-model_v4","Q8IU54-F1",0.12,0.348,0,83.4935862516213
"588","Q8IVT2","MISP","3",171,3,"AF-Q8IVT2-F1-model_v4","Q8IVT2-F1",0.227,0.353,0,54.6958236179015
"589","Q8IW75","SERPINA12","31",0,1,"AF-Q8IW75-F1-model_v4","Q8IW75-F1",0.218,0.342,0,88.7379669172932
"590","Q8IWB6","TEX14","3",0,1,"AF-Q8IWB6-F1-model_v4","Q8IWB6-F1",0.211,0.88,3,50.924846532135
"591","Q8IWR1","TRIM59","70",0,1,"AF-Q8IWR1-F1-model_v4","Q8IWR1-F1",0.321,0.843,6,84.7440501359106
"592","Q8IX90","SKA3","3",0,1,"AF-Q8IX90-F1-model_v4","Q8IX90-F1",0.354,0.683,1,64.7586888273315
"593","Q8IYW4","ENTHD1","3",0,4,"AF-Q8IYW4-F1-model_v4","Q8IYW4-F1",0.172,0.009,0,57.6743508549715
"594","Q8IZ40","RCOR2","3",0,1,"AF-Q8IZ40-F1-model_v4","Q8IZ40-F1",0.11,0.597,1,68.123295816002
"595","Q8IZI9","IFNL3","3",0,2,"AF-Q8IZI9-F1-model_v4","Q8IZI9-F1",0.22,0.786,1,85.8538157894737
"596","Q8IZJ0","IFNL2","3",0,2,"AF-Q8IZJ0-F1-model_v4","Q8IZJ0-F1",0.095,0.908,1,84.1380781550288
"597","Q8IZJ1","UNC5B","3",625,2,"AF-Q8IZJ1-F1-model_v4","Q8IZJ1-F1",0.216,0.597,1,77.9814525216435
"598","Q8IZT6","ASPM","3",14052,4,"AF-Q8IZT6-F10-model_v4","Q8IZT6-F10",0.434,0.949,4,62.6404820392025
"599","Q8IZT6","ASPM","3",14052,4,"AF-Q8IZT6-F5-model_v4","Q8IZT6-F5",0.281,0.507,2,68.9559601294939
"600","Q8IZT6","ASPM","3",14052,4,"AF-Q8IZT6-F7-model_v4","Q8IZT6-F7",0.335,0.927,1,64.3894747828991
"601","Q8IZT6","ASPM","3",14052,4,"AF-Q8IZT6-F11-model_v4","Q8IZT6-F11",0.163,0.82,2,68.8386483283961
"602","Q8IZT6","ASPM","3",14052,4,"AF-Q8IZT6-F9-model_v4","Q8IZT6-F9",0.161,0.36,0,63.085167830403
"603","Q8IZT6","ASPM","3",14052,4,"AF-Q8IZT6-F8-model_v4","Q8IZT6-F8",0.448,0.675,3,63.9280011713521
"604","Q8IZT6","ASPM","3",14052,4,"AF-Q8IZT6-F6-model_v4","Q8IZT6-F6",0.197,0.67,3,66.2575664052618
"605","Q8IZT6","ASPM","3",14052,4,"AF-Q8IZT6-F3-model_v4","Q8IZT6-F3",0.121,0.835,1,67.4665928669883
"606","Q8IZT6","ASPM","3",14052,4,"AF-Q8IZT6-F2-model_v4","Q8IZT6-F2",0.163,0.803,2,63.4932934706704
"607","Q8IZT6","ASPM","3",14052,4,"AF-Q8IZT6-F4-model_v4","Q8IZT6-F4",0.271,0.359,0,70.4000076936228
"608","Q8IZT6","ASPM","3",14052,4,"AF-Q8IZT6-F1-model_v4","Q8IZT6-F1",0.107,0.769,2,62.0182791688865
"609","Q8IZT6","ASPM","3",14052,4,"AF-Q8IZT6-F12-model_v4","Q8IZT6-F12",0.305,0.756,1,71.8200900482733
"610","Q8N0S6","CENPL","3",0,9,"AF-Q8N0S6-F1-model_v4","Q8N0S6-F1",0.229,0.746,2,83.6504654545455
"611","Q8N144","GJD3","3",0,2,"AF-Q8N144-F1-model_v4","Q8N144-F1",0.202,0.838,1,77.3165673632726
"612","Q8N3Y7","SDR16C5","44",0,1,"AF-Q8N3Y7-F1-model_v4","Q8N3Y7-F1",0.297,0.803,1,94.6536481404095
"613","Q8N4F0","BPIFB2","13",0,3,"AF-Q8N4F0-F1-model_v4","Q8N4F0-F1",0.224,0.938,2,88.7725757138737
"614","Q8N4S9","MARVELD2","3",3171,7,"AF-Q8N4S9-F1-model_v4","Q8N4S9-F1",0.305,0.564,1,67.2056255526083
"615","Q8N7X4","MAGEB6","52",0,1,"AF-Q8N7X4-F1-model_v4","Q8N7X4-F1",0.235,0.511,1,67.0693743922204
"616","Q8N8M0","NAT16","3",0,1,"AF-Q8N8M0-F1-model_v4","Q8N8M0-F1",0.103,0.892,1,88.0448477423871
"617","Q8N8Y2","ATP6V0D2","12",0,1,"AF-Q8N8Y2-F1-model_v4","Q8N8Y2-F1",0.162,0.136,0,86.0651107984523
"618","Q8N966","ZDHHC22","70",0,1,"AF-Q8N966-F1-model_v4","Q8N966-F1",0.026,0.998,1,88.4223471882641
"619","Q8NA75","DCAF4L2","3",1,6,"AF-Q8NA75-F1-model_v4","Q8NA75-F1",0.211,0.07,0,83.9730185607294
"620","Q8NBJ4","GOLM1","3",0,1,"AF-Q8NBJ4-F1-model_v4","Q8NBJ4-F1",0.302,0.174,0,65.1271720666876
"621","Q8NBT2","SPC24","3",0,1,"AF-Q8NBT2-F1-model_v4","Q8NBT2-F1",0.345,0.372,0,91.3933649588868
"622","Q8NCL4","GALNT6","37",0,1,"AF-Q8NCL4-F1-model_v4","Q8NCL4-F1",0.234,0.752,1,88.569584913191
"623","Q8NEM2","SHCBP1","3",0,1,"AF-Q8NEM2-F1-model_v4","Q8NEM2-F1",0.18,0.711,1,73.6964627259036
"624","Q8NFH8","REPS2","3",0,2,"AF-Q8NFH8-F1-model_v4","Q8NFH8-F1",0.227,0.397,0,59.2107493540052
"625","Q8NFQ5","BPIFB6","13",1,4,"AF-Q8NFQ5-F1-model_v4","Q8NFQ5-F1",0.406,0.532,1,88.1731120689655
"626","Q8NFW1","COL22A1","26",1,2,"AF-Q8NFW1-F1-model_v4","Q8NFW1-F1",0.106,0.037,0,54.7452308776877
"627","Q8NG98","OR7D4","3",0,1,"AF-Q8NG98-F1-model_v4","Q8NG98-F1",0.173,0.922,1,87.073580605056
"628","Q8NGA6","OR10H5","3",0,1,"AF-Q8NGA6-F1-model_v4","Q8NGA6-F1",0.075,0.992,1,86.7356191254597
"629","Q8NHJ6","LILRB4","8",0,1,"AF-Q8NHJ6-F1-model_v4","Q8NHJ6-F1",0.423,0.24,0,66.7008059873345
"630","Q8NHW4","CCL4L2","3",0,2,"AF-Q8NHW4-F1-model_v4","Q8NHW4-F1",0.14,0.601,1,90.2797042253521
"631","Q8NI77","KIF18A","3",0,4,"AF-Q8NI77-F1-model_v4","Q8NI77-F1",0.186,0.256,0,67.7410391061453
"632","Q8TAA9","VANGL1","64",0,1,"AF-Q8TAA9-F1-model_v4","Q8TAA9-F1",0.038,0.796,2,75.8569196217494
"633","Q8TAC9","SCAMP5","3",0,1,"AF-Q8TAC9-F1-model_v4","Q8TAC9-F1",0.281,0.542,1,85.7360456273764
"634","Q8TAT5","NEIL3","3",13872,13,"AF-Q8TAT5-F1-model_v4","Q8TAT5-F1",0.015,0.445,1,70.0085488293609
"635","Q8TC29","ENKUR","3",2952,4,"AF-Q8TC29-F1-model_v4","Q8TC29-F1",0.369,0.346,0,87.2170647969052
"636","Q8TCG1","CIP2A","3",0,1,"AF-Q8TCG1-F1-model_v4","Q8TCG1-F1",0.158,0.499,2,83.6291044984633
"637","Q8TDL5","BPIFB1","13",0,3,"AF-Q8TDL5-F1-model_v4","Q8TDL5-F1",0.322,0.994,1,88.2841393331526
"638","Q8TDQ1","CD300LF","3",0,1,"AF-Q8TDQ1-F1-model_v4","Q8TDQ1-F1",0.335,0.228,0,73.316278659612
"639","Q8TDW5","SYTL5","63",0,1,"AF-Q8TDW5-F1-model_v4","Q8TDW5-F1",0.028,0.265,0,65.3593540502793
"640","Q8TDX5","ACMSD","3",0,1,"AF-Q8TDX5-F1-model_v4","Q8TDX5-F1",0.135,0.837,1,97.6586275243082
"641","Q8TE96","DQX1","3",0,1,"AF-Q8TE96-F1-model_v4","Q8TE96-F1",0.128,0.749,2,87.2945561918397
"642","Q8TF08","COX7B2","15",0,1,"AF-Q8TF08-F1-model_v4","Q8TF08-F1",0.398,0.364,0,89.41409375
"643","Q8WTT0","CLEC4C","3",0,1,"AF-Q8WTT0-F1-model_v4","Q8WTT0-F1",0.182,0.245,0,91.6932120523024
"644","Q8WU39","MZB1","35",0,1,"AF-Q8WU39-F1-model_v4","Q8WU39-F1",0.198,0.38,0,84.7643547273982
"645","Q8WV28","BLNK","3",0,1,"AF-Q8WV28-F1-model_v4","Q8WV28-F1",0.308,0.447,1,64.7174023053135
"646","Q8WVK7","SKA2","3",1869,2,"AF-Q8WVK7-F1-model_v4","Q8WVK7-F1",0.291,0.775,1,88.1231086519115
"647","Q8WW24","TEKT4","3",964,5,"AF-Q8WW24-F1-model_v4","Q8WW24-F1",0.217,0.616,1,91.364510854243
"648","Q8WWF8","CAPSL","3",0,1,"AF-Q8WWF8-F1-model_v4","Q8WWF8-F1",0.092,0.589,1,91.8355640423032
"649","Q8WWH4","ASZ1","3",625,2,"AF-Q8WWH4-F1-model_v4","Q8WWH4-F1",0.111,0.912,2,67.5270708955224
"650","Q8WWK9","CKAP2","3",0,1,"AF-Q8WWK9-F1-model_v4","Q8WWK9-F1",0.332,0.615,2,59.5370678783383
"651","Q8WXC3","PYDC1","61",0,1,"AF-Q8WXC3-F1-model_v4","Q8WXC3-F1",0.4,0.22,0,89.1076553672316
"652","Q8WXD2","SCG3","3",625,2,"AF-Q8WXD2-F1-model_v4","Q8WXD2-F1",0.074,0.764,2,58.9901555793991
"653","Q8WXG1","RSAD2","3",0,1,"AF-Q8WXG1-F1-model_v4","Q8WXG1-F1",0.193,0.935,1,87.9568383838384
"654","Q8WXR4","MYO3B","3",1249,3,"AF-Q8WXR4-F1-model_v4","Q8WXR4-F1",0.144,0.942,1,75.6698980641541
"655","Q92583","CCL17","3",0,2,"AF-Q92583-F1-model_v4","Q92583-F1",0.199,0.575,1,89.7936598639456
"656","Q92674","CENPI","3",3203,10,"AF-Q92674-F1-model_v4","Q92674-F1",0.058,0.915,3,72.7981596597415
"657","Q92698","RAD54L","3",0,1,"AF-Q92698-F1-model_v4","Q92698-F1",0.171,0.669,1,80.5122278481013
"658","Q92817","EVPL","3",0,1,"AF-Q92817-F1-model_v4","Q92817-F1",0.174,0.499,1,73.1754180499201
"659","Q92820","GGH","38",0,1,"AF-Q92820-F1-model_v4","Q92820-F1",0.212,0.396,0,93.9907410327158
"660","Q92828","CORO2A","3",0,1,"AF-Q92828-F1-model_v4","Q92828-F1",0.1,0.639,1,85.2004541131717
