"","uniprot_gn_id","external_gene_name","cluster","betweenness","degree_centrality","logFC","file_id","ID","pocket","druggability","num_drug_pockets","struct_score"
"399","Q5SZK8","FREM2","13",0,1,1.78529318838773,"AF-Q5SZK8-F5-model_v4","Q5SZK8-F5",0.062,0.365,0,83.9589681169952
"400","Q5SZK8","FREM2","13",0,1,1.78529318838773,"AF-Q5SZK8-F4-model_v4","Q5SZK8-F4",0.098,0.601,1,84.8967704104646
"401","Q5SZK8","FREM2","13",0,1,1.78529318838773,"AF-Q5SZK8-F8-model_v4","Q5SZK8-F8",0.139,0.69,1,82.3669169996368
"402","Q5T4W7","ARTN","3",0,1,2.20439480228517,"AF-Q5T4W7-F1-model_v4","Q5T4W7-F1",0.22,0.44,1,75.8604049844237
"403","Q5TB30","DEPDC1","3",0,1,2.34966086995828,"AF-Q5TB30-F1-model_v4","Q5TB30-F1",0.111,0.445,1,61.0503570881226
"404","Q5TH69","ARFGEF3","3",0,1,1.19726926819354,"AF-Q5TH69-F1-model_v4","Q5TH69-F1",0.051,0.852,3,65.4815090758097
"405","Q5TKA1","LIN9","3",1085,3,1.09488867027253,"AF-Q5TKA1-F1-model_v4","Q5TKA1-F1",0.08,0.844,1,71.5263726165863
"406","Q68D85","NCR3LG1","3",0,1,1.59822854577288,"AF-Q68D85-F1-model_v4","Q68D85-F1",0.132,0.767,1,78.1906008943544
"407","Q68DK7","MSL1","3",0,1,1.09177093765158,"AF-Q68DK7-F1-model_v4","Q68DK7-F1",0.346,0.391,0,58.7872746553552
"408","Q6AI08","HEATR6","3",0,1,1.1624622146018,"AF-Q6AI08-F1-model_v4","Q6AI08-F1",0.293,0.871,2,80.5376936717278
"409","Q6IA86","ELP2","3",0,1,1.30529264005776,"AF-Q6IA86-F1-model_v4","Q6IA86-F1",0.157,0.012,0,89.6481695331695
"410","Q6IPU0","CENPP","3",0,5,1.06433284060801,"AF-Q6IPU0-F1-model_v4","Q6IPU0-F1",0.239,0.406,1,85.0919725557461
"411","Q6ISB3","GRHL2","3",0,1,1.03068269778181,"AF-Q6ISB3-F1-model_v4","Q6ISB3-F1",0.092,0.442,1,67.8682325860689
"412","Q6NXG1","ESRP1","3",0,1,1.59847381200374,"AF-Q6NXG1-F1-model_v4","Q6NXG1-F1",0.187,0.604,1,78.0681606168892
"413","Q6P1M3","LLGL2","3",543,2,1.49898419511282,"AF-Q6P1M3-F1-model_v4","Q6P1M3-F1",0.114,0.412,2,85.392408147963
"414","Q6P2H3","CEP85","3",543,2,1.15835170970688,"AF-Q6P2H3-F1-model_v4","Q6P2H3-F1",0.17,0.36,0,68.3896852098601
"415","Q6P582","MZT2A","3",422,2,1.02583836010415,"AF-Q6P582-F1-model_v4","Q6P582-F1",0.264,0.788,1,65.5028370044053
"416","Q6PGN9","PSRC1","3",0,1,1.48280202991566,"AF-Q6PGN9-F1-model_v4","Q6PGN9-F1",0.27,0.204,0,57.7050183418929
"417","Q6PI25","CNIH2","10",0,1,2.21737972622361,"AF-Q6PI25-F1-model_v4","Q6PI25-F1",0.314,0.723,2,87.253868065967
"418","Q6PL18","ATAD2","3",0,1,2.25236783405469,"AF-Q6PL18-F1-model_v4","Q6PL18-F1",0.186,0.513,1,62.5212744745824
"419","Q6UXI9","NPNT","13",1,2,2.04074563556011,"AF-Q6UXI9-F1-model_v4","Q6UXI9-F1",0.089,0.853,1,66.8742942942943
"420","Q6W4X9","MUC6","3",88,2,1.21145995355169,"AF-Q6W4X9-F1-model_v4","Q6W4X9-F1",0.186,0.485,1,60.1261368186874
"421","Q6WRX3","ZYG11A","3",0,1,1.47977214160991,"AF-Q6WRX3-F1-model_v4","Q6WRX3-F1",0.186,0.517,1,90.3600149625935
"422","Q6ZMG9","CERS6","3",0,1,1.62794801687898,"AF-Q6ZMG9-F1-model_v4","Q6ZMG9-F1",0.159,0.96,2,87.9754488188976
"423","Q6ZRV2","FAM83H","3",0,1,1.57180293864153,"AF-Q6ZRV2-F1-model_v4","Q6ZRV2-F1",0.264,0.694,1,50.5171635795581
"424","Q71F23","CENPU","3",0,4,2.19987277073638,"AF-Q71F23-F1-model_v4","Q71F23-F1",0.002,0.994,1,65.518599280144
"425","Q75QN2","INTS8","3",0,1,1.09337806813161,"AF-Q75QN2-F1-model_v4","Q75QN2-F1",0.441,0.549,1,84.8173220808666
"426","Q7L590","MCM10","3",1466,4,2.65033504498042,"AF-Q7L590-F1-model_v4","Q7L590-F1",0.08,0.549,2,66.8889134545455
"427","Q7L5L3","GDPD3","19",0,1,1.41313371334054,"AF-Q7L5L3-F1-model_v4","Q7L5L3-F1",0.13,0.96,1,93.1324223602484
"428","Q7Z4S6","KIF21A","3",546,11,1.27274601886527,"AF-Q7Z4S6-F1-model_v4","Q7Z4S6-F1",0.107,0.695,3,71.5951553316541
"429","Q7Z5Y6","BMP8A","6",0,1,1.68087048442156,"AF-Q7Z5Y6-F1-model_v4","Q7Z5Y6-F1",0.222,0.241,0,76.7478031746032
"430","Q7Z6L0","PRRT2","3",0,1,1.77132821587837,"AF-Q7Z6L0-F1-model_v4","Q7Z6L0-F1",0.338,0.466,1,52.1866544267646
"431","Q86SS6","SYT9","3",0,1,1.92811330471131,"AF-Q86SS6-F1-model_v4","Q86SS6-F1",0.194,0.339,0,75.7537332320931
"432","Q86SU0","ILDR1","3",0,1,1.03136538473008,"AF-Q86SU0-F1-model_v4","Q86SU0-F1",0.115,0.071,0,58.9638745471014
"433","Q86UN3","RTN4RL2","3",0,1,1.09415254765153,"AF-Q86UN3-F1-model_v4","Q86UN3-F1",0.064,0.017,0,80.284345146379
"434","Q86UR5","RIMS1","3",3759,3,1.842728682127,"AF-Q86UR5-F1-model_v4","Q86UR5-F1",0.166,0.671,1,51.3308148650686
"435","Q86VI3","IQGAP3","3",0,1,2.76580209987161,"AF-Q86VI3-F1-model_v4","Q86VI3-F1",0.181,0.604,2,79.626746793641
"436","Q86VI4","LAPTM4B","25",0,1,1.59745558059767,"AF-Q86VI4-F1-model_v4","Q86VI4-F1",0.211,0.865,1,61.6772465531225
"437","Q86X27","RALGPS2","3",0,1,1.23506185232461,"AF-Q86X27-F1-model_v4","Q86X27-F1",0.136,0.827,1,71.806463015492
"438","Q86XI2","NCAPG2","3",0,1,1.33196320794803,"AF-Q86XI2-F1-model_v4","Q86XI2-F1",0.149,0.83,1,88.2032419793366
"439","Q86XJ1","GAS2L3","3",0,1,1.52644911765284,"AF-Q86XJ1-F1-model_v4","Q86XJ1-F1",0.199,0.808,1,60.8691832480576
"440","Q86Y91","KIF18B","3",18,11,2.78393203674628,"AF-Q86Y91-F1-model_v4","Q86Y91-F1",0.2,0.437,1,62.7438713629403
"441","Q86YW9","MED12L","3",0,1,1.26875531054433,"AF-Q86YW9-F1-model_v4","Q86YW9-F1",0.273,0.679,3,65.4735135616357
"442","Q8IV03","LURAP1L","3",0,1,1.11560967354209,"AF-Q8IV03-F1-model_v4","Q8IV03-F1",0.233,0.591,1,66.023030831879
"443","Q8IVT2","MISP","3",5251,3,2.69710323367288,"AF-Q8IVT2-F1-model_v4","Q8IVT2-F1",0.227,0.353,0,54.6958236179015
"444","Q8IWD4","CCDC117","3",0,1,1.55820104960821,"AF-Q8IWD4-F1-model_v4","Q8IWD4-F1",0.389,0.087,0,61.8261552853134
"445","Q8IX90","SKA3","3",0,1,2.45305656876481,"AF-Q8IX90-F1-model_v4","Q8IX90-F1",0.354,0.683,1,64.7586888273315
"446","Q8IXQ6","PARP9","3",1084,2,1.14435997671719,"AF-Q8IXQ6-F1-model_v4","Q8IXQ6-F1",0.06,0.918,4,78.8498272042534
"447","Q8IZJ1","UNC5B","3",4001,2,1.11829273012864,"AF-Q8IZJ1-F1-model_v4","Q8IZJ1-F1",0.216,0.597,1,77.9814525216435
"448","Q8IZT6","ASPM","3",543,3,2.89833297259276,"AF-Q8IZT6-F11-model_v4","Q8IZT6-F11",0.163,0.82,2,68.8386483283961
"449","Q8IZT6","ASPM","3",543,3,2.89833297259276,"AF-Q8IZT6-F8-model_v4","Q8IZT6-F8",0.448,0.675,3,63.9280011713521
"450","Q8IZT6","ASPM","3",543,3,2.89833297259276,"AF-Q8IZT6-F10-model_v4","Q8IZT6-F10",0.434,0.949,4,62.6404820392025
"451","Q8IZT6","ASPM","3",543,3,2.89833297259276,"AF-Q8IZT6-F12-model_v4","Q8IZT6-F12",0.305,0.756,1,71.8200900482733
"452","Q8IZT6","ASPM","3",543,3,2.89833297259276,"AF-Q8IZT6-F5-model_v4","Q8IZT6-F5",0.281,0.507,2,68.9559601294939
"453","Q8IZT6","ASPM","3",543,3,2.89833297259276,"AF-Q8IZT6-F9-model_v4","Q8IZT6-F9",0.161,0.36,0,63.085167830403
"454","Q8IZT6","ASPM","3",543,3,2.89833297259276,"AF-Q8IZT6-F4-model_v4","Q8IZT6-F4",0.271,0.359,0,70.4000076936228
"455","Q8IZT6","ASPM","3",543,3,2.89833297259276,"AF-Q8IZT6-F6-model_v4","Q8IZT6-F6",0.197,0.67,3,66.2575664052618
"456","Q8IZT6","ASPM","3",543,3,2.89833297259276,"AF-Q8IZT6-F1-model_v4","Q8IZT6-F1",0.107,0.769,2,62.0182791688865
"457","Q8IZT6","ASPM","3",543,3,2.89833297259276,"AF-Q8IZT6-F2-model_v4","Q8IZT6-F2",0.163,0.803,2,63.4932934706704
"458","Q8IZT6","ASPM","3",543,3,2.89833297259276,"AF-Q8IZT6-F3-model_v4","Q8IZT6-F3",0.121,0.835,1,67.4665928669883
"459","Q8IZT6","ASPM","3",543,3,2.89833297259276,"AF-Q8IZT6-F7-model_v4","Q8IZT6-F7",0.335,0.927,1,64.3894747828991
"460","Q8N0S6","CENPL","3",0,5,1.39450457274935,"AF-Q8N0S6-F1-model_v4","Q8N0S6-F1",0.229,0.746,2,83.6504654545455
"461","Q8N2Z9","CENPS","3",12138,9,1.11033468744433,"AF-Q8N2Z9-F1-model_v4","Q8N2Z9-F1",0.44,0.721,2,90.0041996402878
"462","Q8N3Y7","SDR16C5","22",0,1,1.13897955258817,"AF-Q8N3Y7-F1-model_v4","Q8N3Y7-F1",0.297,0.803,1,94.6536481404095
"463","Q8N4F0","BPIFB2","7",0,1,1.28702525467847,"AF-Q8N4F0-F1-model_v4","Q8N4F0-F1",0.224,0.938,2,88.7725757138737
"464","Q8N4S9","MARVELD2","3",2608,4,1.05997584864929,"AF-Q8N4S9-F1-model_v4","Q8N4S9-F1",0.305,0.564,1,67.2056255526083
"465","Q8N8U2","CDYL2","3",509,2,1.22628700161538,"AF-Q8N8U2-F1-model_v4","Q8N8U2-F1",0.07,0.111,0,72.6756379223399
"466","Q8N9F7","GDPD1","19",0,1,1.51647849115465,"AF-Q8N9F7-F1-model_v4","Q8N9F7-F1",0.177,0.825,1,96.2076862745098
"467","Q8NB91","FANCB","3",0,2,1.21516524165345,"AF-Q8NB91-F1-model_v4","Q8NB91-F1",0.127,0.662,3,71.9862835472579
"468","Q8NBT0","POC1A","3",0,1,1.96876862092512,"AF-Q8NBT0-F1-model_v4","Q8NBT0-F1",0.128,0.415,1,85.1257350616503
"469","Q8NBT2","SPC24","3",0,1,2.28395482465025,"AF-Q8NBT2-F1-model_v4","Q8NBT2-F1",0.345,0.372,0,91.3933649588868
"470","Q8NCL4","GALNT6","3",0,1,1.50039443518072,"AF-Q8NCL4-F1-model_v4","Q8NCL4-F1",0.234,0.752,1,88.569584913191
"471","Q8NCW5","NAXE","3",28,2,1.18280680426453,"AF-Q8NCW5-F1-model_v4","Q8NCW5-F1",0.423,0.962,1,86.8761372812921
"472","Q8NEM2","SHCBP1","3",0,1,2.14596793310717,"AF-Q8NEM2-F1-model_v4","Q8NEM2-F1",0.18,0.711,1,73.6964627259036
"473","Q8NF37","LPCAT1","26",3,3,1.08473388738003,"AF-Q8NF37-F1-model_v4","Q8NF37-F1",0.103,0.932,3,83.2445922540293
"474","Q8NFH8","REPS2","3",0,1,2.04818425741011,"AF-Q8NFH8-F1-model_v4","Q8NFH8-F1",0.227,0.397,0,59.2107493540052
"475","Q8NFR3","SPTSSB","31",0,1,1.85139040058754,"AF-Q8NFR3-F1-model_v4","Q8NFR3-F1",0.421,0.404,1,86.794437596302
"476","Q8NFW1","COL22A1","2",9,2,1.03419348192325,"AF-Q8NFW1-F1-model_v4","Q8NFW1-F1",0.106,0.037,0,54.7452308776877
"477","Q8NI77","KIF18A","3",0,6,2.29331714928059,"AF-Q8NI77-F1-model_v4","Q8NI77-F1",0.186,0.256,0,67.7410391061453
"478","Q8TAA9","VANGL1","3",0,1,1.01955514453603,"AF-Q8TAA9-F1-model_v4","Q8TAA9-F1",0.038,0.796,2,75.8569196217494
"479","Q8TAT5","NEIL3","3",27,11,2.8843303898076,"AF-Q8TAT5-F1-model_v4","Q8TAT5-F1",0.015,0.445,1,70.0085488293609
"480","Q8TCG1","CIP2A","3",0,1,1.86084207860563,"AF-Q8TCG1-F1-model_v4","Q8TCG1-F1",0.158,0.499,2,83.6291044984633
"481","Q8TCU6","PREX1","3",0,1,1.46019423088396,"AF-Q8TCU6-F1-model_v4","Q8TCU6-F1",0.206,0.735,3,79.5755639788651
"482","Q8TDL5","BPIFB1","7",0,1,3.03100771684357,"AF-Q8TDL5-F1-model_v4","Q8TDL5-F1",0.322,0.994,1,88.2841393331526
"483","Q8TDW5","SYTL5","3",543,2,1.44833460294358,"AF-Q8TDW5-F1-model_v4","Q8TDW5-F1",0.028,0.265,0,65.3593540502793
"484","Q8TEM1","NUP210","3",0,1,1.80961984783109,"AF-Q8TEM1-F1-model_v4","Q8TEM1-F1",0.144,0.485,2,79.5540766622846
"485","Q8WU20","FRS2","3",2704,6,1.02337598372424,"AF-Q8WU20-F1-model_v4","Q8WU20-F1",0.338,0.264,0,58.054165210881
"486","Q8WUY8","NAT14","3",0,1,1.05676358769828,"AF-Q8WUY8-F1-model_v4","Q8WUY8-F1",0.062,0.448,1,83.6049409448819
"487","Q8WUY9","DEPDC1B","3",0,1,2.25957135536547,"AF-Q8WUY9-F1-model_v4","Q8WUY9-F1",0.107,0.469,1,77.3635097813579
"488","Q8WV07","LTO1","28",0,1,1.13749004372541,"AF-Q8WV07-F1-model_v4","Q8WV07-F1",0.303,0.361,0,85.2354131847725
"489","Q8WVB6","CHTF18","3",0,1,1.48381363100175,"AF-Q8WVB6-F1-model_v4","Q8WVB6-F1",0.162,0.47,1,64.9750959121577
"490","Q8WVK7","SKA2","3",0,1,1.41721043780806,"AF-Q8WVK7-F1-model_v4","Q8WVK7-F1",0.291,0.775,1,88.1231086519115
"491","Q8WW22","DNAJA4","3",543,2,1.38577777240001,"AF-Q8WW22-F1-model_v4","Q8WW22-F1",0.057,0.771,1,84.536549744898
"492","Q8WWK9","CKAP2","3",0,1,1.46364788419263,"AF-Q8WWK9-F1-model_v4","Q8WWK9-F1",0.332,0.615,2,59.5370678783383
"493","Q8WXG1","RSAD2","3",0,1,1.31548527757097,"AF-Q8WXG1-F1-model_v4","Q8WXG1-F1",0.193,0.935,1,87.9568383838384
"494","Q8WXK3","ASB13","3",0,1,1.10794485631635,"AF-Q8WXK3-F1-model_v4","Q8WXK3-F1",0.264,0.676,1,92.068986197049
"495","Q92598","HSPH1","3",0,1,1.03838921638245,"AF-Q92598-F1-model_v4","Q92598-F1",0.304,0.565,2,85.2767745732784
"496","Q92674","CENPI","3",1656,6,2.21524469483958,"AF-Q92674-F1-model_v4","Q92674-F1",0.058,0.915,3,72.7981596597415
"497","Q92692","NECTIN2","3",1085,3,1.0901733799917,"AF-Q92692-F1-model_v4","Q92692-F1",0.172,0.587,1,75.4454368693084
"498","Q92698","RAD54L","3",0,2,2.08955521022552,"AF-Q92698-F1-model_v4","Q92698-F1",0.171,0.669,1,80.5122278481013
"499","Q92820","GGH","20",0,1,1.60067488870847,"AF-Q92820-F1-model_v4","Q92820-F1",0.212,0.396,0,93.9907410327158
"500","Q92823","NRCAM","3",543,2,1.81267035218876,"AF-Q92823-F1-model_v4","Q92823-F1",0.09,0.859,2,78.9562778544666
"501","Q92985","IRF7","3",0,1,1.08958174741075,"AF-Q92985-F1-model_v4","Q92985-F1",0.066,0.093,0,70.210985620915
"502","Q93077","H2AC6","3",595,9,1.22093395216415,"AF-Q93077-F1-model_v4","Q93077-F1",0.371,0.178,0,91.168078470825
"503","Q93079","H2BC9","3",422,11,1.83758779048542,"AF-Q93079-F1-model_v4","Q93079-F1",0.364,0.94,2,88.1431147540984
"504","Q969L2","MAL2","3",0,1,1.64543077137241,"AF-Q969L2-F1-model_v4","Q969L2-F1",0.336,0.619,1,84.150243902439
"505","Q969Q4","ARL11","3",0,1,1.01343883648882,"AF-Q969Q4-F1-model_v4","Q969Q4-F1",0.147,0.203,0,88.13514
"506","Q96A35","MRPL24","3",0,3,1.11931472686126,"AF-Q96A35-F1-model_v4","Q96A35-F1",0.243,0.696,1,89.3290820980616
"507","Q96A54","ADIPOR1","3",0,1,1.07489759582649,"AF-Q96A54-F1-model_v4","Q96A54-F1",0.213,0.982,1,83.529930255729
"508","Q96AC6","KIFC2","3",6042,13,1.76065944969328,"AF-Q96AC6-F1-model_v4","Q96AC6-F1",0.136,0.929,2,63.4666787630167
"509","Q96AQ1","CCDC74A","3",1085,3,1.46729842129836,"AF-Q96AQ1-F1-model_v4","Q96AQ1-F1",0.214,0.54,1,60.6479178082192
"510","Q96AV8","E2F7","3",1085,3,2.73266158708405,"AF-Q96AV8-F1-model_v4","Q96AV8-F1",0.108,0.254,0,51.2724935952178
"511","Q96AY2","EME1","3",0,4,2.72768697825449,"AF-Q96AY2-F1-model_v4","Q96AY2-F1",0.155,0.315,0,67.9034920993228
"512","Q96B01","RAD51AP1","3",15,6,2.07540513662348,"AF-Q96B01-F1-model_v4","Q96B01-F1",0.122,0.242,0,58.7984421364985
"513","Q96BD8","SKA1","3",0,1,2.66554305905091,"AF-Q96BD8-F1-model_v4","Q96BD8-F1",0.218,0.102,0,85.822417794971
"514","Q96DB2","HDAC11","3",0,1,1.30545628790079,"AF-Q96DB2-F1-model_v4","Q96DB2-F1",0.457,0.936,1,92.9847467438495
"515","Q96DC9","OTUB2","3",0,1,1.23614341973182,"AF-Q96DC9-F1-model_v4","Q96DC9-F1",0.314,0.41,1,94.2690260416667
"516","Q96DY7","MTBP","3",0,1,1.40226908381156,"AF-Q96DY7-F1-model_v4","Q96DY7-F1",0.082,0.31,0,64.1542395992765
"517","Q96E14","RMI2","3",8766,10,2.40674834084707,"AF-Q96E14-F1-model_v4","Q96E14-F1",0.286,0.624,1,89.8118485121731
"518","Q96E29","MTERF3","3",0,1,1.09874790187733,"AF-Q96E29-F1-model_v4","Q96E29-F1",0.184,0.534,1,76.7663897102306
"519","Q96EH5","RPL39L","3",0,1,1.03131282405023,"AF-Q96EH5-F1-model_v4","Q96EH5-F1",0.319,0.343,0,94.0994144144144
"520","Q96F07","CYFIP2","3",0,1,1.31070870711617,"AF-Q96F07-F1-model_v4","Q96F07-F1",0.075,0.18,0,87.6578461833525
"521","Q96FF9","CDCA5","3",0,1,2.48037829492108,"AF-Q96FF9-F1-model_v4","Q96FF9-F1",0.258,0.376,0,63.5050515995872
"522","Q96FV0","LRRC46","3",543,2,2.14275979741265,"AF-Q96FV0-F1-model_v4","Q96FV0-F1",0.095,0.8,1,64.78599677159
"523","Q96G23","CERS2","3",1084,2,1.48580223466894,"AF-Q96G23-F1-model_v4","Q96G23-F1",0.16,0.967,1,87.5863139717425
"524","Q96GD4","AURKB","3",3105,8,2.44301501754005,"AF-Q96GD4-F1-model_v4","Q96GD4-F1",0.06,0.789,2,79.8540354046243
"525","Q96GV9","MACIR","3",0,1,1.02359855873424,"AF-Q96GV9-F1-model_v4","Q96GV9-F1",0.271,0.048,0,59.4521101485148
"526","Q96H22","CENPN","3",0,4,1.22175633435415,"AF-Q96H22-F1-model_v4","Q96H22-F1",0.3,0.612,1,86.2099712952996
"527","Q96HA7","TONSL","3",0,2,1.7985659162816,"AF-Q96HA7-F1-model_v4","Q96HA7-F1",0.187,0.335,0,76.4887099820568
"528","Q96HA8","NTAQ1","3",1085,3,1.00961055675547,"AF-Q96HA8-F1-model_v4","Q96HA8-F1",0.259,0.435,1,94.9998141486811
"529","Q96IC2","REXO5","3",0,1,1.16015691904305,"AF-Q96IC2-F1-model_v4","Q96IC2-F1",0.186,0.458,1,77.9299213630406
"530","Q96KB5","PBK","3",0,2,2.99006270459531,"AF-Q96KB5-F1-model_v4","Q96KB5-F1",0.152,0.901,1,84.9070023696682
"531","Q96KP1","EXOC2","3",1623,2,1.52694109604457,"AF-Q96KP1-F1-model_v4","Q96KP1-F1",0.194,0.592,2,80.3513392612859
"532","Q96KV7","WDR90","2",8,2,1.16150227254008,"AF-Q96KV7-F1-model_v4","Q96KV7-F1",0.115,0.343,0,77.654916875427
"533","Q96LY2","CCDC74B","3",0,1,1.332814910474,"AF-Q96LY2-F1-model_v4","Q96LY2-F1",0.165,0.411,1,60.4664487572353
"534","Q96NB2","SFXN2","34",0,1,1.27306996920488,"AF-Q96NB2-F1-model_v4","Q96NB2-F1",0.177,0.872,3,85.1575078740157
"535","Q96NS5","ASB16","3",0,1,1.54359897109004,"AF-Q96NS5-F1-model_v4","Q96NS5-F1",0.041,0.125,0,89.0149367816092
"536","Q96NY7","CLIC6","3",0,1,1.49470844805043,"AF-Q96NY7-F1-model_v4","Q96NY7-F1",0.132,0.252,0,60.2261835184103
"537","Q96Q05","TRAPPC9","3",0,1,1.13075623035752,"AF-Q96Q05-F1-model_v4","Q96Q05-F1",0.139,0.316,0,82.9152110030932
"538","Q96Q89","KIF20B","3",0,5,1.14719256390624,"AF-Q96Q89-F1-model_v4","Q96Q89-F1",0.232,0.971,4,63.7483354768835
"539","Q96QF0","RAB3IP","3",1085,3,1.0705313040849,"AF-Q96QF0-F1-model_v4","Q96QF0-F1",0.09,0.453,1,72.3152501344809
"540","Q96R06","SPAG5","3",1454,5,2.79210864852733,"AF-Q96R06-F1-model_v4","Q96R06-F1",0.223,0.887,2,63.8131142310147
"541","Q96RU7","TRIB3","3",0,1,1.38911534240442,"AF-Q96RU7-F1-model_v4","Q96RU7-F1",0.175,0.461,2,78.0208758076095
"542","Q96SQ5","ZNF587","14",0,1,1.14411097305287,"AF-Q96SQ5-F1-model_v4","Q96SQ5-F1",0.11,0.811,1,66.4527533710309
"543","Q96T88","UHRF1","3",1938,5,2.71508333760494,"AF-Q96T88-F1-model_v4","Q96T88-F1",0.21,0.221,0,81.267136731777
"544","Q99435","NELL2","4",2,2,3.36870262646442,"AF-Q99435-F1-model_v4","Q99435-F1",0.254,0.523,1,80.3271710630232
"545","Q99595","TIMM17A","29",1,2,1.27680727406142,"AF-Q99595-F1-model_v4","Q99595-F1",0.489,0.399,0,80.3877646129542
"546","Q99640","PKMYT1","3",7908,4,2.766203779583,"AF-Q99640-F1-model_v4","Q99640-F1",0.142,0.674,1,75.590281030445
"547","Q99661","KIF2C","3",542,7,2.33809738174811,"AF-Q99661-F1-model_v4","Q99661-F1",0.07,0.558,2,74.6576222300387
"548","Q99715","COL12A1","2",0,1,1.01921012319199,"AF-Q99715-F6-model_v4","Q99715-F6",0.125,0.415,1,85.1398717713867
"549","Q99715","COL12A1","2",0,1,1.01921012319199,"AF-Q99715-F3-model_v4","Q99715-F3",0.155,0.532,2,83.8141281628163
"550","Q99715","COL12A1","2",0,1,1.01921012319199,"AF-Q99715-F9-model_v4","Q99715-F9",0.058,0.173,0,79.4908817446888
"551","Q99715","COL12A1","2",0,1,1.01921012319199,"AF-Q99715-F7-model_v4","Q99715-F7",0.059,0.086,0,83.1910622543194
"552","Q99715","COL12A1","2",0,1,1.01921012319199,"AF-Q99715-F4-model_v4","Q99715-F4",0.347,0.298,0,84.1561807019151
"553","Q99715","COL12A1","2",0,1,1.01921012319199,"AF-Q99715-F10-model_v4","Q99715-F10",0.138,0.921,1,77.894004839049
"554","Q99715","COL12A1","2",0,1,1.01921012319199,"AF-Q99715-F8-model_v4","Q99715-F8",0.197,0.524,1,85.053887049301
"555","Q99715","COL12A1","2",0,1,1.01921012319199,"AF-Q99715-F1-model_v4","Q99715-F1",0.115,0.567,1,82.573383917831
"556","Q99715","COL12A1","2",0,1,1.01921012319199,"AF-Q99715-F2-model_v4","Q99715-F2",0.17,0.698,1,82.0567347878118
"557","Q99715","COL12A1","2",0,1,1.01921012319199,"AF-Q99715-F5-model_v4","Q99715-F5",0.279,0.651,2,85.1323825719276
"558","Q99728","BARD1","3",0,5,1.20809172578079,"AF-Q99728-F1-model_v4","Q99728-F1",0.039,0.547,2,65.8022694334651
"559","Q99741","CDC6","3",543,2,2.91758166850668,"AF-Q99741-F1-model_v4","Q99741-F1",0.244,0.922,2,69.8394804010939
"560","Q99877","H2BC15","3",13223,16,1.26457999980879,"AF-Q99877-F1-model_v4","Q99877-F1",0.313,0.935,1,87.691308793456
"561","Q99988","GDF15","3",0,1,1.46803000399559,"AF-Q99988-F1-model_v4","Q99988-F1",0.062,0.082,0,75.4146035058431
"562","Q9BPX3","NCAPG","3",0,1,2.75350609678943,"AF-Q9BPX3-F1-model_v4","Q9BPX3-F1",0.163,0.655,1,82.5022967581047
"563","Q9BQE3","TUBA1C","3",27,2,1.17089165102186,"AF-Q9BQE3-F1-model_v4","Q9BQE3-F1",0.219,0.883,1,91.6524379811805
"564","Q9BRT3","MIEN1","21",0,1,1.49298964517251,"AF-Q9BRT3-F1-model_v4","Q9BRT3-F1",0.305,0.489,1,75.7802066590126
"565","Q9BRT9","GINS4","3",0,2,1.84245486582277,"AF-Q9BRT9-F1-model_v4","Q9BRT9-F1",0.324,0.635,1,90.748319649699
"566","Q9BS16","CENPK","3",0,4,2.06308416072949,"AF-Q9BS16-F1-model_v4","Q9BS16-F1",0.253,0.599,1,81.7073108108108
"567","Q9BTK6","PAGR1","3",0,11,1.19894572928341,"AF-Q9BTK6-F1-model_v4","Q9BTK6-F1",0.045,0.474,1,64.9947479423868
"568","Q9BTM1","H2AJ","3",4059,13,1.35849189813438,"AF-Q9BTM1-F1-model_v4","Q9BTM1-F1",0.4,0.179,0,91.2803951367781
"569","Q9BTP7","FAAP24","3",0,2,1.09495531044726,"AF-Q9BTP7-F1-model_v4","Q9BTP7-F1",0.199,0.087,0,90.1873317450864
"570","Q9BTV7","CABLES2","3",0,1,1.21203486055791,"AF-Q9BTV7-F1-model_v4","Q9BTV7-F1",0.03,0.819,1,63.3955114254625
"571","Q9BU64","CENPO","3",0,4,1.34970560901249,"AF-Q9BU64-F1-model_v4","Q9BU64-F1",0.18,0.639,1,85.2889945309213
"572","Q9BUF7","CRB3","3",1084,2,1.18432058526848,"AF-Q9BUF7-F1-model_v4","Q9BUF7-F1",0.297,0.7,1,70.3484105960265
"573","Q9BVC3","DSCC1","3",0,1,1.72951874594625,"AF-Q9BVC3-F1-model_v4","Q9BVC3-F1",0.206,0.558,1,92.165723830735
"574","Q9BW19","KIFC1","3",266,7,2.40730929386376,"AF-Q9BW19-F1-model_v4","Q9BW19-F1",0.202,0.353,0,77.8832572975063
"575","Q9BWF2","TRAIP","3",0,1,1.30503920142468,"AF-Q9BWF2-F1-model_v4","Q9BWF2-F1",0.303,0.77,1,74.9543435155413
"576","Q9BX26","SYCP2","3",47308,10,1.89220640696079,"AF-Q9BX26-F1-model_v4","Q9BX26-F1",0.171,0.553,1,54.6307512385284
"577","Q9BX63","BRIP1","3",3052,7,2.40562134301832,"AF-Q9BX63-F1-model_v4","Q9BX63-F1",0.061,0.665,1,64.8641492265696
"578","Q9BXF3","CECR2","3",0,1,1.67232088781314,"AF-Q9BXF3-F1-model_v4","Q9BXF3-F1",0.225,0.35,0,50.6688370883882
