Gene,Essential CEG
SPAC144.07c,Essential
SPBC2G2.06c,Non-essential
SPBC21C3.15c,Non-essential
SPAC27F1.03c,Non-essential
SPAC25G10.09c,Non-essential
SPAC15A10.13,Non-essential
SPAC10F6.14c,Non-essential
SPCC737.02c,Non-essential
SPAC22F3.03c,Non-essential
SPBP4H10.03,Non-essential
SPBC19C2.04c,Non-essential
SPBC14F5.12c,Non-essential
SPAC1B1.02c,Non-essential
SPCC1442.14c,Non-essential
SPBC26H8.14c,Non-essential
SPAC4D7.01c,Non-essential
SPAC343.09,Non-essential
SPAC1783.02c,Non-essential
SPAC31G5.10,Non-essential
SPBC146.05c,Essential
SPCC1450.12,Non-essential
SPAC22E12.05c,Non-essential
SPBC2A9.10,Essential
SPBC32H8.07,Non-essential
SPAC1687.19c,Non-essential
SPBC651.05c,Non-essential
SPBC21.06c,Essential
SPAC1486.01,Non-essential
SPBC887.04c,Non-essential
SPAC6B12.11,Essential
SPBC19C7.11,Non-essential
SPBC6B1.05c,Non-essential
SPCC830.07c,Non-essential
SPBC1711.13,Non-essential
SPAP27G11.10c,Non-essential
SPAC4F10.06,Non-essential
SPBC30B4.02c,Non-essential
SPAC1556.08c,Non-essential
SPAC16E8.14c,Non-essential
SPBC1703.13c,Non-essential
SPCC1442.15c,Non-essential
SPBC1709.06,Non-essential
SPAC17A2.03c,Essential
SPAC22A12.01c,Non-essential
SPAC6C3.08,Non-essential
SPBC2G2.16,Essential
SPBC3B9.17,Essential
SPCC1442.03,Non-essential
SPBC83.07,Essential
SPBC146.12,Non-essential
SPBC2D10.20,Non-essential
SPBC947.08c,Non-essential
SPBC2G5.04c,Non-essential
SPAC631.01c,Non-essential
SPCC1183.04c,Non-essential
SPAC1D4.14,Essential
SPAC6F6.16c,Essential
SPCC777.15,Non-essential
SPAC11E3.05,Non-essential
SPCC970.07c,Non-essential
SPCC1672.03c,Non-essential
SPAC2G11.02,Essential
SPAC6C3.09,Non-essential
SPBC16G5.03,Non-essential
SPBC9B6.08,Essential
SPAP8A3.08,Essential
SPAC1805.02c,Non-essential
SPCC736.12c,Essential
SPAC1805.15c,Non-essential
SPAC1F12.07,Non-essential
SPCC895.07,Non-essential
SPAC23C11.04c,Non-essential
SPBC4B4.02c,Non-essential
SPAC688.07c,Non-essential
SPAC8C9.12c,Non-essential
SPAP14E8.03,Essential
SPAC144.18,Essential
SPAC6F12.07,Essential
SPBC15C4.02,Non-essential
SPCC1682.01,Non-essential
SPBC646.07c,Essential
SPCC663.11,Non-essential
SPAC22F8.07c,Non-essential
SPBC12D12.06,Non-essential
SPAC105.01c,Non-essential
SPBC1778.02,Non-essential
SPAC17C9.14,Non-essential
SPBC2G2.11,Essential
SPAC323.01c,Non-essential
SPAC767.01c,Non-essential
SPCC16A11.10c,Non-essential
SPAC20G4.03c,Non-essential
SPBC1711.08,Non-essential
SPBC337.13c,Non-essential
SPAC630.14c,Non-essential
SPBC428.14,Non-essential
SPCC1919.15,Non-essential
SPAC3G9.16c,Essential
SPBC29A10.09c,Non-essential
SPBC1685.14c,Non-essential
SPAC227.10,Non-essential
SPBC776.03,Non-essential
SPCC1235.04c,Non-essential
SPBP4H10.20,Non-essential
SPBC428.16c,Essential
SPAC1805.16c,Non-essential
SPCC16A11.07,Non-essential
SPBC12D12.05c,Non-essential
SPAC24H6.10c,Non-essential
SPBC215.09c,Essential
SPBC3D6.07,Essential
SPAC343.07,Non-essential
SPBC27B12.08,Non-essential
SPCC364.02c,Non-essential
SPAC694.04c,Non-essential
SPAC607.04,Essential
SPAC13F5.01c,Non-essential
SPAC29A4.05,Non-essential
SPBC2F12.05c,Non-essential
SPBC146.04,Non-essential
SPCC576.03c,Essential
SPBC28E12.02,Non-essential
SPAC25H1.07,Non-essential
SPBC1539.04,Non-essential
SPAC23A1.10,Non-essential
SPAC1834.05,Non-essential
SPBC19C2.15c,Essential
SPCC1919.13c,Non-essential
SPBC887.08,Non-essential
SPAC22G7.01c,Non-essential
SPAC4G9.11c,Non-essential
SPAC1399.04c,Non-essential
SPAC8F11.06,Essential
SPCC11E10.06c,Non-essential
SPAC14C4.12c,Non-essential
SPAC4F10.05c,Non-essential
SPBC19C7.03,Non-essential
SPBC6B1.04,Non-essential
SPAC12B10.06c,Non-essential
SPAC821.10c,Non-essential
SPCC663.03,Non-essential
SPAC1B9.02c,Non-essential
SPAC24C9.02c,Non-essential
SPAC20G4.02c,Non-essential
SPAC6G10.08,Non-essential
SPAC4F10.18,Non-essential
SPAC1F12.08,Essential
SPAC1B3.09c,Essential
SPAC1F3.06c,Non-essential
SPCC191.07,Essential
SPCC4G3.16,Essential
SPAC823.03,Non-essential
SPBC56F2.10c,Non-essential
SPBC16A3.19,Non-essential
SPAC6G9.12,Non-essential
SPAC1639.02c,Non-essential
SPAC1782.07,Non-essential
SPBC32H8.05,Non-essential
SPCC132.04c,Non-essential
SPAC29A4.09,Non-essential
SPBC1347.10,Essential
SPAC26F1.14c,Non-essential
SPAC1B3.07c,Non-essential
SPCC16A11.11,Essential
SPAC3A11.07,Non-essential
SPAC688.03c,Non-essential
SPCC1739.11c,Essential
SPBC16C6.02c,Non-essential
SPAC20H4.08,Non-essential
SPAC1486.06,Essential
SPAC19B12.10,Non-essential
SPAC19B12.06c,Non-essential
SPAC222.15,Non-essential
SPBC17G9.08c,Non-essential
SPAC1834.06c,Essential
SPAC21E11.08,Essential
SPCC1223.04c,Non-essential
SPCC1281.02c,Essential
SPAC167.07c,Non-essential
SPAC24H6.04,Non-essential
SPBC25B2.11,Non-essential
SPAC25H1.06,Non-essential
SPBC21.03c,Non-essential
SPBC18H10.02,Non-essential
SPBC1685.08,Non-essential
SPBC409.13,Essential
SPAC1142.06,Non-essential
SPCPJ732.01,Non-essential
SPBC16H5.02,Essential
SPBC26H8.09c,Non-essential
SPAC644.09,Non-essential
SPCC1235.02,Non-essential
SPAC21E11.03c,Non-essential
SPAC23C11.13c,Non-essential
SPBC3E7.16c,Non-essential
SPBC646.13,Non-essential
SPCC191.08,Essential
SPBC1709.01,Non-essential
SPAC1B3.04c,Non-essential
SPAC30.03c,Non-essential
SPBC16E9.09c,Non-essential
SPAC1687.21,Non-essential
SPCC162.07,Essential
SPAP27G11.03,Essential
SPBC2A9.09,Essential
SPAC15E1.06,Non-essential
SPBC2D10.13,Non-essential
SPAC57A10.11c,Essential
SPAPB17E12.11,Essential
SPAC1782.05,Non-essential
SPAC6F6.17,Non-essential
SPAC2F7.07c,Non-essential
SPAC29A4.16,Non-essential
SPBC887.09c,Essential
SPCC364.05,Non-essential
SPCC338.11c,Non-essential
SPAC3F10.08c,Essential
SPAC688.14,Non-essential
SPBP22H7.06,Non-essential
SPAC25B8.17,Non-essential
SPCC306.05c,Non-essential
SPBC30B4.04c,Non-essential
SPAC1F12.10c,Non-essential
SPBC25H2.06c,Essential
SPCC1753.04,Essential
SPBP19A11.04c,Essential
SPBC1289.05c,Essential
SPBC12D12.01,Essential
SPAC27D7.06,Non-essential
SPAC22F3.09c,Non-essential
SPAPB24D3.04c,Non-essential
SPCC63.10c,Essential
SPAPB1E7.09,Non-essential
SPBC23G7.11,Non-essential
SPBC18H10.20c,Non-essential
SPAC6G10.12c,Non-essential
SPAC1B3.01c,Non-essential
SPCC825.02,Non-essential
SPBC646.03,Essential
SPBC582.04c,Non-essential
SPBC36B7.07,Non-essential
SPBC646.12c,Non-essential
SPBC947.15c,Non-essential
SPAC12B10.12c,Non-essential
SPAC23C4.12,Non-essential
SPBC146.01,Essential
SPCC320.14,Non-essential
SPAC1805.08,Non-essential
SPCC1739.09c,Non-essential
SPBC3D6.11c,Essential
SPBPB21E7.01c,Non-essential
SPBC1703.12,Non-essential
SPCC1223.06,Non-essential
SPBC15D4.13c,Non-essential
SPBC1734.12c,Non-essential
SPAC18G6.10,Non-essential
SPAC6F6.05,Essential
SPCC1682.08c,Non-essential
SPAC959.10,Essential
SPBC530.12c,Essential
SPCC1020.03,Non-essential
SPCC4G3.04c,Non-essential
SPBC725.07,Non-essential
SPBC16E9.06c,Non-essential
SPBC11C11.02,Non-essential
SPAC823.15,Non-essential
SPBC18H10.08c,Non-essential
SPBP8B7.28c,Non-essential
SPCC1919.05,Non-essential
SPBC2G2.04c,Essential
SPBC1105.12,Non-essential
SPAC22G7.08,Non-essential
SPAP27G11.15,Non-essential
SPCC613.02,Non-essential
SPAC2F3.16,Non-essential
SPBC3E7.05c,Non-essential
SPAC6B12.04c,Non-essential
SPAC1687.17c,Non-essential
SPCC188.02,Non-essential
SPCC1919.14c,Essential
SPAC6F6.15,Essential
SPCC1020.07,Non-essential
SPAC4F8.13c,Essential
SPCC24B10.17,Non-essential
SPAC140.01,Non-essential
SPAC17H9.01,Non-essential
SPBC26H8.04c,Non-essential
SPBP4H10.07,Non-essential
SPCC4F11.02,Non-essential
SPAC13G7.12c,Non-essential
SPBPB21E7.04c,Non-essential
SPAC1952.13,Essential
SPCC191.02c,Non-essential
SPAC823.12,Non-essential
SPBC1198.02,Essential
SPAC20H4.11c,Non-essential
SPBC1921.05,Non-essential
SPAC29E6.01,Non-essential
SPAC8C9.07,Non-essential
SPBC17D1.04,Essential
SPBC18H10.07,Non-essential
SPBC1198.04c,Essential
SPCC645.12c,Non-essential
SPAC3F10.11c,Non-essential
SPAC7D4.07c,Non-essential
SPAC22G7.10,Essential
SPAPB1A11.03,Non-essential
SPBC21C3.09c,Non-essential
SPAC3A12.13c,Non-essential
SPBC337.12,Essential
SPCC1322.14c,Non-essential
SPBC543.07,Non-essential
SPBP8B7.07c,Non-essential
SPBC887.12,Essential
SPAC8E11.07c,Non-essential
SPAC343.13,Essential
SPBC1105.04c,Non-essential
SPAC8C9.14,Non-essential
SPAC17G8.10c,Non-essential
SPAC20G8.04c,Non-essential
SPAC16.03c,Non-essential
SPBC3H7.13,Non-essential
SPBC4F6.11c,Non-essential
SPAC6F12.12,Non-essential
SPAC24B11.10c,Non-essential
SPBC28F2.11,Non-essential
SPAC3G6.08,Essential
SPAC1093.02,Non-essential
SPBC839.06,Non-essential
SPAP8A3.10,Essential
SPCC777.05,Essential
SPAC19G12.05,Non-essential
SPAC9E9.03,Non-essential
SPCC645.03c,Essential
SPBC1105.11c,Non-essential
SPAC9E9.12c,Non-essential
SPBC1539.03c,Non-essential
SPBC32H8.03,Non-essential
SPBC12D12.04c,Non-essential
SPBC19F8.03c,Non-essential
SPAC4D7.10c,Non-essential
SPBC2D10.19c,Non-essential
SPBC1711.03,Non-essential
SPAC2G11.05c,Non-essential
SPAC4H3.07c,Non-essential
SPAC29B12.12,Non-essential
SPAC343.08c,Essential
SPBC25D12.02c,Non-essential
SPCC364.01,Non-essential
SPACUNK4.11c,Non-essential
SPAC22E12.14c,Non-essential
SPBC215.14c,Non-essential
SPAC3H5.11,Non-essential
SPCC16C4.10,Non-essential
SPCC63.03,Non-essential
SPBC28F2.06c,Essential
SPBC21C3.10c,Essential
SPBC1539.05,Essential
SPAC6C3.06c,Non-essential
SPBC1861.05,Non-essential
SPBC651.10,Non-essential
SPBC1861.01c,Non-essential
SPBC1539.02,Non-essential
SPBC83.03c,Non-essential
SPBC16A3.16,Non-essential
SPAC1071.05,Non-essential
SPAC458.03,Essential
SPBC15D4.15,Non-essential
SPBC776.07,Essential
SPAC17H9.12c,Non-essential
SPAC14C4.16,Non-essential
SPBC25B2.06c,Non-essential
SPAC16.01,Non-essential
SPAC18B11.05,Essential
SPAC16E8.04c,Essential
SPBC3B9.05,Non-essential
SPAPB17E12.14c,Non-essential
SPAC19A8.02,Non-essential
SPBC839.14c,Non-essential
SPAC4H3.14c,Non-essential
SPBC11C11.08,Non-essential
SPBC354.04,Non-essential
SPBPB2B2.11,Non-essential
SPAC4F10.19c,Non-essential
SPAC3H5.08c,Non-essential
SPCC1620.05,Essential
SPBC14F5.13c,Non-essential
SPAC8C9.03,Non-essential
SPAC823.13c,Non-essential
SPAC607.05,Essential
SPCC1223.15c,Non-essential
SPBC1604.18c,Non-essential
SPAC1834.08,Non-essential
SPCC550.14,Non-essential
SPBC36.12c,Essential
SPBC428.03c,Non-essential
SPCC1919.02,Essential
SPAC22E12.19,Non-essential
SPAC890.02c,Non-essential
SPCC4B3.11c,Non-essential
SPCC777.09c,Non-essential
SPAC3A11.03,Non-essential
SPAC19A8.12,Essential
SPAC56F8.10,Essential
SPBC902.03,Non-essential
SPBC106.01,Non-essential
SPAC4F10.13c,Non-essential
SPAC31G5.18c,Non-essential
SPAC5H10.08c,Non-essential
SPAC12B10.05,Non-essential
SPAC343.03,Essential
SPBC530.06c,Non-essential
SPAC3H8.05c,Non-essential
SPBC27B12.02,Essential
SPAC4D7.02c,Non-essential
SPBC4B4.01c,Essential
SPBC1105.15c,Non-essential
SPBC215.10,Non-essential
SPCC330.12c,Non-essential
SPCC777.06c,Non-essential
SPAC23C4.14,Essential
SPBC776.14,Non-essential
SPBC24C6.07,Essential
SPBC1861.07,Non-essential
SPCC13B11.01,Non-essential
SPCC594.05c,Non-essential
SPBC14C8.15,Non-essential
SPBC27B12.10c,Non-essential
SPBC646.15c,Non-essential
SPBC660.12c,Non-essential
SPBC1718.07c,Non-essential
SPAC3A12.17c,Non-essential
SPAC30C2.05,Non-essential
SPBC660.14,Non-essential
SPAC1783.01,Non-essential
SPAC227.11c,Non-essential
SPCC965.14c,Non-essential
SPAC9.06c,Non-essential
SPAC2C4.15c,Non-essential
SPBC354.10,Non-essential
SPAC22E12.03c,Non-essential
SPAC9E9.07c,Essential
SPAC8E11.10,Non-essential
SPBC24C6.10c,Non-essential
SPAC3G9.14,Essential
SPBC29A10.11c,Non-essential
SPAC10F6.01c,Non-essential
SPAC24B11.11c,Essential
SPAP8A3.07c,Non-essential
SPCC285.11,Non-essential
SPAC24C9.06c,Essential
SPAC17A2.05,Non-essential
SPAC11G7.03,Non-essential
SPBC428.11,Non-essential
SPAC3G6.13c,Non-essential
SPCC777.10c,Essential
SPBC725.09c,Non-essential
SPAC1639.01c,Non-essential
SPBC1703.11,Non-essential
SPCC1739.12,Essential
SPCC1919.03c,Non-essential
SPBC354.09c,Non-essential
SPAC13G6.06c,Non-essential
SPAC23C11.10,Non-essential
SPBC19F5.01c,Non-essential
SPCC24B10.18,Non-essential
SPBC14C8.06,Essential
SPBC16A3.14,Non-essential
SPBC14C8.04,Non-essential
SPAC821.12,Essential
SPAPB1E7.05,Non-essential
SPBC3B9.10,Essential
SPCC1281.05,Essential
SPBC3B8.04c,Non-essential
SPCC1840.08c,Non-essential
SPBC83.01,Non-essential
SPAC13A11.02c,Essential
SPCC622.14,Non-essential
SPCC2H8.04,Essential
SPAC2C4.09,Non-essential
SPBC19F8.02,Non-essential
SPBC20F10.07,Non-essential
SPAC3H5.04,Non-essential
SPAC644.18c,Essential
SPAC12B10.09,Non-essential
SPCC16C4.19,Essential
SPAC144.09c,Essential
SPBC336.08,Essential
SPAC16E8.09,Non-essential
SPAC22E12.10c,Essential
SPCP1E11.02,Non-essential
SPBC1683.02,Non-essential
SPCC794.11c,Non-essential
SPBC776.15c,Non-essential
SPBC609.03,Non-essential
SPBC577.08c,Non-essential
SPAC12G12.15,Non-essential
SPAC19A8.09,Essential
SPCC965.08c,Non-essential
SPCC63.05,Essential
SPAC824.07,Non-essential
SPBC27B12.12c,Essential
SPCP31B10.05,Non-essential
SPBC947.12,Essential
SPBC839.16,Non-essential
SPCC4B3.15,Non-essential
SPBC27B12.04c,Non-essential
SPAC23C4.08,Non-essential
SPBC1271.03c,Non-essential
SPAC3H1.02c,Non-essential
SPBC1A4.06c,Essential
SPAC1002.03c,Non-essential
SPBP23A10.16,Non-essential
SPBC17A3.09c,Non-essential
SPCC330.08,Essential
SPBC2A9.12,Essential
SPBC83.11,Non-essential
SPBC25H2.08c,Non-essential
SPCC285.13c,Non-essential
SPBC27B12.09c,Non-essential
SPBC1198.08,Non-essential
SPBC18H10.19,Non-essential
SPCC1442.13c,Non-essential
SPAC3A12.09c,Non-essential
SPAC589.12,Non-essential
SPBC409.12c,Essential
SPAC222.13c,Non-essential
SPBC31E1.02c,Non-essential
SPCC4B3.12,Non-essential
SPBC887.02,Non-essential
SPCC1682.13,Non-essential
SPAC926.06c,Non-essential
SPAC13D6.04c,Non-essential
SPBC1711.15c,Non-essential
SPAPJ696.01c,Non-essential
SPCC338.06c,Non-essential
SPAC9E9.14,Non-essential
SPBC19G7.04,Non-essential
SPCC4G3.12c,Non-essential
SPAC1A6.10,Non-essential
SPAPB1E7.06c,Non-essential
SPBC1773.04,Non-essential
SPBC685.04c,Non-essential
SPAC4G9.19,Non-essential
SPAC6F12.02,Non-essential
SPBP8B7.05c,Essential
SPAC11D3.14c,Non-essential
SPCC13B11.03c,Non-essential
SPAC3A12.02,Essential
SPAPB2B4.01c,Essential
SPCC1393.11,Essential
SPBC409.18,Non-essential
SPCC18B5.01c,Non-essential
SPAC806.08c,Non-essential
SPAC27D7.04,Non-essential
SPBC31E1.04,Essential
SPAC23C11.14,Non-essential
SPBC646.17c,Non-essential
SPCPJ732.02c,Non-essential
SPBC2D10.03c,Non-essential
SPAPB21F2.03,Non-essential
SPBC21.01,Essential
SPAC6F6.13c,Non-essential
SPBC3E7.02c,Non-essential
SPAC16A10.07c,Non-essential
SPCC895.04c,Essential
SPBP8B7.17c,Essential
SPAC3H1.04c,Non-essential
SPCC330.06c,Non-essential
SPBP4H10.12,Non-essential
SPAC869.08,Non-essential
SPCC23B6.02c,Non-essential
SPAC17A5.07c,Non-essential
SPAC3G9.02,Non-essential
SPBC19C7.10,Non-essential
SPCC895.05,Non-essential
SPAC56F8.16,Non-essential
SPBC29B5.01,Non-essential
SPCC584.05,Essential
SPBC1709.20,Essential
SPAC22G7.02,Non-essential
SPBC725.06c,Non-essential
SPBC3B9.12,Essential
SPBP4H10.19c,Non-essential
SPBC36.10,Non-essential
SPBC30D10.11,Essential
SPBC947.10,Non-essential
SPCC613.03,Non-essential
SPCC645.04,Essential
SPAC1F5.07c,Non-essential
SPAC13F5.05,Non-essential
SPAC869.02c,Non-essential
SPCC24B10.02c,Non-essential
SPBC887.18c,Non-essential
SPAC1486.05,Essential
SPBC31F10.16,Non-essential
SPAC19A8.06,Essential
SPBP23A10.05,Non-essential
SPBC12C2.12c,Non-essential
SPBC9B6.09c,Non-essential
SPAC6G9.11,Essential
SPAC589.05c,Non-essential
SPBC19C7.08c,Non-essential
SPAC19A8.01c,Non-essential
SPBC16G5.02c,Non-essential
SPBC30D10.02,Essential
SPAC8E11.06,Non-essential
SPBC3B9.16c,Essential
SPAC12G12.11c,Non-essential
SPCC1223.10c,Non-essential
SPAC13G6.12c,Non-essential
SPAC21E11.07,Essential
SPBP8B7.31,Non-essential
SPCC16C4.05,Essential
SPCC1450.11c,Non-essential
SPAC17G8.08c,Non-essential
SPCC584.01c,Non-essential
SPAC1A6.09c,Non-essential
SPAC823.05c,Non-essential
SPCP1E11.06,Non-essential
SPAC2F7.02c,Non-essential
SPBC8D2.14c,Essential
SPAC3A12.18,Essential
SPCC297.06c,Non-essential
SPAC8E11.05c,Non-essential
SPBC11G11.02c,Non-essential
SPBC1289.08,Non-essential
SPBC18H10.17c,Essential
SPAC513.06c,Non-essential
SPAC1486.02c,Non-essential
SPBC365.11,Non-essential
SPAC23C4.11,Non-essential
SPBC13G1.02,Non-essential
SPBC28E12.03,Non-essential
SPAC24H6.05,Essential
SPBPB2B2.09c,Non-essential
SPCC4G3.07c,Essential
SPAC3C7.13c,Non-essential
SPAC20G8.05c,Essential
SPBPB10D8.02c,Non-essential
SPAC24B11.05,Non-essential
SPAC3H1.05,Non-essential
SPAC14C4.03,Non-essential
SPAC6G9.04,Non-essential
SPBC32C12.03c,Non-essential
SPAC24H6.01c,Essential
SPCC24B10.14c,Non-essential
SPAC4A8.13c,Essential
SPBP8B7.29,Essential
SPAC6B12.08,Non-essential
SPAC2F3.13c,Non-essential
SPCC548.05c,Non-essential
SPBC3E7.09,Non-essential
SPAC227.03c,Non-essential
SPAC26H5.05,Non-essential
SPBC16G5.11c,Non-essential
SPAC823.06,Essential
SPAC9E9.09c,Non-essential
SPAC23C4.16c,Non-essential
SPAC2E12.02,Essential
SPBC29A3.01,Non-essential
SPAC2F3.14c,Essential
SPAP14E8.04,Non-essential
SPBPB2B2.10c,Non-essential
SPAC4A8.03c,Non-essential
SPBC1105.06,Essential
SPCC1682.09c,Essential
SPBC1347.09,Non-essential
SPAC17G6.08,Non-essential
SPCC1442.09,Essential
SPBC4B4.10c,Non-essential
SPAC23H3.03c,Non-essential
SPAC5H10.06c,Non-essential
SPAC16E8.01,Non-essential
SPAC1834.04,Non-essential
SPAC644.08,Non-essential
SPAC9G1.02,Non-essential
SPAC25B8.15c,Non-essential
SPBP23A10.04,Essential
SPBC405.03c,Non-essential
SPBC1604.17c,Essential
SPAC1B3.18c,Essential
SPAC22E12.18,Non-essential
SPAC8C9.17c,Non-essential
SPBC2D10.15c,Non-essential
SPAC15A10.02,Essential
SPBC106.05c,Non-essential
SPAC23C4.03,Non-essential
SPBC1709.07,Essential
SPAC56E4.04c,Essential
SPAC4F8.02c,Essential
SPBC409.07c,Non-essential
SPBC4C3.04c,Non-essential
SPAC19B12.07c,Non-essential
SPBC17D11.02c,Non-essential
SPBC11C11.04c,Essential
SPBC21C3.12c,Non-essential
SPCC1223.11,Non-essential
SPAC22F8.12c,Non-essential
SPBC2A9.04c,Non-essential
SPBC1539.06,Non-essential
SPAC22F3.11c,Non-essential
SPCC777.07,Non-essential
SPBC28F2.07,Non-essential
SPAC23C11.17,Essential
SPAP14E8.02,Non-essential
SPCC63.08c,Non-essential
SPAC19B12.13,Non-essential
SPCC18.17c,Non-essential
SPAC1556.05c,Non-essential
SPBC16E9.03c,Non-essential
SPAC821.04c,Non-essential
SPBC4B4.06,Non-essential
SPCC794.12c,Non-essential
SPAC25B8.12c,Non-essential
SPAC3G6.02,Non-essential
SPCC794.01c,Non-essential
SPBC947.14c,Non-essential
SPBC31A8.01c,Non-essential
SPAC2E1P3.01,Non-essential
SPBC21C3.08c,Non-essential
SPAC1952.03,Non-essential
SPBC16C6.03c,Non-essential
SPBC32H8.09,Non-essential
SPAC20H4.02,Non-essential
SPCC757.07c,Non-essential
SPAC5D6.04,Non-essential
SPAC23D3.08,Essential
SPBC16H5.04,Non-essential
SPBC1604.19c,Non-essential
SPBC119.05c,Non-essential
SPBC3B8.08,Non-essential
SPAC607.02c,Non-essential
SPAC1006.06,Non-essential
SPAC1002.14,Non-essential
SPAC17A5.08,Non-essential
SPBP8B7.23,Non-essential
SPBC16D10.10,Essential
SPAC926.03,Non-essential
SPBC19C7.09c,Non-essential
SPAP8A3.02c,Non-essential
SPAC1F8.07c,Essential
SPAC644.06c,Non-essential
SPBC16G5.08,Essential
SPBC19C2.11c,Essential
SPCC645.02,Non-essential
SPCC11E10.05c,Non-essential
SPAC17G8.14c,Non-essential
SPAC1805.03c,Non-essential
SPAC24C9.15c,Non-essential
SPBC21.04,Essential
SPCP20C8.01c,Non-essential
SPAC3A12.15,Essential
SPCC1393.05,Non-essential
SPBC685.02,Non-essential
SPBC119.03,Non-essential
SPAC22F3.10c,Non-essential
SPCC830.06,Non-essential
SPAC31G5.14,Non-essential
SPAC17C9.07,Non-essential
SPBP8B7.22,Non-essential
SPCC1906.01,Essential
SPAC824.09c,Non-essential
SPAC1527.03,Non-essential
SPCC777.03c,Non-essential
SPBC1773.17c,Non-essential
SPAC16A10.04,Non-essential
SPCC550.07,Non-essential
SPCC191.09c,Non-essential
SPAC869.01,Non-essential
SPAC31A2.09c,Non-essential
SPBC1703.08c,Non-essential
SPAC56E4.05,Essential
SPCC5E4.05c,Non-essential
SPBC29B5.04c,Non-essential
SPAC18B11.04,Non-essential
SPAC23D3.06c,Essential
SPAC1F3.03,Non-essential
SPBC3B9.04,Non-essential
SPAC15A10.06,Non-essential
SPBC1773.14,Non-essential
SPBC336.05c,Non-essential
SPBC21C3.03,Non-essential
SPAC4H3.13,Non-essential
SPCC663.10,Non-essential
SPAC6F12.06,Non-essential
SPCC18.10,Non-essential
SPAC4G9.15,Non-essential
SPCC285.14,Non-essential
SPAC3C7.06c,Non-essential
SPCC417.02,Non-essential
SPCC1919.12c,Non-essential
SPAC20G8.10c,Non-essential
SPAC1F3.05,Non-essential
SPAC1851.04c,Non-essential
SPAC23A1.16c,Non-essential
SPAC22H12.03,Non-essential
SPAC1687.10,Non-essential
SPBC8D2.07c,Essential
SPBC21D10.05c,Essential
SPBC354.14c,Non-essential
SPBC577.12,Non-essential
SPAC22F3.04,Non-essential
SPAC19G12.12,Non-essential
SPCC736.02,Non-essential
SPCC1494.09c,Non-essential
SPAC2C4.14c,Non-essential
SPBC1685.11,Non-essential
SPCC1322.09,Non-essential
SPCC1827.03c,Non-essential
SPBC18E5.10,Non-essential
SPBC1711.09c,Non-essential
SPAC23H4.08,Non-essential
SPCC550.10,Non-essential
SPCC11E10.02c,Essential
SPBC342.01c,Non-essential
SPBP4H10.08,Non-essential
SPBC17A3.10,Non-essential
SPBP23A10.12,Non-essential
SPCC584.11c,Non-essential
SPAC824.03c,Non-essential
SPCC24B10.15,Non-essential
SPAC3H1.08c,Non-essential
SPBC1215.01,Non-essential
SPBC1703.07,Non-essential
SPAC17G6.11c,Essential
SPAC222.08c,Non-essential
SPCC24B10.04,Non-essential
SPCC4B3.03c,Non-essential
SPAC2F3.11,Non-essential
SPAC637.04,Essential
SPCC1259.12c,Non-essential
SPAC6G9.06c,Essential
SPACUNK4.10,Non-essential
SPAC4A8.02c,Non-essential
SPCC4G3.09c,Non-essential
SPAC16C9.01c,Non-essential
SPAPB1A10.12c,Non-essential
SPBC11G11.01,Non-essential
SPCC970.03,Essential
SPBC3D6.13c,Non-essential
SPCC1393.04,Essential
SPBC23E6.08,Non-essential
SPAC19B12.02c,Essential
SPBC1105.10,Non-essential
SPBC577.03c,Non-essential
SPAC17C9.08,Non-essential
SPAC30C2.06c,Non-essential
SPAC8C9.11,Non-essential
SPAC17H9.07,Essential
SPAC1071.10c,Essential
SPBC1773.09c,Non-essential
SPAC644.11c,Non-essential
SPAC644.10,Essential
SPAC23D3.01,Non-essential
SPAC1687.22c,Non-essential
SPCC16A11.04,Non-essential
SPAC1635.01,Non-essential
SPBC29A3.03c,Non-essential
SPAC1B2.03c,Non-essential
SPBC1685.07c,Non-essential
SPAC13G7.02c,Non-essential
SPAC22A12.14c,Non-essential
SPAC1B2.02c,Non-essential
SPAC10F6.16,Non-essential
SPAC1002.08c,Essential
SPAC23D3.11,Non-essential
SPCC285.10c,Non-essential
SPBC1604.04,Non-essential
SPCC18.02,Non-essential
SPCC790.03,Non-essential
SPACUNK12.02c,Non-essential
SPCC553.02,Essential
SPAC3H1.07,Non-essential
SPCC553.01c,Non-essential
SPBC17F3.01c,Non-essential
SPBC3B9.15c,Non-essential
SPAC144.08,Non-essential
SPBC543.05c,Non-essential
SPAC8E11.01c,Non-essential
SPBC4.02c,Non-essential
SPBC8E4.01c,Non-essential
SPBC887.17,Non-essential
SPAC3A11.06,Non-essential
SPBC839.03c,Non-essential
SPBC428.13c,Essential
SPAC8E11.04c,Non-essential
SPAC2F3.10,Essential
SPAC328.04,Non-essential
SPCC70.03c,Non-essential
SPBC83.13,Non-essential
SPBC17G9.11c,Essential
SPBC215.03c,Non-essential
SPBC6B1.09c,Non-essential
SPAC4F10.10c,Essential
SPAC323.04,Non-essential
SPAC6F12.03c,Non-essential
SPBC20F10.08c,Essential
SPCC777.02,Non-essential
SPAC12B10.13,Non-essential
SPCC794.10,Non-essential
SPBC1604.15,Essential
SPAC977.12,Non-essential
SPBC14C8.01c,Essential
SPAC2F3.18c,Non-essential
SPBC1289.01c,Non-essential
SPAC23H3.10,Essential
