Gene,Essential CEG,Essential OEG
ENSMUSG00000042757,Non-essential,Non-essential
ENSMUSG00000058886,Non-essential,Essential
ENSMUSG00000069867,Non-essential,NA
ENSMUSG00000047022,Non-essential,Non-essential
ENSMUSG00000068699,Non-essential,Essential
ENSMUSG00000029545,Non-essential,Non-essential
ENSMUSG00000061578,Non-essential,Non-essential
ENSMUSG00000002105,Non-essential,Non-essential
ENSMUSG00000004383,Non-essential,NA
ENSMUSG00000041313,Non-essential,Essential
ENSMUSG00000005232,Non-essential,Non-essential
ENSMUSG00000004631,Non-essential,Non-essential
ENSMUSG00000028111,Non-essential,Non-essential
ENSMUSG00000028179,Non-essential,Non-essential
ENSMUSG00000020747,Non-essential,Non-essential
ENSMUSG00000025812,Non-essential,Essential
ENSMUSG00000031312,Non-essential,Non-essential
ENSMUSG00000000901,Non-essential,Non-essential
ENSMUSG00000031822,NA,Non-essential
ENSMUSG00000031639,Non-essential,Non-essential
ENSMUSG00000017009,Non-essential,Non-essential
ENSMUSG00000003363,Essential,Non-essential
ENSMUSG00000051965,Non-essential,NA
ENSMUSG00000022297,Non-essential,Non-essential
ENSMUSG00000003534,Non-essential,NA
ENSMUSG00000027195,Essential,NA
ENSMUSG00000091780,NA,Essential
ENSMUSG00000031698,Non-essential,Non-essential
ENSMUSG00000022438,Non-essential,Non-essential
ENSMUSG00000034452,NA,Non-essential
ENSMUSG00000030117,Non-essential,Essential
ENSMUSG00000050321,Non-essential,Non-essential
ENSMUSG00000054206,Non-essential,Non-essential
ENSMUSG00000046607,Non-essential,Non-essential
ENSMUSG00000094985,Essential,NA
ENSMUSG00000029306,Essential,Non-essential
ENSMUSG00000033068,Non-essential,Non-essential
ENSMUSG00000028180,Non-essential,NA
ENSMUSG00000049800,Non-essential,Non-essential
ENSMUSG00000001249,Non-essential,Non-essential
ENSMUSG00000091387,Non-essential,Non-essential
ENSMUSG00000029248,Non-essential,Non-essential
ENSMUSG00000027199,Non-essential,NA
ENSMUSG00000051251,Non-essential,NA
ENSMUSG00000026834,Non-essential,Non-essential
ENSMUSG00000040287,Non-essential,NA
ENSMUSG00000023336,Non-essential,Non-essential
ENSMUSG00000020627,Non-essential,NA
ENSMUSG00000050379,Non-essential,Non-essential
ENSMUSG00000026735,Non-essential,Essential
ENSMUSG00000021276,Non-essential,Essential
ENSMUSG00000030774,Non-essential,Non-essential
ENSMUSG00000003812,Non-essential,Essential
ENSMUSG00000022422,NA,NA
ENSMUSG00000030968,Non-essential,NA
ENSMUSG00000024620,Non-essential,Essential
ENSMUSG00000061013,Non-essential,Non-essential
ENSMUSG00000074121,Non-essential,NA
ENSMUSG00000041355,Non-essential,NA
ENSMUSG00000031398,Non-essential,Non-essential
ENSMUSG00000057778,Non-essential,Non-essential
ENSMUSG00000024998,Non-essential,Non-essential
ENSMUSG00000029192,Non-essential,NA
ENSMUSG00000030967,Non-essential,NA
ENSMUSG00000032186,Non-essential,Non-essential
ENSMUSG00000034868,Essential,Non-essential
ENSMUSG00000026630,Non-essential,Non-essential
ENSMUSG00000035456,Non-essential,Non-essential
ENSMUSG00000017830,Non-essential,NA
ENSMUSG00000014551,Essential,Essential
ENSMUSG00000063856,Non-essential,Non-essential
ENSMUSG00000031665,Essential,Essential
ENSMUSG00000025867,Non-essential,Non-essential
ENSMUSG00000026600,Non-essential,Non-essential
ENSMUSG00000021612,Non-essential,Non-essential
ENSMUSG00000025289,Non-essential,Non-essential
ENSMUSG00000039910,Non-essential,Essential
ENSMUSG00000029156,Non-essential,Non-essential
ENSMUSG00000022901,Non-essential,Non-essential
ENSMUSG00000026594,Non-essential,Non-essential
ENSMUSG00000049307,Non-essential,Non-essential
ENSMUSG00000030793,Non-essential,Non-essential
ENSMUSG00000064145,Non-essential,Essential
ENSMUSG00000018500,Non-essential,Non-essential
ENSMUSG00000029047,Non-essential,NA
ENSMUSG00000029684,Non-essential,Essential
ENSMUSG00000071042,Non-essential,Non-essential
ENSMUSG00000037058,Non-essential,NA
ENSMUSG00000040694,Non-essential,Non-essential
ENSMUSG00000034402,Non-essential,Non-essential
ENSMUSG00000068302,Non-essential,NA
ENSMUSG00000007458,Non-essential,NA
ENSMUSG00000014773,Essential,NA
ENSMUSG00000022112,Non-essential,Non-essential
ENSMUSG00000020154,Non-essential,NA
ENSMUSG00000022803,Non-essential,Non-essential
ENSMUSG00000035107,Non-essential,Non-essential
ENSMUSG00000029755,Non-essential,Essential
ENSMUSG00000022040,Non-essential,Non-essential
ENSMUSG00000049176,Non-essential,Non-essential
ENSMUSG00000027831,Non-essential,Non-essential
ENSMUSG00000032298,Non-essential,NA
ENSMUSG00000044768,Non-essential,NA
ENSMUSG00000032076,Non-essential,NA
ENSMUSG00000044217,Non-essential,NA
ENSMUSG00000051243,Non-essential,NA
ENSMUSG00000018217,Non-essential,NA
ENSMUSG00000029627,Non-essential,NA
ENSMUSG00000022382,Essential,Essential
ENSMUSG00000030770,Non-essential,NA
ENSMUSG00000022973,Non-essential,Essential
ENSMUSG00000041245,Non-essential,Non-essential
ENSMUSG00000068798,Non-essential,NA
ENSMUSG00000039033,NA,NA
ENSMUSG00000046245,Non-essential,Non-essential
ENSMUSG00000024526,Non-essential,Non-essential
ENSMUSG00000019842,Non-essential,NA
ENSMUSG00000026617,Non-essential,NA
ENSMUSG00000089789,Non-essential,Non-essential
ENSMUSG00000023011,Non-essential,Non-essential
ENSMUSG00000049093,Non-essential,Non-essential
ENSMUSG00000029550,Non-essential,Non-essential
ENSMUSG00000031372,Non-essential,Non-essential
ENSMUSG00000058153,Non-essential,Non-essential
ENSMUSG00000029428,Non-essential,NA
ENSMUSG00000078815,Non-essential,Non-essential
ENSMUSG00000001751,Non-essential,NA
ENSMUSG00000024593,Non-essential,Non-essential
ENSMUSG00000024935,Non-essential,Non-essential
ENSMUSG00000029618,Non-essential,Non-essential
ENSMUSG00000051236,Non-essential,Non-essential
ENSMUSG00000063506,Non-essential,Non-essential
ENSMUSG00000027997,Non-essential,Non-essential
ENSMUSG00000029231,NA,Essential
ENSMUSG00000004948,Non-essential,NA
ENSMUSG00000060402,Non-essential,Non-essential
ENSMUSG00000038253,Non-essential,NA
ENSMUSG00000031871,Non-essential,Essential
ENSMUSG00000022218,Non-essential,Essential
ENSMUSG00000032596,Non-essential,Non-essential
ENSMUSG00000035057,Non-essential,Non-essential
ENSMUSG00000027744,Non-essential,Non-essential
ENSMUSG00000022761,Non-essential,Essential
ENSMUSG00000026875,Non-essential,Non-essential
ENSMUSG00000021576,Non-essential,Non-essential
ENSMUSG00000026383,Non-essential,NA
ENSMUSG00000025810,Non-essential,Essential
ENSMUSG00000034579,Non-essential,NA
ENSMUSG00000038550,Non-essential,Non-essential
ENSMUSG00000001228,Non-essential,Essential
ENSMUSG00000044573,Non-essential,Non-essential
ENSMUSG00000035594,Non-essential,Non-essential
ENSMUSG00000029064,Non-essential,Essential
ENSMUSG00000000690,Non-essential,Non-essential
ENSMUSG00000037509,Non-essential,Non-essential
ENSMUSG00000018893,Non-essential,NA
ENSMUSG00000068523,Essential,NA
ENSMUSG00000019528,Non-essential,Essential
ENSMUSG00000020396,Non-essential,Non-essential
ENSMUSG00000020898,Essential,Essential
ENSMUSG00000069844,Essential,NA
ENSMUSG00000018167,Non-essential,Non-essential
ENSMUSG00000014602,Non-essential,NA
ENSMUSG00000025808,Non-essential,Non-essential
ENSMUSG00000032537,Non-essential,Non-essential
ENSMUSG00000032322,Non-essential,Non-essential
ENSMUSG00000021905,NA,Essential
ENSMUSG00000019850,Non-essential,NA
ENSMUSG00000037995,Non-essential,Non-essential
ENSMUSG00000035692,Essential,Non-essential
ENSMUSG00000020032,Non-essential,NA
ENSMUSG00000040009,Non-essential,NA
ENSMUSG00000068740,Non-essential,Non-essential
ENSMUSG00000024787,Non-essential,Non-essential
ENSMUSG00000055917,Non-essential,Non-essential
ENSMUSG00000013701,Essential,NA
ENSMUSG00000031996,Non-essential,Essential
ENSMUSG00000021360,Non-essential,Non-essential
ENSMUSG00000022248,Essential,Essential
ENSMUSG00000020644,Non-essential,NA
ENSMUSG00000049511,Non-essential,NA
ENSMUSG00000000125,Non-essential,Essential
ENSMUSG00000006764,Non-essential,NA
ENSMUSG00000036199,Essential,Essential
ENSMUSG00000034573,Non-essential,Non-essential
ENSMUSG00000021219,Non-essential,Non-essential
ENSMUSG00000031827,NA,Non-essential
ENSMUSG00000004768,Non-essential,Essential
ENSMUSG00000052957,Non-essential,NA
ENSMUSG00000000957,Non-essential,NA
ENSMUSG00000048915,Non-essential,NA
ENSMUSG00000038203,Non-essential,Essential
ENSMUSG00000040151,Non-essential,Essential
ENSMUSG00000057606,Non-essential,NA
ENSMUSG00000002395,NA,Essential
ENSMUSG00000032348,Non-essential,Non-essential
ENSMUSG00000050271,Non-essential,NA
ENSMUSG00000023845,Non-essential,Non-essential
ENSMUSG00000025239,Non-essential,Non-essential
ENSMUSG00000032750,Non-essential,Non-essential
ENSMUSG00000070570,Non-essential,NA
ENSMUSG00000016942,Non-essential,NA
ENSMUSG00000019726,Non-essential,Non-essential
ENSMUSG00000038495,Non-essential,Essential
ENSMUSG00000028931,Non-essential,NA
ENSMUSG00000019877,Non-essential,Non-essential
ENSMUSG00000049382,Non-essential,Essential
ENSMUSG00000022840,Non-essential,Non-essential
ENSMUSG00000048904,Non-essential,NA
ENSMUSG00000024868,Non-essential,Essential
ENSMUSG00000029369,Non-essential,Non-essential
ENSMUSG00000074676,Non-essential,Non-essential
ENSMUSG00000052889,Non-essential,Non-essential
ENSMUSG00000020572,Non-essential,Essential
ENSMUSG00000030815,NA,NA
ENSMUSG00000026421,Non-essential,Non-essential
ENSMUSG00000020571,Non-essential,Essential
ENSMUSG00000069855,Non-essential,Non-essential
ENSMUSG00000036099,Non-essential,Essential
ENSMUSG00000024743,Non-essential,Non-essential
ENSMUSG00000024065,Non-essential,Non-essential
ENSMUSG00000063810,Non-essential,Non-essential
ENSMUSG00000032532,Non-essential,Non-essential
ENSMUSG00000004558,Non-essential,NA
ENSMUSG00000026779,Essential,NA
ENSMUSG00000017734,Non-essential,Non-essential
ENSMUSG00000030471,Non-essential,NA
ENSMUSG00000028397,Non-essential,Non-essential
ENSMUSG00000029337,Non-essential,Non-essential
ENSMUSG00000031093,Non-essential,Non-essential
ENSMUSG00000066108,Non-essential,NA
ENSMUSG00000030720,Essential,NA
ENSMUSG00000022809,Non-essential,Non-essential
ENSMUSG00000025899,Non-essential,Non-essential
ENSMUSG00000024883,Non-essential,Non-essential
ENSMUSG00000020151,Non-essential,Non-essential
ENSMUSG00000067629,Non-essential,Essential
ENSMUSG00000020843,Essential,Essential
ENSMUSG00000020399,Non-essential,Non-essential
ENSMUSG00000054252,Non-essential,NA
ENSMUSG00000029644,Non-essential,Essential
ENSMUSG00000035521,Non-essential,Non-essential
ENSMUSG00000038622,Essential,NA
ENSMUSG00000015950,Non-essential,Non-essential
ENSMUSG00000027577,Non-essential,NA
ENSMUSG00000026181,Essential,NA
ENSMUSG00000073433,NA,Non-essential
ENSMUSG00000001729,Non-essential,NA
ENSMUSG00000027358,Non-essential,Essential
ENSMUSG00000038976,Non-essential,Non-essential
ENSMUSG00000062168,NA,Non-essential
ENSMUSG00000015627,Non-essential,Non-essential
ENSMUSG00000002280,Non-essential,NA
ENSMUSG00000000305,Non-essential,Non-essential
ENSMUSG00000025477,Non-essential,NA
ENSMUSG00000071470,Non-essential,NA
ENSMUSG00000030707,Non-essential,Non-essential
ENSMUSG00000027079,Essential,NA
ENSMUSG00000048240,Non-essential,Non-essential
ENSMUSG00000022951,Non-essential,Non-essential
ENSMUSG00000055053,NA,NA
ENSMUSG00000034164,Non-essential,Non-essential
ENSMUSG00000023043,Non-essential,NA
ENSMUSG00000031808,Non-essential,Non-essential
ENSMUSG00000029725,Non-essential,Essential
ENSMUSG00000036882,Non-essential,NA
ENSMUSG00000035385,Non-essential,Non-essential
ENSMUSG00000026172,Non-essential,Essential
ENSMUSG00000030095,Non-essential,Non-essential
ENSMUSG00000089682,Non-essential,NA
ENSMUSG00000024524,Non-essential,NA
ENSMUSG00000037370,Non-essential,NA
ENSMUSG00000034639,Non-essential,Non-essential
ENSMUSG00000029090,Non-essential,Non-essential
ENSMUSG00000044254,Non-essential,Non-essential
ENSMUSG00000041287,Non-essential,Non-essential
ENSMUSG00000025078,Non-essential,Essential
ENSMUSG00000032562,Non-essential,NA
ENSMUSG00000059866,Non-essential,Non-essential
ENSMUSG00000025579,Essential,Non-essential
ENSMUSG00000024074,Non-essential,Essential
ENSMUSG00000024992,NA,Non-essential
ENSMUSG00000066149,Essential,Essential
ENSMUSG00000023802,Non-essential,Non-essential
ENSMUSG00000021756,Essential,Essential
ENSMUSG00000049409,Non-essential,Non-essential
ENSMUSG00000078853,Non-essential,Non-essential
ENSMUSG00000020520,Non-essential,Non-essential
ENSMUSG00000034159,Non-essential,Non-essential
ENSMUSG00000062074,Non-essential,Non-essential
ENSMUSG00000020052,Non-essential,Essential
ENSMUSG00000026502,Non-essential,Non-essential
ENSMUSG00000055737,Non-essential,NA
ENSMUSG00000074892,Non-essential,Non-essential
ENSMUSG00000036850,Essential,Non-essential
ENSMUSG00000022376,Non-essential,Non-essential
ENSMUSG00000042351,Non-essential,Non-essential
ENSMUSG00000025485,Non-essential,Essential
ENSMUSG00000028133,Non-essential,Essential
ENSMUSG00000044626,Essential,Non-essential
ENSMUSG00000024006,Non-essential,NA
ENSMUSG00000028946,Non-essential,Non-essential
ENSMUSG00000029848,Non-essential,Non-essential
ENSMUSG00000034401,Non-essential,NA
ENSMUSG00000035722,Non-essential,Non-essential
ENSMUSG00000050989,Non-essential,Non-essential
ENSMUSG00000028370,Non-essential,Non-essential
ENSMUSG00000094724,Non-essential,Non-essential
ENSMUSG00000059883,Non-essential,Non-essential
ENSMUSG00000027007,Non-essential,Non-essential
ENSMUSG00000056124,NA,Non-essential
ENSMUSG00000036353,Non-essential,Non-essential
ENSMUSG00000001870,Non-essential,Essential
ENSMUSG00000037727,NA,Essential
ENSMUSG00000042712,Non-essential,Non-essential
ENSMUSG00000095105,Non-essential,NA
ENSMUSG00000022781,Non-essential,Essential
ENSMUSG00000039097,Non-essential,NA
ENSMUSG00000030659,Non-essential,Non-essential
ENSMUSG00000031506,Essential,Non-essential
ENSMUSG00000020926,Non-essential,Non-essential
ENSMUSG00000030897,Non-essential,Non-essential
ENSMUSG00000020308,Non-essential,NA
ENSMUSG00000031155,Non-essential,Non-essential
ENSMUSG00000005267,Essential,Non-essential
ENSMUSG00000006058,Essential,NA
ENSMUSG00000048349,Non-essential,Essential
ENSMUSG00000032311,Non-essential,Non-essential
ENSMUSG00000071573,NA,Non-essential
ENSMUSG00000033849,Non-essential,NA
ENSMUSG00000022847,Non-essential,Non-essential
ENSMUSG00000031483,Non-essential,Non-essential
ENSMUSG00000027676,Non-essential,NA
ENSMUSG00000050963,Non-essential,Non-essential
ENSMUSG00000021939,Non-essential,Non-essential
ENSMUSG00000024847,Non-essential,Essential
ENSMUSG00000029122,Non-essential,NA
ENSMUSG00000057614,Non-essential,Non-essential
ENSMUSG00000028364,Non-essential,Non-essential
ENSMUSG00000037872,Non-essential,Non-essential
ENSMUSG00000073489,Non-essential,NA
ENSMUSG00000055214,Non-essential,Non-essential
ENSMUSG00000028102,Non-essential,Essential
ENSMUSG00000034403,Non-essential,Non-essential
ENSMUSG00000001227,Non-essential,Non-essential
ENSMUSG00000027087,Non-essential,Essential
ENSMUSG00000028073,Non-essential,Non-essential
ENSMUSG00000000531,Non-essential,Non-essential
ENSMUSG00000022489,Non-essential,Non-essential
ENSMUSG00000020469,Non-essential,NA
ENSMUSG00000025089,Non-essential,Essential
ENSMUSG00000024121,Essential,Essential
ENSMUSG00000002885,Non-essential,Non-essential
ENSMUSG00000057666,Essential,NA
ENSMUSG00000001280,NA,NA
ENSMUSG00000074934,Non-essential,NA
ENSMUSG00000038170,Non-essential,Essential
ENSMUSG00000002948,Non-essential,Essential
ENSMUSG00000020431,Non-essential,Non-essential
ENSMUSG00000046719,Non-essential,Non-essential
ENSMUSG00000049313,Non-essential,Non-essential
ENSMUSG00000057963,Non-essential,NA
ENSMUSG00000002233,Non-essential,Non-essential
ENSMUSG00000006498,NA,NA
ENSMUSG00000026820,Non-essential,Non-essential
ENSMUSG00000048779,NA,Non-essential
ENSMUSG00000031493,Non-essential,NA
ENSMUSG00000000094,Non-essential,Essential
ENSMUSG00000028417,Non-essential,NA
ENSMUSG00000043505,Non-essential,NA
ENSMUSG00000034334,Non-essential,Non-essential
ENSMUSG00000058325,Essential,NA
ENSMUSG00000033061,Non-essential,Essential
ENSMUSG00000067653,Non-essential,Non-essential
ENSMUSG00000092035,Non-essential,Essential
ENSMUSG00000064246,Non-essential,Non-essential
ENSMUSG00000024969,Non-essential,NA
ENSMUSG00000042096,Non-essential,Non-essential
ENSMUSG00000019579,Non-essential,Non-essential
ENSMUSG00000019146,Non-essential,NA
ENSMUSG00000021294,Non-essential,NA
ENSMUSG00000022878,Non-essential,Non-essential
ENSMUSG00000029311,Non-essential,Non-essential
ENSMUSG00000062762,Non-essential,NA
ENSMUSG00000056494,Non-essential,Non-essential
ENSMUSG00000073658,Non-essential,Non-essential
ENSMUSG00000024399,Non-essential,Non-essential
ENSMUSG00000060586,Non-essential,Non-essential
ENSMUSG00000045629,Essential,Non-essential
ENSMUSG00000023216,Non-essential,Non-essential
ENSMUSG00000027634,NA,Essential
ENSMUSG00000042419,Essential,Non-essential
ENSMUSG00000032952,Non-essential,Non-essential
ENSMUSG00000072625,Non-essential,Non-essential
ENSMUSG00000050332,Non-essential,Essential
ENSMUSG00000005698,NA,NA
ENSMUSG00000039286,Non-essential,Essential
ENSMUSG00000003575,NA,NA
ENSMUSG00000038776,Non-essential,Non-essential
ENSMUSG00000030340,Non-essential,Essential
ENSMUSG00000020963,Non-essential,NA
ENSMUSG00000019320,Non-essential,Non-essential
ENSMUSG00000023913,Non-essential,Non-essential
ENSMUSG00000039660,Non-essential,Essential
ENSMUSG00000020614,Non-essential,NA
ENSMUSG00000050567,Non-essential,NA
ENSMUSG00000008590,Non-essential,Non-essential
ENSMUSG00000056055,Non-essential,Non-essential
ENSMUSG00000028467,Non-essential,NA
ENSMUSG00000002104,Non-essential,Essential
ENSMUSG00000024395,Non-essential,Non-essential
ENSMUSG00000037410,Non-essential,Non-essential
ENSMUSG00000034701,Non-essential,NA
ENSMUSG00000051920,Non-essential,Essential
ENSMUSG00000035509,Non-essential,Non-essential
ENSMUSG00000003476,Non-essential,Non-essential
ENSMUSG00000022876,Non-essential,Non-essential
ENSMUSG00000040247,Essential,Non-essential
ENSMUSG00000004359,Non-essential,NA
ENSMUSG00000051457,Non-essential,Non-essential
ENSMUSG00000031357,Non-essential,Non-essential
ENSMUSG00000052139,Non-essential,Non-essential
ENSMUSG00000024471,Non-essential,Non-essential
ENSMUSG00000046108,Non-essential,Non-essential
ENSMUSG00000073574,Non-essential,Non-essential
ENSMUSG00000083282,Non-essential,NA
ENSMUSG00000041112,Non-essential,Non-essential
ENSMUSG00000023140,Non-essential,Non-essential
ENSMUSG00000022619,Non-essential,NA
ENSMUSG00000031171,Non-essential,Non-essential
ENSMUSG00000036138,Non-essential,Non-essential
ENSMUSG00000018698,Non-essential,Essential
ENSMUSG00000071658,Non-essential,NA
ENSMUSG00000021948,Non-essential,NA
ENSMUSG00000031712,Non-essential,Non-essential
ENSMUSG00000024164,Non-essential,Non-essential
ENSMUSG00000032788,Non-essential,Essential
ENSMUSG00000047613,Non-essential,Non-essential
ENSMUSG00000024008,Non-essential,Non-essential
ENSMUSG00000027690,Non-essential,Essential
ENSMUSG00000001436,Non-essential,Essential
ENSMUSG00000028524,Non-essential,Non-essential
ENSMUSG00000084957,Non-essential,NA
ENSMUSG00000036943,Non-essential,Non-essential
ENSMUSG00000023902,Non-essential,NA
ENSMUSG00000021629,Non-essential,NA
ENSMUSG00000030226,Non-essential,Non-essential
ENSMUSG00000031337,Non-essential,NA
ENSMUSG00000039913,Non-essential,Non-essential
ENSMUSG00000035305,Non-essential,Essential
ENSMUSG00000030630,Non-essential,Essential
ENSMUSG00000036639,Non-essential,Non-essential
ENSMUSG00000028910,Essential,NA
ENSMUSG00000036856,Non-essential,Essential
ENSMUSG00000022560,Non-essential,Essential
ENSMUSG00000037845,Non-essential,Non-essential
ENSMUSG00000021095,Non-essential,Essential
ENSMUSG00000032334,Non-essential,Non-essential
ENSMUSG00000036636,Non-essential,NA
ENSMUSG00000033685,Non-essential,Non-essential
ENSMUSG00000039116,Non-essential,Essential
ENSMUSG00000018442,Non-essential,Essential
ENSMUSG00000028976,Non-essential,Non-essential
ENSMUSG00000020135,Non-essential,Non-essential
ENSMUSG00000024797,NA,Essential
ENSMUSG00000053469,Non-essential,Non-essential
ENSMUSG00000019789,Non-essential,Essential
ENSMUSG00000031383,NA,Essential
ENSMUSG00000028550,Non-essential,Non-essential
ENSMUSG00000057967,Non-essential,NA
ENSMUSG00000026035,Non-essential,Non-essential
ENSMUSG00000059588,Non-essential,Essential
ENSMUSG00000030149,Non-essential,Non-essential
ENSMUSG00000027204,Non-essential,NA
ENSMUSG00000026223,Non-essential,NA
ENSMUSG00000042082,Non-essential,Non-essential
ENSMUSG00000028414,Non-essential,Essential
ENSMUSG00000010721,Non-essential,Non-essential
ENSMUSG00000020027,Non-essential,Non-essential
ENSMUSG00000034640,Non-essential,NA
ENSMUSG00000024598,Non-essential,NA
ENSMUSG00000030868,Essential,Essential
ENSMUSG00000032528,Non-essential,NA
ENSMUSG00000034083,Essential,Essential
ENSMUSG00000000958,NA,Essential
ENSMUSG00000073139,Non-essential,Non-essential
ENSMUSG00000024155,Non-essential,NA
ENSMUSG00000000869,Non-essential,Non-essential
ENSMUSG00000027301,Non-essential,NA
ENSMUSG00000024812,Non-essential,NA
ENSMUSG00000026360,NA,Non-essential
ENSMUSG00000023973,Non-essential,NA
ENSMUSG00000034850,Non-essential,Non-essential
ENSMUSG00000027522,Non-essential,Non-essential
ENSMUSG00000029312,Non-essential,Non-essential
ENSMUSG00000050556,Non-essential,Non-essential
ENSMUSG00000032556,Non-essential,Non-essential
ENSMUSG00000020044,Essential,NA
ENSMUSG00000048612,Non-essential,Non-essential
ENSMUSG00000055471,Non-essential,Non-essential
ENSMUSG00000085925,Non-essential,Essential
ENSMUSG00000032015,Non-essential,Non-essential
ENSMUSG00000052372,Non-essential,Non-essential
ENSMUSG00000059395,NA,NA
ENSMUSG00000045672,Non-essential,Essential
ENSMUSG00000024087,Non-essential,Non-essential
ENSMUSG00000030335,Essential,Essential
ENSMUSG00000021326,Non-essential,Non-essential
ENSMUSG00000031997,Non-essential,Non-essential
ENSMUSG00000006782,Non-essential,NA
ENSMUSG00000051228,Non-essential,Non-essential
ENSMUSG00000050296,Non-essential,NA
ENSMUSG00000055407,NA,NA
ENSMUSG00000021461,NA,NA
ENSMUSG00000034336,Non-essential,Non-essential
ENSMUSG00000032988,Essential,Non-essential
ENSMUSG00000020053,Non-essential,Essential
ENSMUSG00000020319,Non-essential,NA
ENSMUSG00000030844,Non-essential,NA
ENSMUSG00000027938,Non-essential,Non-essential
ENSMUSG00000024778,Non-essential,NA
ENSMUSG00000074483,Non-essential,Non-essential
ENSMUSG00000079427,Non-essential,Non-essential
ENSMUSG00000004842,Non-essential,NA
ENSMUSG00000020847,Non-essential,Non-essential
ENSMUSG00000032508,Non-essential,Non-essential
ENSMUSG00000022148,Non-essential,Non-essential
ENSMUSG00000029869,Non-essential,Non-essential
ENSMUSG00000007589,Essential,Essential
ENSMUSG00000030069,Non-essential,Non-essential
ENSMUSG00000027004,Non-essential,Non-essential
ENSMUSG00000036617,Non-essential,Non-essential
ENSMUSG00000054065,Non-essential,Non-essential
ENSMUSG00000028465,Non-essential,Essential
ENSMUSG00000068876,Non-essential,Essential
ENSMUSG00000001986,Non-essential,Non-essential
ENSMUSG00000005986,Non-essential,Non-essential
ENSMUSG00000028226,Non-essential,Non-essential
ENSMUSG00000042638,Non-essential,Non-essential
ENSMUSG00000074037,Non-essential,Non-essential
ENSMUSG00000023013,Non-essential,NA
ENSMUSG00000006386,Non-essential,Essential
ENSMUSG00000036192,Non-essential,NA
ENSMUSG00000022938,Non-essential,Non-essential
ENSMUSG00000026479,Non-essential,NA
ENSMUSG00000032060,Non-essential,Non-essential
ENSMUSG00000021124,Non-essential,NA
ENSMUSG00000047861,Non-essential,NA
ENSMUSG00000053198,Non-essential,Non-essential
ENSMUSG00000034532,Non-essential,NA
ENSMUSG00000029669,Non-essential,Non-essential
ENSMUSG00000061527,Non-essential,Essential
ENSMUSG00000039632,Non-essential,Non-essential
ENSMUSG00000030775,Non-essential,Non-essential
ENSMUSG00000044244,Non-essential,Non-essential
ENSMUSG00000010311,Essential,Non-essential
ENSMUSG00000046070,Non-essential,Non-essential
ENSMUSG00000057522,Non-essential,Essential
ENSMUSG00000024936,Non-essential,Non-essential
ENSMUSG00000047143,Essential,NA
ENSMUSG00000060187,Non-essential,Non-essential
ENSMUSG00000079019,Non-essential,NA
ENSMUSG00000040018,NA,Essential
ENSMUSG00000034908,Non-essential,Non-essential
ENSMUSG00000040314,Non-essential,NA
ENSMUSG00000017756,Non-essential,Non-essential
ENSMUSG00000025932,Non-essential,NA
ENSMUSG00000059183,NA,NA
ENSMUSG00000028525,Non-essential,Non-essential
ENSMUSG00000044231,NA,Non-essential
ENSMUSG00000062785,Non-essential,Non-essential
ENSMUSG00000036422,Non-essential,Non-essential
ENSMUSG00000027765,Non-essential,Non-essential
ENSMUSG00000029790,Non-essential,NA
ENSMUSG00000025140,Non-essential,Non-essential
ENSMUSG00000068196,Non-essential,Non-essential
ENSMUSG00000027719,Non-essential,NA
ENSMUSG00000007041,Non-essential,Non-essential
ENSMUSG00000026288,Non-essential,NA
ENSMUSG00000023070,Non-essential,NA
ENSMUSG00000051367,Non-essential,Essential
ENSMUSG00000052955,Non-essential,NA
ENSMUSG00000037335,Non-essential,Essential
ENSMUSG00000087408,Non-essential,NA
ENSMUSG00000042761,Non-essential,Non-essential
ENSMUSG00000036104,Non-essential,Non-essential
ENSMUSG00000018973,NA,Essential
ENSMUSG00000025733,Non-essential,Non-essential
ENSMUSG00000050737,Non-essential,Non-essential
ENSMUSG00000006587,Non-essential,Non-essential
ENSMUSG00000042675,Non-essential,Non-essential
ENSMUSG00000020882,Non-essential,Essential
ENSMUSG00000027966,Non-essential,Essential
ENSMUSG00000034353,Non-essential,Non-essential
ENSMUSG00000026930,Non-essential,Non-essential
ENSMUSG00000024388,Non-essential,Non-essential
ENSMUSG00000033860,Non-essential,NA
ENSMUSG00000029307,Non-essential,Non-essential
ENSMUSG00000044934,Non-essential,Non-essential
ENSMUSG00000020774,Non-essential,NA
ENSMUSG00000038764,Non-essential,Non-essential
ENSMUSG00000032306,Non-essential,NA
ENSMUSG00000029001,Non-essential,Non-essential
ENSMUSG00000009876,Non-essential,Non-essential
ENSMUSG00000023572,Non-essential,Non-essential
ENSMUSG00000050199,Non-essential,Essential
ENSMUSG00000032123,NA,Essential
ENSMUSG00000032496,Non-essential,Non-essential
ENSMUSG00000032034,Non-essential,Non-essential
ENSMUSG00000036452,Non-essential,Non-essential
ENSMUSG00000024254,Non-essential,Non-essential
ENSMUSG00000021868,Non-essential,Non-essential
ENSMUSG00000030733,Non-essential,NA
ENSMUSG00000063157,Non-essential,Non-essential
ENSMUSG00000006369,Non-essential,Essential
ENSMUSG00000002031,Non-essential,NA
ENSMUSG00000028864,Non-essential,Essential
ENSMUSG00000019795,NA,NA
ENSMUSG00000021745,Non-essential,Non-essential
ENSMUSG00000031950,Non-essential,Essential
ENSMUSG00000048450,Non-essential,Essential
