Gene,Essential CEG,Essential OEG
FBgn0026755,Non-essential,NA
FBgn0037759,Non-essential,NA
FBgn0003145,Non-essential,NA
FBgn0039698,Non-essential,NA
FBgn0259184,Non-essential,NA
FBgn0031566,Non-essential,NA
FBgn0026738,Non-essential,NA
FBgn0020510,Essential,NA
FBgn0037101,Non-essential,NA
FBgn0035088,Non-essential,NA
FBgn0039093,Non-essential,NA
FBgn0031579,Non-essential,NA
FBgn0053178,Non-essential,NA
FBgn0035087,Non-essential,NA
FBgn0033483,Non-essential,NA
FBgn0052758,Non-essential,NA
FBgn0029711,Non-essential,NA
FBgn0035471,Non-essential,NA
FBgn0036217,Non-essential,NA
FBgn0053286,Non-essential,NA
FBgn0038400,NA,NA
FBgn0036443,Non-essential,NA
FBgn0023530,Non-essential,NA
FBgn0037956,Non-essential,NA
FBgn0002948,Non-essential,NA
FBgn0035295,NA,NA
FBgn0038321,Non-essential,NA
FBgn0053243,Non-essential,NA
FBgn0033457,NA,NA
FBgn0058178,Non-essential,NA
FBgn0035024,Non-essential,NA
FBgn0032225,Non-essential,Non-essential
FBgn0260231,Non-essential,NA
FBgn0033955,Non-essential,NA
FBgn0032248,Essential,NA
FBgn0029155,Non-essential,NA
FBgn0035608,Essential,NA
FBgn0037064,Non-essential,NA
FBgn0013953,Non-essential,NA
FBgn0003118,Essential,Essential
FBgn0032116,Non-essential,Non-essential
FBgn0031485,Non-essential,NA
FBgn0040905,Non-essential,NA
FBgn0011770,NA,NA
FBgn0039050,Non-essential,NA
FBgn0001247,Non-essential,NA
FBgn0032377,Non-essential,NA
FBgn0053460,Non-essential,NA
FBgn0034973,Non-essential,NA
FBgn0031950,Non-essential,NA
FBgn0034997,Non-essential,NA
FBgn0028894,NA,NA
FBgn0035461,Non-essential,NA
FBgn0040336,Non-essential,NA
FBgn0038028,Non-essential,NA
FBgn0023172,Non-essential,NA
FBgn0034946,Non-essential,NA
FBgn0015033,Non-essential,NA
FBgn0031549,Essential,NA
FBgn0038655,Non-essential,NA
FBgn0004921,Non-essential,NA
FBgn0015777,Non-essential,NA
FBgn0030200,Non-essential,Non-essential
FBgn0016013,Non-essential,NA
FBgn0051693,Non-essential,NA
FBgn0053236,Non-essential,NA
FBgn0036324,Non-essential,NA
FBgn0010215,NA,NA
FBgn0035287,Non-essential,NA
FBgn0085397,Non-essential,NA
FBgn0003015,NA,NA
FBgn0025837,Non-essential,NA
FBgn0002526,Essential,NA
FBgn0015776,Non-essential,NA
FBgn0032214,Non-essential,NA
FBgn0037010,Non-essential,NA
FBgn0050416,Non-essential,NA
FBgn0028519,Non-essential,NA
FBgn0034742,Non-essential,NA
FBgn0034158,Non-essential,NA
FBgn0003475,Non-essential,NA
FBgn0260775,Non-essential,NA
FBgn0032595,Non-essential,NA
FBgn0035805,Essential,NA
FBgn0031879,Non-essential,NA
FBgn0037462,Non-essential,NA
FBgn0025336,Essential,NA
FBgn0050056,Non-essential,NA
FBgn0038541,Non-essential,NA
FBgn0053230,Essential,NA
FBgn0261509,Non-essential,NA
FBgn0050385,Non-essential,NA
FBgn0067861,Non-essential,NA
FBgn0036709,Non-essential,NA
FBgn0035309,Non-essential,NA
FBgn0053758,Non-essential,NA
FBgn0025693,Essential,NA
FBgn0035083,Non-essential,NA
FBgn0051624,Non-essential,NA
FBgn0035161,Non-essential,NA
FBgn0002873,Non-essential,NA
FBgn0038744,Non-essential,Essential
FBgn0013263,Essential,Essential
FBgn0034568,Non-essential,NA
FBgn0036316,Essential,NA
FBgn0031946,Non-essential,NA
FBgn0036849,Non-essential,NA
FBgn0260874,Non-essential,NA
FBgn0053082,NA,NA
FBgn0037473,Non-essential,NA
FBgn0032846,Essential,NA
FBgn0032204,Non-essential,NA
FBgn0035570,Non-essential,NA
FBgn0038388,Non-essential,NA
FBgn0031730,Non-essential,NA
FBgn0034971,Non-essential,NA
FBgn0034472,Non-essential,NA
FBgn0034629,Non-essential,NA
FBgn0011554,Non-essential,NA
FBgn0025740,Non-essential,Essential
FBgn0040252,NA,NA
FBgn0011760,NA,NA
FBgn0030391,Non-essential,NA
FBgn0053233,Non-essential,NA
FBgn0039777,Non-essential,NA
FBgn0004648,Non-essential,NA
FBgn0039798,Non-essential,NA
FBgn0031417,Non-essential,NA
FBgn0029874,Non-essential,NA
FBgn0027574,Non-essential,NA
FBgn0033932,Non-essential,NA
FBgn0045497,Non-essential,NA
FBgn0030509,Non-essential,NA
FBgn0004635,Non-essential,NA
FBgn0013799,Non-essential,NA
FBgn0038361,Non-essential,NA
FBgn0037020,Non-essential,NA
FBgn0014143,Non-essential,Essential
FBgn0036749,Non-essential,NA
FBgn0031661,NA,NA
FBgn0033056,Non-essential,NA
FBgn0052263,Non-essential,NA
FBgn0033283,Non-essential,NA
FBgn0037850,Non-essential,NA
FBgn0028879,Non-essential,NA
FBgn0032669,Non-essential,NA
FBgn0036106,Non-essential,NA
FBgn0034950,Non-essential,NA
FBgn0038787,Non-essential,NA
FBgn0002939,Non-essential,NA
FBgn0032223,Essential,NA
FBgn0044871,Non-essential,Non-essential
FBgn0039321,Non-essential,NA
FBgn0027073,Non-essential,NA
FBgn0032187,Non-essential,NA
FBgn0032171,NA,NA
FBgn0034335,Non-essential,NA
FBgn0030737,Non-essential,NA
FBgn0030838,Non-essential,NA
FBgn0033369,Non-essential,NA
FBgn0032868,Non-essential,NA
FBgn0026400,Non-essential,NA
FBgn0050476,Essential,NA
FBgn0050022,Non-essential,NA
FBgn0037921,Non-essential,NA
FBgn0039015,Non-essential,NA
FBgn0023495,Non-essential,NA
FBgn0032665,Non-essential,NA
FBgn0040212,Non-essential,NA
FBgn0013732,Non-essential,NA
FBgn0010762,Non-essential,NA
FBgn0038325,Non-essential,NA
FBgn0033248,Non-essential,NA
FBgn0024732,NA,NA
FBgn0039966,Non-essential,NA
FBgn0038252,Non-essential,NA
FBgn0052944,NA,NA
FBgn0033519,Non-essential,Non-essential
FBgn0053795,Non-essential,NA
FBgn0037290,NA,NA
FBgn0036969,Non-essential,Non-essential
FBgn0052806,Non-essential,NA
FBgn0010424,Non-essential,NA
FBgn0003751,Non-essential,NA
FBgn0023216,NA,NA
FBgn0036765,Non-essential,NA
FBgn0035425,NA,NA
FBgn0024980,Non-essential,NA
FBgn0034919,NA,NA
FBgn0053526,Essential,NA
FBgn0028741,Non-essential,Essential
FBgn0029712,Non-essential,NA
FBgn0030558,Non-essential,NA
FBgn0034165,Non-essential,NA
FBgn0037455,Non-essential,NA
FBgn0053810,Non-essential,NA
FBgn0031088,Non-essential,NA
FBgn0035676,Non-essential,NA
FBgn0004198,Essential,Essential
FBgn0053129,Non-essential,NA
FBgn0045483,Non-essential,NA
FBgn0032369,Non-essential,NA
FBgn0053111,Non-essential,NA
FBgn0030778,Non-essential,NA
FBgn0039244,Non-essential,NA
FBgn0036402,Non-essential,NA
FBgn0039265,Non-essential,NA
FBgn0035384,Non-essential,NA
FBgn0053282,Non-essential,NA
FBgn0259818,Non-essential,NA
FBgn0038721,Non-essential,NA
FBgn0051787,Non-essential,NA
FBgn0037163,Non-essential,NA
FBgn0034398,NA,NA
FBgn0037026,Non-essential,NA
FBgn0039304,Non-essential,NA
FBgn0037688,Non-essential,NA
FBgn0261113,Essential,NA
FBgn0038548,Non-essential,NA
FBgn0032354,Essential,NA
FBgn0016038,Non-essential,NA
FBgn0259713,Non-essential,NA
FBgn0046689,Non-essential,NA
FBgn0030752,Non-essential,NA
FBgn0050011,Non-essential,NA
FBgn0014859,Non-essential,NA
FBgn0004387,Non-essential,NA
FBgn0037149,Non-essential,NA
FBgn0030525,Non-essential,NA
FBgn0052264,Essential,NA
FBgn0260856,NA,NA
FBgn0045063,Non-essential,NA
FBgn0024177,Non-essential,NA
FBgn0026787,Non-essential,NA
FBgn0035359,Non-essential,NA
FBgn0030623,Non-essential,NA
FBgn0259210,Non-essential,NA
FBgn0083228,Non-essential,NA
FBgn0010830,Non-essential,NA
FBgn0053819,Non-essential,NA
FBgn0036168,Non-essential,NA
FBgn0035101,Non-essential,NA
FBgn0036881,Non-essential,NA
FBgn0034487,Non-essential,NA
FBgn0029756,Non-essential,NA
FBgn0045482,Non-essential,NA
FBgn0032791,Non-essential,NA
FBgn0031990,Non-essential,NA
FBgn0261386,Non-essential,NA
FBgn0031997,Non-essential,Essential
FBgn0035945,Non-essential,NA
FBgn0003975,Non-essential,NA
FBgn0051926,Non-essential,NA
FBgn0052446,Non-essential,NA
FBgn0039808,Essential,NA
FBgn0036337,Non-essential,NA
FBgn0015025,Non-essential,NA
FBgn0026778,Non-essential,NA
FBgn0036670,Non-essential,NA
FBgn0052767,Non-essential,NA
FBgn0051642,Non-essential,NA
FBgn0037186,Non-essential,NA
FBgn0051812,Non-essential,NA
FBgn0039152,Non-essential,NA
FBgn0036118,Non-essential,NA
FBgn0034033,NA,NA
FBgn0260768,Non-essential,NA
FBgn0030725,Non-essential,NA
FBgn0027356,Non-essential,NA
FBgn0010423,Non-essential,NA
FBgn0086693,Non-essential,NA
FBgn0030369,Non-essential,NA
FBgn0051122,Non-essential,NA
FBgn0036208,Non-essential,NA
FBgn0010357,Non-essential,NA
FBgn0031410,Non-essential,NA
FBgn0031008,Non-essential,NA
FBgn0259954,Non-essential,NA
FBgn0030815,Non-essential,NA
FBgn0027491,Non-essential,NA
FBgn0259794,Non-essential,NA
FBgn0051634,Non-essential,NA
FBgn0026427,Essential,NA
FBgn0035733,Non-essential,NA
FBgn0023521,Non-essential,NA
FBgn0038415,Non-essential,NA
FBgn0004893,Non-essential,Essential
FBgn0031597,Non-essential,NA
FBgn0025776,Essential,NA
FBgn0035102,Non-essential,NA
FBgn0033960,Non-essential,NA
FBgn0052278,Non-essential,NA
FBgn0039466,Non-essential,NA
FBgn0035539,Non-essential,NA
FBgn0036351,Non-essential,NA
FBgn0052485,Non-essential,NA
FBgn0038595,Non-essential,NA
FBgn0030101,Non-essential,NA
FBgn0036905,Non-essential,Non-essential
FBgn0031419,Non-essential,NA
FBgn0030524,Non-essential,NA
FBgn0051648,Non-essential,NA
FBgn0028956,Non-essential,NA
FBgn0030796,Non-essential,NA
FBgn0028847,Non-essential,NA
FBgn0011740,Non-essential,NA
FBgn0017414,Non-essential,NA
FBgn0063493,Non-essential,NA
FBgn0024754,Non-essential,NA
FBgn0030645,Non-essential,NA
FBgn0038984,Non-essential,NA
FBgn0024841,Non-essential,Essential
FBgn0031061,Non-essential,NA
FBgn0013531,NA,NA
FBgn0032290,Non-essential,NA
FBgn0031689,Non-essential,NA
FBgn0028292,Non-essential,NA
FBgn0038742,Non-essential,NA
FBgn0040305,Non-essential,NA
FBgn0052445,Non-essential,NA
FBgn0037671,NA,NA
FBgn0050443,Non-essential,Essential
FBgn0040963,Non-essential,NA
FBgn0035283,Non-essential,NA
FBgn0039453,Non-essential,NA
FBgn0033271,Non-essential,NA
FBgn0086368,Non-essential,NA
FBgn0028945,Non-essential,NA
FBgn0020620,Essential,NA
FBgn0015351,Non-essential,NA
FBgn0035006,Non-essential,NA
FBgn0004425,Non-essential,NA
FBgn0051909,Non-essential,NA
FBgn0033623,Essential,NA
FBgn0261565,Non-essential,NA
FBgn0050460,Essential,NA
FBgn0015589,Non-essential,NA
FBgn0034099,Non-essential,NA
FBgn0039831,Essential,NA
FBgn0261016,Non-essential,NA
FBgn0025115,Non-essential,NA
FBgn0035187,Non-essential,NA
FBgn0050404,Non-essential,NA
FBgn0032052,Non-essential,NA
FBgn0003041,NA,NA
FBgn0001224,Non-essential,NA
FBgn0060296,NA,NA
FBgn0086856,Non-essential,NA
FBgn0040688,Non-essential,NA
FBgn0042180,Non-essential,NA
FBgn0037430,Non-essential,NA
FBgn0053094,Non-essential,NA
FBgn0037883,NA,NA
FBgn0004860,Non-essential,NA
FBgn0001259,Non-essential,NA
FBgn0053247,Non-essential,NA
FBgn0003429,Non-essential,NA
FBgn0051697,Non-essential,NA
FBgn0031457,Non-essential,NA
FBgn0032940,NA,NA
FBgn0027843,Non-essential,NA
FBgn0051286,Non-essential,NA
FBgn0036857,Non-essential,NA
FBgn0033988,Non-essential,NA
FBgn0003250,Non-essential,NA
FBgn0032136,Non-essential,NA
FBgn0038938,Non-essential,NA
FBgn0086691,Non-essential,NA
FBgn0033520,Essential,NA
FBgn0027565,Non-essential,NA
FBgn0033174,Non-essential,NA
FBgn0038691,Non-essential,NA
FBgn0003598,Non-essential,NA
FBgn0260960,Essential,NA
FBgn0259200,Non-essential,NA
FBgn0038693,Non-essential,NA
FBgn0031808,Non-essential,NA
FBgn0037519,Non-essential,NA
FBgn0034210,Non-essential,NA
FBgn0037315,Non-essential,NA
FBgn0027497,NA,Essential
FBgn0036225,Non-essential,NA
FBgn0030724,Non-essential,NA
FBgn0052081,Non-essential,NA
FBgn0004401,Essential,Essential
FBgn0030694,Non-essential,NA
FBgn0031930,Non-essential,NA
FBgn0028530,Essential,NA
FBgn0036165,Non-essential,NA
FBgn0034611,Non-essential,NA
FBgn0008636,Essential,NA
FBgn0037280,Non-essential,NA
FBgn0010043,NA,NA
FBgn0039707,Non-essential,NA
FBgn0259211,Non-essential,Essential
FBgn0036157,Non-essential,NA
FBgn0036437,Non-essential,NA
FBgn0085423,Non-essential,NA
FBgn0033985,Non-essential,NA
FBgn0040358,Non-essential,NA
FBgn0031818,Non-essential,NA
FBgn0035643,Non-essential,NA
FBgn0067864,Non-essential,NA
FBgn0032147,Non-essential,NA
FBgn0030794,Non-essential,NA
FBgn0034372,Non-essential,NA
FBgn0035445,Essential,NA
FBgn0035957,Non-essential,NA
FBgn0050016,Non-essential,NA
FBgn0051948,Non-essential,NA
FBgn0043070,Non-essential,NA
FBgn0036531,Non-essential,NA
FBgn0025739,Non-essential,NA
FBgn0024361,Non-essential,NA
FBgn0040508,Non-essential,NA
FBgn0259720,Non-essential,NA
FBgn0034154,Non-essential,NA
FBgn0033381,Non-essential,NA
FBgn0036726,NA,NA
FBgn0010014,Non-essential,NA
FBgn0031472,Non-essential,NA
FBgn0011723,Non-essential,Essential
FBgn0063492,Non-essential,NA
FBgn0024991,Non-essential,NA
FBgn0054011,Non-essential,NA
FBgn0039928,Non-essential,NA
FBgn0003415,NA,NA
FBgn0250821,Non-essential,Non-essential
FBgn0030503,Non-essential,NA
FBgn0019940,Non-essential,NA
FBgn0031460,Non-essential,NA
FBgn0085506,Non-essential,NA
FBgn0083946,Non-essential,NA
FBgn0038416,Non-essential,NA
FBgn0036125,Non-essential,NA
FBgn0085478,Non-essential,NA
FBgn0052412,NA,NA
FBgn0033639,NA,NA
FBgn0010389,Non-essential,Essential
FBgn0029766,Non-essential,NA
FBgn0051015,Non-essential,NA
FBgn0027872,Non-essential,NA
FBgn0037916,Non-essential,NA
FBgn0023076,Non-essential,NA
FBgn0261567,Non-essential,NA
FBgn0259162,NA,NA
FBgn0039190,Non-essential,NA
FBgn0026058,Non-essential,NA
FBgn0038435,Non-essential,NA
FBgn0045770,Non-essential,NA
FBgn0038857,Essential,NA
FBgn0038596,Non-essential,NA
FBgn0031703,Non-essential,NA
FBgn0030187,Non-essential,NA
FBgn0036292,Non-essential,NA
FBgn0051658,Non-essential,NA
FBgn0034032,Non-essential,NA
FBgn0030954,Non-essential,NA
FBgn0029854,Non-essential,NA
FBgn0039942,Non-essential,NA
FBgn0038704,NA,NA
FBgn0052461,Non-essential,NA
FBgn0029936,Non-essential,NA
FBgn0033802,Non-essential,NA
FBgn0034859,Non-essential,NA
FBgn0000591,Non-essential,NA
FBgn0039136,Non-essential,NA
FBgn0035286,Non-essential,NA
FBgn0041711,Non-essential,NA
FBgn0036926,Non-essential,NA
FBgn0015838,Non-essential,NA
FBgn0037009,Non-essential,NA
FBgn0051118,Non-essential,NA
FBgn0085404,Non-essential,NA
FBgn0013751,Non-essential,Essential
FBgn0039518,Non-essential,NA
FBgn0031134,Non-essential,NA
FBgn0029894,Non-essential,NA
FBgn0026439,Non-essential,NA
FBgn0031955,Non-essential,NA
FBgn0038373,Non-essential,NA
FBgn0031895,Non-essential,NA
FBgn0085485,Non-essential,NA
FBgn0026317,NA,NA
FBgn0050496,Non-essential,NA
FBgn0032135,Non-essential,NA
FBgn0011834,Non-essential,NA
FBgn0041087,Non-essential,NA
FBgn0031285,Non-essential,NA
FBgn0036929,NA,NA
FBgn0037978,Non-essential,NA
FBgn0033294,Non-essential,NA
FBgn0034856,Non-essential,NA
FBgn0039876,Non-essential,NA
FBgn0033474,Non-essential,NA
FBgn0038071,Non-essential,NA
FBgn0039741,Non-essential,NA
FBgn0038803,Non-essential,NA
FBgn0039489,Non-essential,NA
FBgn0050291,Non-essential,NA
FBgn0000454,Non-essential,NA
FBgn0035523,NA,NA
FBgn0025790,NA,NA
FBgn0005775,Non-essential,NA
FBgn0010808,Non-essential,NA
FBgn0030449,Non-essential,NA
FBgn0034958,Non-essential,NA
FBgn0036406,NA,NA
FBgn0032034,Non-essential,NA
FBgn0069913,Non-essential,NA
FBgn0038775,Non-essential,NA
FBgn0039381,Non-essential,NA
FBgn0085452,Non-essential,NA
FBgn0039639,Non-essential,NA
FBgn0034128,Non-essential,NA
FBgn0035449,Non-essential,NA
FBgn0003023,Non-essential,NA
FBgn0040900,Non-essential,NA
FBgn0034498,Non-essential,NA
FBgn0030961,Non-essential,NA
FBgn0052113,Non-essential,NA
FBgn0015040,Non-essential,NA
FBgn0033285,Non-essential,NA
FBgn0033010,Non-essential,NA
FBgn0003087,NA,NA
FBgn0031520,Non-essential,NA
FBgn0034476,Non-essential,NA
FBgn0010395,Non-essential,NA
FBgn0050338,Non-essential,NA
FBgn0031248,Non-essential,NA
FBgn0042627,Non-essential,NA
FBgn0053239,Non-essential,NA
FBgn0033088,Non-essential,NA
FBgn0036932,Non-essential,NA
FBgn0053668,Non-essential,NA
FBgn0030348,Non-essential,NA
FBgn0029688,Non-essential,NA
FBgn0027108,Non-essential,NA
FBgn0051092,Non-essential,NA
FBgn0039500,Non-essential,NA
FBgn0033368,Non-essential,NA
FBgn0029997,Non-essential,NA
FBgn0041236,Non-essential,NA
FBgn0033826,Non-essential,NA
FBgn0004050,Essential,NA
FBgn0023489,Non-essential,NA
FBgn0036063,Non-essential,NA
FBgn0051174,Non-essential,NA
FBgn0024187,Non-essential,NA
FBgn0038854,Non-essential,NA
FBgn0042207,Non-essential,Non-essential
FBgn0036519,Non-essential,NA
FBgn0035533,Non-essential,NA
FBgn0003733,Non-essential,Essential
FBgn0037461,Non-essential,NA
FBgn0036373,Non-essential,NA
FBgn0034030,Non-essential,NA
FBgn0025642,Non-essential,NA
FBgn0030587,Non-essential,NA
FBgn0003965,Non-essential,NA
FBgn0036856,Non-essential,NA
FBgn0033052,Essential,NA
FBgn0028567,NA,NA
FBgn0026869,Essential,NA
FBgn0020279,Non-essential,NA
FBgn0036321,Non-essential,NA
FBgn0030403,Non-essential,NA
FBgn0033121,Non-essential,NA
FBgn0005624,NA,NA
FBgn0031717,Non-essential,NA
FBgn0004629,Non-essential,NA
FBgn0032614,NA,NA
FBgn0051674,Non-essential,NA
FBgn0039508,Non-essential,NA
FBgn0039759,Non-essential,NA
FBgn0039354,Non-essential,NA
FBgn0025456,Non-essential,NA
FBgn0039737,Non-essential,NA
FBgn0001324,Non-essential,NA
FBgn0039494,Non-essential,NA
FBgn0037242,Non-essential,NA
FBgn0027546,Non-essential,NA
FBgn0035983,Non-essential,NA
FBgn0031688,Non-essential,NA
FBgn0000662,Non-essential,NA
FBgn0032331,Non-essential,NA
FBgn0035855,Non-essential,NA
FBgn0030634,Non-essential,NA
FBgn0030269,Non-essential,NA
FBgn0031281,Essential,NA
FBgn0037660,Non-essential,NA
FBgn0000459,Non-essential,NA
FBgn0086347,Non-essential,NA
FBgn0031381,Non-essential,NA
FBgn0032120,Non-essential,NA
FBgn0051999,Non-essential,NA
FBgn0039634,Non-essential,NA
FBgn0032338,Non-essential,NA
FBgn0042187,Non-essential,NA
FBgn0037702,NA,NA
FBgn0033244,Non-essential,NA
FBgn0034121,Non-essential,NA
FBgn0259677,Non-essential,NA
FBgn0003366,Non-essential,NA
FBgn0062412,Non-essential,NA
FBgn0033753,Non-essential,NA
FBgn0032853,Non-essential,NA
FBgn0034578,Non-essential,NA
FBgn0052686,Non-essential,NA
FBgn0040634,Non-essential,NA
FBgn0010591,Non-essential,NA
FBgn0259734,Non-essential,NA
FBgn0027597,Non-essential,NA
FBgn0085343,Non-essential,NA
FBgn0014411,NA,NA
FBgn0035158,Essential,NA
FBgn0002781,Essential,NA
FBgn0005558,Non-essential,NA
FBgn0053531,Non-essential,NA
FBgn0034943,Non-essential,NA
FBgn0032707,Non-essential,NA
FBgn0031752,Non-essential,NA
FBgn0038198,Non-essential,NA
FBgn0250844,Non-essential,NA
FBgn0001222,NA,NA
FBgn0025334,Non-essential,NA
FBgn0022768,Non-essential,Essential
FBgn0051008,Non-essential,NA
FBgn0037949,Non-essential,NA
FBgn0040765,Essential,Essential
FBgn0052112,Non-essential,NA
FBgn0027788,Essential,NA
FBgn0030462,Non-essential,NA
FBgn0003511,NA,Essential
FBgn0039006,Non-essential,NA
FBgn0032519,Non-essential,NA
FBgn0045823,Non-essential,NA
FBgn0037341,Essential,NA
FBgn0025634,Non-essential,NA
FBgn0260659,NA,NA
FBgn0043796,Non-essential,NA
FBgn0038868,Non-essential,NA
FBgn0033093,Non-essential,NA
FBgn0030247,Non-essential,NA
FBgn0039444,Non-essential,NA
FBgn0030410,Non-essential,NA
FBgn0023416,Non-essential,NA
FBgn0035057,Non-essential,NA
FBgn0001319,Non-essential,NA
FBgn0261111,Non-essential,NA
FBgn0030696,Non-essential,NA
FBgn0051609,Non-essential,NA
FBgn0033587,Non-essential,NA
FBgn0029941,Essential,NA
FBgn0003165,Essential,NA
FBgn0040376,Non-essential,NA
FBgn0038719,Non-essential,NA
FBgn0004620,Non-essential,NA
FBgn0051644,Non-essential,NA
FBgn0030077,Essential,NA
FBgn0004577,Non-essential,NA
FBgn0019929,Non-essential,NA
FBgn0043010,Non-essential,NA
FBgn0029002,Non-essential,NA
FBgn0085341,Non-essential,NA
FBgn0036685,NA,NA
FBgn0010825,NA,NA
FBgn0029778,Non-essential,NA
FBgn0260006,Non-essential,NA
FBgn0000447,NA,NA
FBgn0045852,Non-essential,Essential
FBgn0032284,NA,NA
FBgn0031904,Non-essential,NA
FBgn0260646,Non-essential,NA
FBgn0032087,Non-essential,NA
FBgn0040699,NA,NA
FBgn0032372,Non-essential,NA
FBgn0033031,Non-essential,NA
FBgn0040392,Non-essential,NA
FBgn0032361,NA,NA
FBgn0085207,Non-essential,NA
FBgn0045759,Non-essential,NA
FBgn0053265,Non-essential,NA
FBgn0029727,Non-essential,NA
FBgn0259227,Non-essential,NA
FBgn0020249,Non-essential,NA
FBgn0035551,Non-essential,NA
FBgn0040717,Non-essential,NA
FBgn0052681,Non-essential,NA
FBgn0037999,Non-essential,NA
FBgn0051902,Non-essential,NA
FBgn0036951,Non-essential,NA
FBgn0034660,Non-essential,NA
FBgn0010501,Non-essential,NA
FBgn0260442,Non-essential,NA
FBgn0085342,Non-essential,NA
FBgn0011722,Non-essential,NA
FBgn0053237,Non-essential,NA
FBgn0260934,Non-essential,NA
FBgn0069969,Non-essential,NA
FBgn0250839,Non-essential,NA
FBgn0036900,Non-essential,NA
FBgn0017551,Non-essential,NA
FBgn0005590,Non-essential,NA
FBgn0051718,Non-essential,NA
FBgn0038051,Non-essential,NA
FBgn0034289,Non-essential,NA
FBgn0025741,Non-essential,NA
FBgn0259176,Essential,Essential
FBgn0085248,Non-essential,NA
FBgn0033521,Non-essential,NA
FBgn0039145,Non-essential,NA
FBgn0051473,Non-essential,NA
FBgn0035722,NA,NA
FBgn0052571,Non-essential,NA
FBgn0051855,NA,NA
FBgn0030292,Non-essential,NA
FBgn0061197,Non-essential,NA
FBgn0050497,Essential,NA
FBgn0031037,Non-essential,NA
FBgn0040239,Non-essential,NA
FBgn0028983,Non-essential,NA
FBgn0050365,Non-essential,NA
FBgn0037547,Non-essential,NA
FBgn0036143,Non-essential,NA
FBgn0067783,NA,NA
FBgn0015008,Non-essential,NA
FBgn0033185,Essential,NA
FBgn0085263,Non-essential,NA
FBgn0040395,Non-essential,NA
FBgn0029863,Non-essential,NA
FBgn0037227,Non-essential,NA
FBgn0026190,Non-essential,NA
FBgn0050072,Non-essential,NA
FBgn0000351,Non-essential,NA
FBgn0025820,Non-essential,NA
FBgn0064116,Non-essential,NA
FBgn0010042,Non-essential,NA
FBgn0086408,Non-essential,Non-essential
FBgn0052036,Non-essential,NA
FBgn0002773,Non-essential,NA
FBgn0051374,NA,NA
FBgn0038733,Non-essential,NA
FBgn0052006,Non-essential,Essential
FBgn0050429,Non-essential,NA
FBgn0032593,Non-essential,NA
FBgn0085345,Non-essential,NA
FBgn0036193,Non-essential,NA
FBgn0032785,Non-essential,NA
FBgn0034129,Non-essential,NA
FBgn0025574,Non-essential,NA
FBgn0038009,NA,NA
FBgn0085332,Non-essential,NA
FBgn0032817,Non-essential,NA
FBgn0037222,NA,NA
FBgn0001122,Non-essential,NA
FBgn0051441,Non-essential,NA
FBgn0036958,Essential,NA
FBgn0040801,Non-essential,NA
FBgn0031929,Non-essential,NA
FBgn0052676,Essential,Essential
FBgn0064237,Non-essential,NA
FBgn0085455,Non-essential,NA
FBgn0032783,Non-essential,NA
FBgn0031738,Non-essential,NA
FBgn0052783,Non-essential,NA
FBgn0010548,Non-essential,NA
FBgn0039930,Non-essential,NA
FBgn0028935,Non-essential,NA
FBgn0035856,Non-essential,NA
FBgn0039844,Non-essential,NA
FBgn0031500,NA,NA
FBgn0261526,Non-essential,NA
FBgn0041205,Non-essential,NA
FBgn0259233,Non-essential,NA
FBgn0037648,Non-essential,NA
FBgn0053341,Non-essential,NA
FBgn0063923,Non-essential,NA
FBgn0261553,Non-essential,NA
FBgn0026313,Non-essential,NA
FBgn0037667,Essential,NA
FBgn0030897,Non-essential,NA
FBgn0032782,Non-essential,NA
FBgn0036814,Non-essential,NA
FBgn0050481,Non-essential,NA
FBgn0024329,NA,NA
FBgn0034051,Non-essential,NA
FBgn0033926,Essential,NA
FBgn0026083,Non-essential,NA
FBgn0039108,Non-essential,Non-essential
FBgn0032130,Non-essential,NA
FBgn0034602,Non-essential,NA
FBgn0040931,Essential,NA
FBgn0030996,Non-essential,NA
FBgn0011300,NA,Essential
FBgn0002985,Essential,NA
FBgn0036778,Non-essential,NA
FBgn0030395,Non-essential,NA
FBgn0027562,Non-essential,NA
FBgn0035198,Non-essential,NA
FBgn0026879,Non-essential,NA
FBgn0024315,Non-essential,NA
FBgn0033874,Non-essential,NA
FBgn0034263,Non-essential,NA
FBgn0039636,Non-essential,NA
FBgn0032075,Non-essential,NA
FBgn0033287,NA,NA
FBgn0038852,Non-essential,NA
FBgn0052054,Non-essential,Non-essential
FBgn0085446,Non-essential,NA
FBgn0031682,Non-essential,NA
FBgn0053558,Non-essential,NA
FBgn0031119,Non-essential,NA
FBgn0032553,Non-essential,NA
FBgn0032660,Non-essential,NA
FBgn0030638,NA,NA
FBgn0031045,Non-essential,NA
FBgn0002778,NA,Non-essential
FBgn0030514,Non-essential,NA
FBgn0052079,Non-essential,NA
FBgn0032401,Non-essential,Non-essential
FBgn0032779,Non-essential,NA
FBgn0037164,Non-essential,NA
FBgn0001079,Non-essential,NA
FBgn0026369,Non-essential,NA
FBgn0052451,Non-essential,NA
FBgn0037995,Non-essential,NA
FBgn0040360,Non-essential,NA
FBgn0260744,Non-essential,NA
FBgn0010416,NA,NA
FBgn0031347,Non-essential,NA
FBgn0051612,NA,NA
FBgn0036428,Non-essential,NA
FBgn0011603,Non-essential,NA
FBgn0029172,Non-essential,NA
FBgn0035511,Non-essential,NA
FBgn0050411,Non-essential,NA
