Gene,Essential OEG
WBGene00019289,Non-essential
WBGene00008295,Non-essential
WBGene00009041,Non-essential
WBGene00007913,Non-essential
WBGene00006141,Non-essential
WBGene00015925,Non-essential
WBGene00015836,Non-essential
WBGene00005103,Non-essential
WBGene00010471,Non-essential
WBGene00019046,Non-essential
WBGene00018196,Non-essential
WBGene00020357,Non-essential
WBGene00001101,Non-essential
WBGene00003473,Non-essential
WBGene00006143,Non-essential
WBGene00010285,Non-essential
WBGene00009548,Non-essential
WBGene00000904,Non-essential
WBGene00000981,Non-essential
WBGene00018541,Non-essential
WBGene00008545,Non-essential
WBGene00022821,Non-essential
WBGene00022537,Non-essential
WBGene00013044,Non-essential
WBGene00007773,Non-essential
WBGene00015050,Non-essential
WBGene00004901,Non-essential
WBGene00009823,Non-essential
WBGene00011081,Non-essential
WBGene00007854,Non-essential
WBGene00018242,Non-essential
WBGene00007233,Non-essential
WBGene00018982,Non-essential
WBGene00018670,Non-essential
WBGene00015328,Non-essential
WBGene00005072,Non-essential
WBGene00002990,Non-essential
WBGene00000074,Non-essential
WBGene00007430,Non-essential
WBGene00020134,Non-essential
WBGene00008625,Non-essential
WBGene00017173,Non-essential
WBGene00004202,Non-essential
WBGene00013243,Non-essential
WBGene00019787,Non-essential
WBGene00005262,Non-essential
WBGene00020694,Non-essential
WBGene00010643,Non-essential
WBGene00010701,Non-essential
WBGene00001069,Non-essential
WBGene00009339,Non-essential
WBGene00010323,Non-essential
WBGene00017960,Non-essential
WBGene00018120,Non-essential
WBGene00013033,Non-essential
WBGene00018376,Non-essential
WBGene00020973,Non-essential
WBGene00019520,Non-essential
WBGene00013943,Non-essential
WBGene00007963,Non-essential
WBGene00016298,Non-essential
WBGene00007225,Non-essential
WBGene00010991,Non-essential
WBGene00017356,Non-essential
WBGene00016056,Non-essential
WBGene00013701,Non-essential
WBGene00000968,Non-essential
WBGene00022698,Non-essential
WBGene00012055,Non-essential
WBGene00005715,Non-essential
WBGene00008794,Non-essential
WBGene00005189,Non-essential
WBGene00018400,Non-essential
WBGene00009217,Non-essential
WBGene00015922,Non-essential
WBGene00009862,Non-essential
WBGene00006649,Non-essential
WBGene00008260,Non-essential
WBGene00010456,Non-essential
WBGene00011498,Non-essential
WBGene00011441,Non-essential
WBGene00019927,Non-essential
WBGene00015052,Non-essential
WBGene00018184,Non-essential
WBGene00005844,Non-essential
WBGene00018688,Non-essential
WBGene00016293,Non-essential
WBGene00011257,Non-essential
WBGene00017619,Non-essential
WBGene00001712,Non-essential
WBGene00003124,Non-essential
WBGene00009558,Non-essential
WBGene00009896,Non-essential
WBGene00007692,Non-essential
WBGene00019837,Non-essential
WBGene00020178,Non-essential
WBGene00012943,Non-essential
WBGene00006487,Non-essential
WBGene00007284,Non-essential
WBGene00016877,Non-essential
WBGene00014097,Non-essential
WBGene00008269,Non-essential
WBGene00020183,Non-essential
WBGene00022867,Non-essential
WBGene00020553,Non-essential
WBGene00016187,Non-essential
WBGene00005968,Non-essential
WBGene00011251,Non-essential
WBGene00006445,Non-essential
WBGene00003641,Non-essential
WBGene00008091,Non-essential
WBGene00001796,Non-essential
WBGene00020400,Non-essential
WBGene00015027,Non-essential
WBGene00008372,Non-essential
WBGene00008310,Non-essential
WBGene00012648,Non-essential
WBGene00005776,Non-essential
WBGene00005405,Non-essential
WBGene00004353,Non-essential
WBGene00013619,Non-essential
WBGene00018702,Non-essential
WBGene00017323,Non-essential
WBGene00005163,Non-essential
WBGene00007502,Non-essential
WBGene00015035,Non-essential
WBGene00007453,Non-essential
WBGene00016537,Non-essential
WBGene00001581,Non-essential
WBGene00020325,Non-essential
WBGene00018130,Non-essential
WBGene00003877,Non-essential
WBGene00007766,Non-essential
WBGene00011019,Non-essential
WBGene00010221,Non-essential
WBGene00022263,Non-essential
WBGene00011708,Non-essential
WBGene00022503,Non-essential
WBGene00011362,Non-essential
WBGene00011284,Non-essential
WBGene00010769,Non-essential
WBGene00007546,Non-essential
WBGene00019613,Non-essential
WBGene00016596,Non-essential
WBGene00005856,Non-essential
WBGene00011028,Non-essential
WBGene00022597,Non-essential
WBGene00008312,Non-essential
WBGene00020655,Non-essential
WBGene00010014,Non-essential
WBGene00008656,Non-essential
WBGene00005802,Non-essential
WBGene00011222,Non-essential
WBGene00015113,Non-essential
WBGene00003650,Non-essential
WBGene00016053,Non-essential
WBGene00016937,Non-essential
WBGene00013392,Non-essential
WBGene00007574,Non-essential
WBGene00019687,Non-essential
WBGene00022611,Non-essential
WBGene00015968,Non-essential
WBGene00002211,Non-essential
WBGene00011785,Non-essential
WBGene00006525,Non-essential
WBGene00016100,Non-essential
WBGene00011236,Non-essential
WBGene00003662,Non-essential
WBGene00017554,Non-essential
WBGene00010865,Non-essential
WBGene00021079,Non-essential
WBGene00019759,Non-essential
WBGene00015371,Non-essential
WBGene00019315,Non-essential
WBGene00016806,Non-essential
WBGene00016064,Non-essential
WBGene00000971,Non-essential
WBGene00011954,Non-essential
WBGene00018873,Non-essential
WBGene00018599,Non-essential
WBGene00005134,Non-essential
WBGene00010193,Non-essential
WBGene00006646,Non-essential
WBGene00006509,Non-essential
WBGene00002135,Non-essential
WBGene00008301,Non-essential
WBGene00012196,Non-essential
WBGene00003698,Non-essential
WBGene00003056,Non-essential
WBGene00012149,Non-essential
WBGene00010749,Non-essential
WBGene00011205,Non-essential
WBGene00019376,Non-essential
WBGene00016721,Non-essential
WBGene00018498,Non-essential
WBGene00008214,Non-essential
WBGene00016630,Non-essential
WBGene00018186,Non-essential
WBGene00017343,Non-essential
WBGene00005127,Non-essential
WBGene00005486,Non-essential
WBGene00015952,Non-essential
WBGene00016689,Non-essential
WBGene00008377,Non-essential
WBGene00006258,Non-essential
WBGene00003176,Non-essential
WBGene00000009,Non-essential
WBGene00021099,Non-essential
WBGene00001388,Non-essential
WBGene00009107,Non-essential
WBGene00044073,Non-essential
WBGene00009983,Non-essential
WBGene00001614,Non-essential
WBGene00010968,Non-essential
WBGene00010700,Non-essential
WBGene00043120,Non-essential
WBGene00013795,Non-essential
WBGene00016555,Non-essential
WBGene00007384,Non-essential
WBGene00000853,Non-essential
WBGene00003724,Non-essential
WBGene00016134,Non-essential
WBGene00011832,Non-essential
WBGene00016657,Non-essential
WBGene00003097,Non-essential
WBGene00005160,Non-essential
WBGene00011063,Non-essential
WBGene00002179,Non-essential
WBGene00000979,Non-essential
WBGene00017662,Non-essential
WBGene00017307,Non-essential
WBGene00006611,Non-essential
WBGene00008950,Non-essential
WBGene00010072,Non-essential
WBGene00015598,Non-essential
WBGene00005137,Non-essential
WBGene00010410,Non-essential
WBGene00000990,Non-essential
WBGene00013070,Non-essential
WBGene00021034,Non-essential
WBGene00018539,Non-essential
WBGene00015215,Non-essential
WBGene00009023,Non-essential
WBGene00016130,Non-essential
WBGene00008038,Non-essential
WBGene00020471,Non-essential
WBGene00008885,Non-essential
WBGene00001543,Non-essential
WBGene00011285,Non-essential
WBGene00017243,Non-essential
WBGene00009442,Non-essential
WBGene00005954,Non-essential
WBGene00011001,Non-essential
WBGene00016663,Non-essential
WBGene00001544,Non-essential
WBGene00008583,Non-essential
WBGene00013472,Non-essential
WBGene00016441,Non-essential
WBGene00009109,Non-essential
WBGene00007321,Non-essential
WBGene00009689,Non-essential
WBGene00021573,Non-essential
WBGene00020799,Non-essential
WBGene00011389,Non-essential
WBGene00001749,Non-essential
WBGene00018443,Non-essential
WBGene00009578,Non-essential
WBGene00001619,Non-essential
WBGene00010587,Non-essential
WBGene00020430,Non-essential
WBGene00019104,Non-essential
WBGene00020524,Non-essential
WBGene00008064,Non-essential
WBGene00009221,Non-essential
WBGene00020865,Non-essential
WBGene00001806,Non-essential
WBGene00008758,Non-essential
WBGene00008162,Non-essential
WBGene00016631,Non-essential
WBGene00001715,Non-essential
WBGene00009574,Non-essential
WBGene00002012,Non-essential
WBGene00006173,Non-essential
WBGene00015877,Non-essential
WBGene00006319,Non-essential
WBGene00017226,Non-essential
WBGene00011859,Non-essential
WBGene00009577,Non-essential
WBGene00012041,Non-essential
WBGene00007043,Non-essential
WBGene00016795,Non-essential
WBGene00015696,Non-essential
WBGene00004908,Non-essential
WBGene00008880,Non-essential
WBGene00010344,Non-essential
WBGene00002259,Non-essential
WBGene00009009,Non-essential
WBGene00011166,Non-essential
WBGene00010719,Non-essential
WBGene00009454,Essential
WBGene00017892,Non-essential
WBGene00007655,Non-essential
WBGene00012486,Non-essential
WBGene00003706,Non-essential
WBGene00015819,Non-essential
WBGene00008521,Non-essential
WBGene00014164,Non-essential
WBGene00012164,Non-essential
WBGene00017230,Non-essential
WBGene00022574,Non-essential
WBGene00016931,Non-essential
WBGene00009756,Non-essential
WBGene00010791,Non-essential
WBGene00008907,Non-essential
WBGene00009955,Non-essential
WBGene00011535,Non-essential
WBGene00007367,Non-essential
WBGene00006896,Non-essential
WBGene00016859,Non-essential
WBGene00011351,Non-essential
WBGene00019950,Non-essential
WBGene00008890,Non-essential
WBGene00007394,Non-essential
WBGene00001956,Essential
WBGene00003024,Non-essential
WBGene00016900,Non-essential
WBGene00011188,Non-essential
WBGene00015339,Non-essential
WBGene00010383,Non-essential
WBGene00007571,Non-essential
WBGene00011077,Non-essential
WBGene00000002,Non-essential
WBGene00001951,Non-essential
WBGene00011245,Non-essential
WBGene00012297,Non-essential
WBGene00018774,Non-essential
WBGene00005769,Non-essential
WBGene00008988,Non-essential
WBGene00010906,Non-essential
WBGene00021571,Non-essential
WBGene00020378,Non-essential
WBGene00006557,Non-essential
WBGene00005236,Non-essential
WBGene00002030,Non-essential
WBGene00018133,Non-essential
WBGene00015167,Non-essential
WBGene00008250,Non-essential
WBGene00015772,Non-essential
WBGene00014067,Non-essential
WBGene00018944,Non-essential
WBGene00014046,Non-essential
WBGene00013471,Non-essential
WBGene00019626,Non-essential
WBGene00020076,Non-essential
WBGene00016107,Non-essential
WBGene00005984,Non-essential
WBGene00009143,Non-essential
WBGene00007392,Non-essential
WBGene00016801,Non-essential
WBGene00009605,Non-essential
WBGene00009818,Non-essential
WBGene00011339,Non-essential
WBGene00016627,Non-essential
WBGene00017338,Non-essential
WBGene00001967,Non-essential
WBGene00009549,Non-essential
WBGene00016818,Non-essential
WBGene00008448,Non-essential
WBGene00009892,Non-essential
WBGene00001424,Non-essential
WBGene00008449,Non-essential
WBGene00019615,Non-essential
WBGene00009193,Non-essential
WBGene00009607,Non-essential
WBGene00006367,Non-essential
WBGene00008618,Non-essential
WBGene00000222,Non-essential
WBGene00018123,Non-essential
WBGene00009883,Non-essential
WBGene00018606,Non-essential
WBGene00003753,Non-essential
WBGene00021137,Non-essential
WBGene00018141,Non-essential
WBGene00007750,Non-essential
WBGene00017633,Non-essential
WBGene00009649,Essential
WBGene00005664,Non-essential
WBGene00010322,Non-essential
WBGene00016358,Non-essential
WBGene00019412,Non-essential
WBGene00015818,Non-essential
WBGene00018789,Non-essential
WBGene00017262,Non-essential
WBGene00001548,Non-essential
WBGene00009280,Non-essential
WBGene00016686,Non-essential
WBGene00013607,Non-essential
WBGene00015403,Non-essential
WBGene00010329,Non-essential
WBGene00015345,Non-essential
WBGene00017433,Non-essential
WBGene00005319,Non-essential
WBGene00016921,Non-essential
WBGene00008778,Non-essential
WBGene00005140,Non-essential
WBGene00018851,Non-essential
WBGene00016850,Non-essential
WBGene00010274,Non-essential
WBGene00016274,Non-essential
WBGene00007416,Non-essential
WBGene00000238,Non-essential
WBGene00005519,Non-essential
WBGene00005264,Non-essential
WBGene00008955,Non-essential
WBGene00003750,Non-essential
WBGene00008341,Non-essential
WBGene00019578,Non-essential
WBGene00009088,Non-essential
WBGene00017386,Non-essential
WBGene00015241,Non-essential
WBGene00011002,Non-essential
WBGene00001666,Non-essential
WBGene00007681,Non-essential
WBGene00017065,Non-essential
WBGene00020125,Non-essential
WBGene00010577,Non-essential
WBGene00015141,Non-essential
WBGene00012119,Non-essential
WBGene00000503,Non-essential
WBGene00005610,Non-essential
WBGene00015767,Non-essential
WBGene00018280,Non-essential
WBGene00015634,Non-essential
WBGene00017666,Non-essential
WBGene00011733,Non-essential
WBGene00010135,Non-essential
WBGene00005272,Non-essential
WBGene00003104,Non-essential
WBGene00001618,Non-essential
WBGene00011544,Non-essential
WBGene00020844,Non-essential
WBGene00006225,Non-essential
WBGene00012452,Non-essential
WBGene00013060,Non-essential
WBGene00011182,Non-essential
WBGene00000537,Non-essential
WBGene00008473,Non-essential
WBGene00015122,Non-essential
WBGene00011373,Non-essential
WBGene00010004,Non-essential
WBGene00017299,Non-essential
WBGene00007851,Non-essential
WBGene00009541,Non-essential
WBGene00003470,Non-essential
WBGene00000934,Non-essential
WBGene00022749,Non-essential
WBGene00018623,Non-essential
WBGene00017528,Non-essential
WBGene00015136,Non-essential
WBGene00003621,Non-essential
WBGene00000513,Non-essential
WBGene00009482,Non-essential
WBGene00001578,Non-essential
WBGene00018570,Non-essential
WBGene00005349,Non-essential
WBGene00001968,Non-essential
WBGene00018335,Non-essential
WBGene00016807,Non-essential
WBGene00001727,Non-essential
WBGene00019149,Non-essential
WBGene00004113,Non-essential
WBGene00001668,Non-essential
WBGene00018637,Non-essential
WBGene00019305,Essential
WBGene00006275,Non-essential
WBGene00012190,Non-essential
WBGene00010447,Non-essential
WBGene00020018,Non-essential
WBGene00018737,Non-essential
WBGene00005044,Non-essential
WBGene00011952,Non-essential
WBGene00010288,Non-essential
WBGene00022725,Non-essential
WBGene00001165,Non-essential
WBGene00017071,Non-essential
WBGene00007801,Non-essential
WBGene00013449,Non-essential
WBGene00012169,Non-essential
WBGene00001708,Non-essential
WBGene00008606,Non-essential
WBGene00005626,Non-essential
WBGene00006645,Non-essential
WBGene00010030,Non-essential
WBGene00020982,Non-essential
WBGene00006240,Non-essential
WBGene00017509,Non-essential
WBGene00005332,Non-essential
WBGene00012280,Non-essential
WBGene00004999,Non-essential
WBGene00009236,Non-essential
WBGene00007374,Non-essential
WBGene00015898,Non-essential
WBGene00005035,Non-essential
WBGene00020051,Non-essential
WBGene00019717,Non-essential
WBGene00016682,Non-essential
WBGene00012379,Non-essential
WBGene00019845,Non-essential
WBGene00010454,Non-essential
WBGene00019354,Non-essential
WBGene00009231,Non-essential
WBGene00010935,Non-essential
WBGene00016389,Non-essential
WBGene00012123,Non-essential
WBGene00000431,Non-essential
WBGene00020908,Non-essential
WBGene00009805,Non-essential
WBGene00006113,Non-essential
WBGene00005977,Non-essential
WBGene00017092,Non-essential
WBGene00016760,Non-essential
WBGene00005835,Non-essential
WBGene00018273,Non-essential
WBGene00015672,Non-essential
WBGene00001960,Non-essential
WBGene00009278,Non-essential
WBGene00013755,Non-essential
WBGene00019709,Non-essential
WBGene00019188,Non-essential
WBGene00005268,Non-essential
WBGene00003664,Non-essential
WBGene00008066,Non-essential
WBGene00002127,Non-essential
WBGene00007407,Non-essential
WBGene00009690,Non-essential
WBGene00006099,Non-essential
WBGene00011095,Non-essential
WBGene00020066,Non-essential
WBGene00007190,Non-essential
WBGene00013559,Non-essential
WBGene00011260,Non-essential
WBGene00011618,Non-essential
WBGene00018206,Non-essential
WBGene00006430,Non-essential
WBGene00011090,Non-essential
WBGene00005300,Non-essential
WBGene00009790,Non-essential
WBGene00009813,Non-essential
WBGene00007375,Non-essential
WBGene00001493,Non-essential
WBGene00000747,Non-essential
WBGene00007370,Non-essential
WBGene00020279,Non-essential
WBGene00019552,Non-essential
WBGene00013812,Non-essential
WBGene00013475,Non-essential
WBGene00017636,Non-essential
WBGene00012068,Non-essential
WBGene00018134,Non-essential
WBGene00006719,Non-essential
WBGene00017170,Non-essential
WBGene00020319,Non-essential
WBGene00022640,Non-essential
WBGene00012111,Non-essential
WBGene00013075,Essential
WBGene00019086,Non-essential
WBGene00000035,Non-essential
WBGene00017702,Non-essential
WBGene00009344,Non-essential
WBGene00017599,Non-essential
WBGene00017427,Non-essential
WBGene00008815,Non-essential
WBGene00020813,Non-essential
WBGene00020841,Non-essential
WBGene00001645,Non-essential
WBGene00009903,Non-essential
WBGene00010202,Non-essential
WBGene00000730,Non-essential
WBGene00010834,Non-essential
WBGene00015969,Non-essential
WBGene00019572,Non-essential
WBGene00020454,Non-essential
WBGene00021141,Non-essential
WBGene00009069,Non-essential
WBGene00006399,Non-essential
WBGene00018462,Non-essential
WBGene00022047,Non-essential
WBGene00010102,Non-essential
WBGene00019069,Non-essential
WBGene00013974,Non-essential
WBGene00001385,Non-essential
WBGene00001672,Non-essential
WBGene00019337,Non-essential
WBGene00016753,Non-essential
WBGene00022266,Non-essential
WBGene00014029,Non-essential
WBGene00007011,Non-essential
WBGene00015032,Non-essential
WBGene00017766,Non-essential
WBGene00000138,Non-essential
WBGene00019998,Non-essential
WBGene00008894,Non-essential
WBGene00020421,Non-essential
WBGene00017320,Non-essential
WBGene00012214,Non-essential
WBGene00002048,Non-essential
WBGene00010035,Non-essential
WBGene00013490,Non-essential
WBGene00007777,Non-essential
WBGene00010758,Non-essential
WBGene00002085,Non-essential
WBGene00006126,Non-essential
WBGene00016028,Non-essential
WBGene00006687,Non-essential
WBGene00020369,Non-essential
WBGene00008743,Non-essential
WBGene00000236,Non-essential
WBGene00019683,Non-essential
WBGene00006435,Non-essential
WBGene00002146,Non-essential
WBGene00005275,Non-essential
WBGene00016052,Non-essential
WBGene00018318,Non-essential
WBGene00017426,Non-essential
WBGene00022780,Non-essential
WBGene00000592,Non-essential
WBGene00005597,Non-essential
WBGene00018896,Non-essential
WBGene00005893,Non-essential
WBGene00013407,Non-essential
WBGene00010161,Non-essential
WBGene00012450,Non-essential
WBGene00005251,Non-essential
WBGene00003634,Non-essential
WBGene00018877,Non-essential
WBGene00000179,Non-essential
WBGene00020452,Non-essential
WBGene00010206,Non-essential
WBGene00020245,Non-essential
WBGene00008870,Non-essential
WBGene00006187,Non-essential
WBGene00006955,Non-essential
WBGene00019571,Non-essential
WBGene00013498,Non-essential
WBGene00009185,Non-essential
WBGene00005233,Non-essential
WBGene00006554,Non-essential
WBGene00015949,Non-essential
WBGene00016063,Non-essential
WBGene00020243,Non-essential
WBGene00014085,Non-essential
WBGene00013840,Non-essential
WBGene00019796,Non-essential
WBGene00022634,Non-essential
WBGene00010085,Non-essential
WBGene00019142,Non-essential
WBGene00018593,Non-essential
WBGene00019146,Non-essential
WBGene00016315,Non-essential
WBGene00004037,Non-essential
WBGene00007847,Non-essential
WBGene00016800,Non-essential
WBGene00013514,Non-essential
WBGene00015367,Non-essential
WBGene00006775,Non-essential
WBGene00012811,Non-essential
WBGene00006929,Essential
WBGene00019411,Non-essential
WBGene00001669,Non-essential
WBGene00006069,Non-essential
WBGene00008355,Non-essential
WBGene00008432,Non-essential
WBGene00008837,Non-essential
WBGene00013930,Non-essential
WBGene00009926,Essential
WBGene00010122,Non-essential
WBGene00011706,Non-essential
WBGene00011680,Non-essential
WBGene00012629,Non-essential
WBGene00017668,Non-essential
WBGene00009169,Non-essential
WBGene00013278,Non-essential
WBGene00001624,Non-essential
WBGene00007517,Non-essential
WBGene00020551,Non-essential
WBGene00010571,Non-essential
WBGene00001623,Non-essential
WBGene00018824,Non-essential
WBGene00004900,Non-essential
WBGene00007559,Non-essential
WBGene00013967,Non-essential
WBGene00019758,Non-essential
WBGene00016761,Non-essential
WBGene00005884,Non-essential
WBGene00003886,Non-essential
WBGene00003092,Non-essential
WBGene00020567,Non-essential
WBGene00008741,Non-essential
WBGene00015785,Non-essential
WBGene00019472,Non-essential
WBGene00006380,Non-essential
WBGene00005087,Non-essential
WBGene00003878,Non-essential
WBGene00012635,Non-essential
WBGene00012307,Non-essential
WBGene00011644,Non-essential
WBGene00017108,Non-essential
WBGene00011462,Non-essential
WBGene00022723,Non-essential
WBGene00017151,Non-essential
WBGene00019281,Non-essential
WBGene00002089,Non-essential
WBGene00022682,Non-essential
WBGene00009749,Non-essential
WBGene00004883,Non-essential
WBGene00000653,Non-essential
WBGene00007212,Non-essential
WBGene00019151,Non-essential
WBGene00022261,Non-essential
WBGene00013024,Essential
WBGene00018969,Non-essential
WBGene00011869,Non-essential
WBGene00009263,Non-essential
WBGene00017743,Non-essential
WBGene00008854,Non-essential
WBGene00002174,Non-essential
WBGene00000373,Non-essential
WBGene00009018,Non-essential
WBGene00008597,Non-essential
WBGene00016179,Non-essential
WBGene00015041,Non-essential
WBGene00008068,Non-essential
WBGene00007326,Non-essential
WBGene00018212,Non-essential
WBGene00005938,Non-essential
WBGene00015258,Non-essential
WBGene00012358,Non-essential
WBGene00016132,Non-essential
WBGene00021096,Non-essential
WBGene00006080,Non-essential
WBGene00000522,Non-essential
WBGene00005728,Non-essential
WBGene00017072,Non-essential
WBGene00000729,Non-essential
WBGene00003448,Non-essential
WBGene00009959,Non-essential
WBGene00003094,Non-essential
WBGene00006956,Non-essential
WBGene00015753,Non-essential
WBGene00008234,Non-essential
WBGene00005080,Non-essential
WBGene00007356,Non-essential
WBGene00012501,Non-essential
WBGene00008304,Non-essential
WBGene00018081,Non-essential
WBGene00004342,Non-essential
WBGene00016696,Non-essential
WBGene00015718,Non-essential
WBGene00014063,Non-essential
WBGene00012557,Non-essential
WBGene00002094,Non-essential
WBGene00003545,Non-essential
WBGene00011692,Non-essential
WBGene00001768,Non-essential
WBGene00000535,Non-essential
WBGene00018848,Non-essential
WBGene00003690,Non-essential
WBGene00018501,Non-essential
WBGene00000706,Non-essential
WBGene00020230,Non-essential
WBGene00018668,Non-essential
WBGene00018752,Non-essential
WBGene00020594,Non-essential
WBGene00015869,Non-essential
WBGene00009032,Non-essential
WBGene00003854,Non-essential
WBGene00017910,Non-essential
WBGene00011168,Non-essential
WBGene00010910,Non-essential
WBGene00018181,Non-essential
WBGene00005457,Non-essential
WBGene00005687,Non-essential
WBGene00010141,Non-essential
WBGene00001698,Non-essential
WBGene00018073,Non-essential
WBGene00018493,Non-essential
WBGene00003812,Non-essential
WBGene00014017,Non-essential
WBGene00007473,Non-essential
WBGene00017709,Non-essential
WBGene00010827,Non-essential
WBGene00019263,Non-essential
WBGene00010099,Non-essential
WBGene00006039,Non-essential
WBGene00009905,Non-essential
WBGene00015230,Non-essential
WBGene00016742,Non-essential
WBGene00017673,Non-essential
WBGene00011781,Non-essential
WBGene00008271,Non-essential
WBGene00016860,Non-essential
WBGene00005613,Non-essential
WBGene00018153,Non-essential
WBGene00013846,Non-essential
WBGene00015376,Non-essential
WBGene00007960,Non-essential
WBGene00009073,Non-essential
WBGene00015373,Non-essential
WBGene00012844,Non-essential
WBGene00018082,Non-essential
WBGene00020402,Non-essential
WBGene00018264,Non-essential
WBGene00020905,Non-essential
WBGene00018619,Non-essential
WBGene00017023,Non-essential
WBGene00007834,Non-essential
WBGene00020856,Non-essential
WBGene00016973,Non-essential
WBGene00016075,Non-essential
WBGene00016600,Non-essential
WBGene00013234,Non-essential
WBGene00001962,Non-essential
WBGene00003573,Non-essential
WBGene00019562,Non-essential
WBGene00000861,Non-essential
WBGene00003632,Non-essential
WBGene00004103,Non-essential
WBGene00018531,Non-essential
WBGene00010705,Non-essential
WBGene00008809,Non-essential
WBGene00005046,Non-essential
WBGene00022566,Non-essential
WBGene00017894,Non-essential
WBGene00020627,Non-essential
WBGene00007496,Non-essential
WBGene00011187,Non-essential
WBGene00009914,Non-essential
WBGene00002260,Non-essential
WBGene00001062,Non-essential
WBGene00020986,Non-essential
WBGene00009866,Non-essential
WBGene00001964,Non-essential
WBGene00018272,Non-essential
WBGene00003574,Non-essential
WBGene00019268,Non-essential
WBGene00008510,Non-essential
WBGene00006268,Non-essential
WBGene00009817,Non-essential
WBGene00005592,Non-essential
WBGene00019462,Non-essential
WBGene00007172,Non-essential
WBGene00006665,Non-essential
WBGene00010170,Non-essential
WBGene00014003,Non-essential
WBGene00010789,Non-essential
WBGene00019097,Non-essential
WBGene00001622,Non-essential
WBGene00007920,Non-essential
WBGene00020853,Non-essential
WBGene00016747,Non-essential
WBGene00017478,Non-essential
WBGene00009412,Non-essential
WBGene00008909,Non-essential
WBGene00004222,Non-essential
WBGene00012171,Non-essential
WBGene00018526,Non-essential
WBGene00005170,Non-essential
WBGene00011712,Non-essential
WBGene00011836,Non-essential
WBGene00019288,Non-essential
WBGene00001717,Non-essential
WBGene00003929,Non-essential
WBGene00001164,Non-essential
WBGene00001106,Non-essential
WBGene00013069,Non-essential
WBGene00010531,Non-essential
WBGene00020101,Non-essential
WBGene00000057,Non-essential
WBGene00003236,Non-essential
WBGene00007470,Non-essential
WBGene00008817,Non-essential
WBGene00003550,Non-essential
WBGene00020798,Non-essential
WBGene00020976,Non-essential
WBGene00013723,Non-essential
WBGene00020752,Non-essential
WBGene00013125,Non-essential
WBGene00018652,Non-essential
WBGene00022811,Non-essential
WBGene00018301,Non-essential
WBGene00004114,Non-essential
WBGene00012631,Non-essential
WBGene00020117,Non-essential
WBGene00014162,Non-essential
WBGene00007485,Non-essential
WBGene00001563,Non-essential
WBGene00019105,Non-essential
WBGene00006085,Non-essential
WBGene00012754,Non-essential
WBGene00009882,Essential
WBGene00008334,Non-essential
WBGene00020236,Non-essential
WBGene00001479,Non-essential
WBGene00019022,Non-essential
WBGene00017314,Non-essential
WBGene00022559,Non-essential
WBGene00015629,Non-essential
WBGene00015666,Non-essential
WBGene00009021,Non-essential
WBGene00020105,Non-essential
WBGene00016094,Non-essential
WBGene00021049,Non-essential
WBGene00018350,Non-essential
WBGene00020637,Non-essential
WBGene00000060,Non-essential
WBGene00020349,Non-essential
WBGene00015823,Non-essential
WBGene00011880,Non-essential
WBGene00005067,Non-essential
WBGene00006685,Non-essential
WBGene00008967,Non-essential
WBGene00003053,Non-essential
WBGene00004199,Non-essential
WBGene00008627,Non-essential
WBGene00010307,Non-essential
WBGene00016576,Non-essential
WBGene00016320,Non-essential
WBGene00009360,Non-essential
WBGene00006875,Non-essential
WBGene00000561,Non-essential
WBGene00013574,Non-essential
WBGene00017348,Non-essential
WBGene00009257,Non-essential
WBGene00018715,Non-essential
WBGene00008069,Non-essential
WBGene00018506,Non-essential
WBGene00044236,Non-essential
WBGene00013138,Non-essential
WBGene00015955,Non-essential
WBGene00001512,Non-essential
WBGene00018291,Non-essential
WBGene00007362,Non-essential
WBGene00012537,Non-essential
WBGene00010748,Non-essential
WBGene00011951,Non-essential
WBGene00007901,Non-essential
WBGene00008647,Non-essential
WBGene00018062,Non-essential
WBGene00005435,Non-essential
WBGene00008280,Non-essential
WBGene00009125,Non-essential
WBGene00003763,Non-essential
WBGene00016084,Non-essential
WBGene00018103,Non-essential
WBGene00020262,Non-essential
WBGene00012178,Non-essential
WBGene00016004,Non-essential
WBGene00015892,Non-essential
WBGene00008023,Non-essential
WBGene00018580,Non-essential
WBGene00020009,Non-essential
WBGene00009238,Non-essential
WBGene00018571,Non-essential
WBGene00010065,Non-essential
WBGene00022864,Non-essential
WBGene00008692,Non-essential
WBGene00011784,Non-essential
WBGene00013712,Non-essential
WBGene00016133,Non-essential
WBGene00020847,Non-essential
WBGene00020666,Non-essential
WBGene00010340,Non-essential
WBGene00005481,Non-essential
WBGene00018092,Non-essential
WBGene00019979,Non-essential
WBGene00005780,Non-essential
WBGene00015108,Non-essential
WBGene00017498,Non-essential
WBGene00005676,Non-essential
WBGene00003012,Essential
WBGene00016512,Non-essential
WBGene00007764,Non-essential
WBGene00020448,Non-essential
WBGene00019037,Non-essential
WBGene00015218,Non-essential
WBGene00021968,Non-essential
WBGene00007878,Non-essential
WBGene00006948,Non-essential
WBGene00009534,Non-essential
WBGene00008375,Non-essential
WBGene00009539,Non-essential
WBGene00010714,Non-essential
WBGene00002273,Non-essential
WBGene00013233,Non-essential
WBGene00016636,Essential
WBGene00017779,Non-essential
WBGene00019570,Non-essential
WBGene00019383,Non-essential
WBGene00008526,Non-essential
WBGene00009951,Non-essential
