	Q96RS6	Q96K31	Q6KF10	Q8TAT2	Q9H0F6	Q99575	Q13630	Q9NX95	P34981
O75891	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9ULR0	NA	NA	NA	NA	NA	NA	NA	NA	NA
P48728	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9P241	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96EP9	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8WTS6	NA	NA	NA	NA	NA	NA	NA	NA	NA
O60337	NA	NA	NA	NA	NA	NA	NA	NA	NA
P18405	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q99650	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96H15	NA	NA	NA	NA	NA	NA	NA	NA	NA
O76093	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5VV42	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9BW72	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q13093	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q7L0R7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NYL5	NA	NA	NA	NA	NA	NA	NA	NA	NA
P00533	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9BXP2	NA	NA	NA	NA	NA	NA	NA	NA	NA
O75420	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9ULE3	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9BQJ4	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q00536	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NS84	NA	NA	NA	NA	NA	NA	NA	NA	NA
	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9BRT9	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9GZV8	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96QS6	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9Y6M9	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q99720	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NGR3	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9H8M7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q14520	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6QHF9	NA	NA	NA	NA	NA	NA	NA	NA	NA
O95221	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q08945	NA	NA	NA	NA	NA	NA	NA	NA	NA
O75387	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q53FT3	NA	NA	NA	NA	NA	NA	NA	NA	NA
O94919	NA	NA	NA	NA	NA	NA	NA	NA	NA
P23396	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NRN7	NA	NA	NA	NA	NA	NA	NA	NA	NA
O94776	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9Y5Q0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9Y2G1	NA	NA	NA	NA	NA	NA	NA	NA	NA
O95864	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96HJ5	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9Y2I6	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q01362	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UPV0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8WWT9	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q969N2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9BTV7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q13405	NA	NA	NA	NA	NA	NA	NA	NA	NA
O76062	NA	NA	NA	NA	NA	NA	NA	NA	NA
P60510	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NGG5	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NGP3	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q14865	NA	NA	NA	NA	NA	NA	NA	NA	NA
A0JNW5	NA	NA	NA	NA	NA	NA	NA	NA	NA
P08913	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IWF9	NA	NA	NA	NA	NA	NA	NA	NA	NA
O95084	NA	NA	NA	NA	NA	NA	NA	NA	NA
P48643	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q14185	NA	NA	NA	NA	NA	NA	NA	NA	NA
P10515	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8WWB5	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9BXU0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q03393	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NZV1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UPY5	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q02487	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q92748	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96I59	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96LB4	NA	NA	NA	NA	NA	NA	NA	NA	NA
O75794	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q07326	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IY45	NA	NA	NA	NA	NA	NA	NA	NA	NA
A2RRP1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8N442	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UKT5	NA	NA	NA	NA	NA	NA	NA	NA	NA
O15381	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q969V1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6NZ67	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8TC26	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NBL3	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9HBM1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9HB14	NA	NA	NA	NA	NA	NA	NA	NA	NA
O75688	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6WRI0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q3SY77	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96IK5	NA	NA	NA	NA	NA	NA	NA	NA	NA
P12645	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6PKC3	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5T4T6	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NBZ7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96K49	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q15256	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q13018	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NY46	NA	NA	NA	NA	NA	NA	NA	NA	NA
P40200	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NT62	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IZF2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IZF3	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9Y2L5	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NF37	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9H871	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q93099	NA	NA	NA	NA	NA	NA	NA	NA	NA
P53567	NA	NA	NA	NA	NA	NA	NA	NA	NA
P52429	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8N9F7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8WXJ9	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9HCJ1	NA	NA	NA	NA	NA	NA	NA	NA	NA
P49685	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IU89	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8N139	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96F81	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96F44	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6IQ19	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8WWH4	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NDV2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9Y6Y9	NA	NA	NA	NA	NA	NA	NA	NA	NA
P78310	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NYK6	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UHI8	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UNA0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NRW1	NA	NA	NA	NA	NA	NA	NA	NA	NA
O15438	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96AW1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q14990	NA	NA	NA	NA	NA	NA	NA	NA	NA
	NA	NA	NA	NA	NA	NA	NA	NA	NA
P08134	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9BYG3	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96M69	NA	NA	NA	NA	NA	NA	NA	NA	NA
P15121	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q92621	NA	NA	NA	NA	NA	NA	NA	NA	NA
P33260	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9HCR9	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IUH3	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q92851	NA	NA	NA	NA	NA	NA	NA	NA	NA
O75084	NA	NA	NA	NA	NA	NA	NA	NA	NA
P50443	NA	NA	NA	NA	NA	NA	NA	NA	NA
O43513	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IWZ5	NA	NA	NA	NA	NA	NA	NA	NA	NA
P40145	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q15283	NA	NA	NA	NA	NA	NA	NA	NA	NA
P54709	NA	NA	NA	NA	NA	NA	NA	NA	NA
	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9Y5W5	NA	NA	NA	NA	NA	NA	NA	NA	NA
P51512	NA	NA	NA	NA	NA	NA	NA	NA	NA
	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q12791	NA	NA	NA	NA	NA	NA	NA	NA	NA
P27707	NA	NA	NA	NA	NA	NA	NA	NA	NA
O15072	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96NL8	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6UX65	NA	NA	NA	NA	NA	NA	NA	NA	NA
O14830	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q02083	NA	NA	NA	NA	NA	NA	NA	NA	NA
P50990	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q13009	NA	NA	NA	NA	NA	NA	NA	NA	NA
O95104	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96BM1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q08174	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9ULS6	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q2T9J0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6YHK3	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96S42	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9C0B5	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8WU03	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96DN5	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6ZNA5	NA	NA	NA	NA	NA	NA	NA	NA	NA
O43924	NA	NA	NA	NA	NA	NA	NA	NA	NA
P61278	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9BXW9	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9BZQ4	NA	NA	NA	NA	NA	NA	NA	NA	NA
P47898	NA	NA	NA	NA	NA	NA	NA	NA	NA
P56749	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UP38	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8WUU5	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5T9G4	NA	NA	NA	NA	NA	NA	NA	NA	NA
P10721	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q70Z35	NA	NA	NA	NA	NA	NA	NA	NA	NA
O75912	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96MC2	NA	NA	NA	NA	NA	NA	NA	NA	NA
A0PJX0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8TCX5	NA	NA	NA	NA	NA	NA	NA	NA	NA
O14807	NA	NA	NA	NA	NA	NA	NA	NA	NA
P42025	NA	NA	NA	NA	NA	NA	NA	NA	NA
O60841	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UKZ1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q7Z7H3	NA	NA	NA	NA	NA	NA	NA	NA	NA
P06126	NA	NA	NA	NA	NA	NA	NA	NA	NA
	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96GU1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9P0V8	NA	NA	NA	NA	NA	NA	NA	NA	NA
P50406	NA	NA	NA	NA	NA	NA	NA	NA	NA
P30273	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8WWX8	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q68EM7	NA	NA	NA	NA	NA	NA	NA	NA	NA
	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q08334	NA	NA	NA	NA	NA	NA	NA	NA	NA
P48047	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9Y6J6	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q14190	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5SZQ8	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96LB9	NA	NA	NA	NA	NA	NA	NA	NA	NA
P12821	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9BRQ6	NA	NA	NA	NA	NA	NA	NA	NA	NA
A2A2Z9	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9HCC9	NA	NA	NA	NA	NA	NA	NA	NA	NA
P10588	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IUL8	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NFF5	NA	NA	NA	NA	NA	NA	NA	NA	NA
P25311	NA	NA	NA	NA	NA	NA	NA	NA	NA
P22455	NA	NA	NA	NA	NA	NA	NA	NA	NA
P15538	NA	NA	NA	NA	NA	NA	NA	NA	NA
P56134	NA	NA	NA	NA	NA	NA	NA	NA	NA
P34995	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NXW9	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q16873	NA	NA	NA	NA	NA	NA	NA	NA	NA
P52435	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96QR1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IYX3	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96GG9	NA	NA	NA	NA	NA	NA	NA	NA	NA
P24310	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q14957	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8WWM9	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NEX9	NA	NA	NA	NA	NA	NA	NA	NA	NA
P55064	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5SQH8	NA	NA	NA	NA	NA	NA	NA	NA	NA
P78385	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8TA94	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NC56	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96CK0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96A99	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9H078	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q13190	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NHX9	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NWV4	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UPU5	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q13571	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5TGY1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96HP0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6UVM3	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96IT1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8N7C0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IYT1	NA	NA	NA	NA	NA	NA	NA	NA	NA
P29558	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6ZMI0	NA	NA	NA	NA	NA	NA	NA	NA	NA
P22888	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q504Y2	NA	NA	NA	NA	NA	NA	NA	NA	NA
P46952	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q04864	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q92968	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q52LD8	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9H040	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8WWC4	NA	NA	NA	NA	NA	NA	NA	NA	NA
P48549	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96MX6	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q7RTX9	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8WW24	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9Y2W7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6AI14	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NC42	NA	NA	NA	NA	NA	NA	NA	NA	NA
O95393	NA	NA	NA	NA	NA	NA	NA	NA	NA
P01135	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8TDQ7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6NVV3	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5T197	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96CX6	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q12841	NA	NA	NA	NA	NA	NA	NA	NA	NA
P25024	NA	NA	NA	NA	NA	NA	NA	NA	NA
P49368	NA	NA	NA	NA	NA	NA	NA	NA	NA
P43308	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NRP7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q14623	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6UWU2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6NUM9	NA	NA	NA	NA	NA	NA	NA	NA	NA
P07148	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NCU4	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6I9Y2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q7L0X2	NA	NA	NA	NA	NA	NA	NA	NA	NA
P26022	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UKZ9	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NCE2	NA	NA	NA	NA	NA	NA	NA	NA	NA
P42830	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8N7S2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9BYV2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9BXB4	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8WWY8	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9HBG6	NA	NA	NA	NA	NA	NA	NA	NA	NA
P08100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q86UW1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q7RTM1	NA	NA	NA	NA	NA	NA	NA	NA	NA
P40933	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UMX9	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q68DH5	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96DG6	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6R327	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q86SR1	NA	NA	NA	NA	NA	NA	NA	NA	NA
P60893	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8TBZ9	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UHE8	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q01469	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q15465	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96PB1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UKG4	NA	NA	NA	NA	NA	NA	NA	NA	NA
O76081	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8TAQ9	NA	NA	NA	NA	NA	NA	NA	NA	NA
P19622	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q14159	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NUT2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UHC3	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q14296	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NCR6	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9BZ76	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9H2F3	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8N4T0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96JN2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8N6F8	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q15612	NA	NA	NA	NA	NA	NA	NA	NA	NA
O14520	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q92482	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q14680	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q05D60	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6PCE3	NA	NA	NA	NA	NA	NA	NA	NA	NA
P14207	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9P1W3	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NPG2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96JD6	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q99909	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9H9S3	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5VZ66	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q86UX6	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q7Z5K2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q86V20	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NI28	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9P2I0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6IMN6	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5S007	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9BXJ7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q70UQ0	NA	NA	NA	NA	NA	NA	NA	NA	NA
P37288	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q86YV9	NA	NA	NA	NA	NA	NA	NA	NA	NA
P78371	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q14DG7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q3T906	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9Y6N1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96J86	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NF36	NA	NA	NA	NA	NA	NA	NA	NA	NA
O15063	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NCN4	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9BVK2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8WXI8	NA	NA	NA	NA	NA	NA	NA	NA	NA
P14625	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NVU0	NA	NA	NA	NA	NA	NA	NA	NA	NA
P08254	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8WTW3	NA	NA	NA	NA	NA	NA	NA	NA	NA
O60240	NA	NA	NA	NA	NA	NA	NA	NA	NA
O75192	NA	NA	NA	NA	NA	NA	NA	NA	NA
P15144	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q969I3	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9BTE1	NA	NA	NA	NA	NA	NA	NA	NA	NA
P53350	NA	NA	NA	NA	NA	NA	NA	NA	NA
O15060	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NGJ1	NA	NA	NA	NA	NA	NA	NA	NA	NA
O14524	NA	NA	NA	NA	NA	NA	NA	NA	NA
P42226	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9Y6H3	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96AZ1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9BY19	NA	NA	NA	NA	NA	NA	NA	NA	NA
P58658	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8N8M0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9ULW0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8ND24	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9H479	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NFA0	NA	NA	NA	NA	NA	NA	NA	NA	NA
P22748	NA	NA	NA	NA	NA	NA	NA	NA	NA
P61006	NA	NA	NA	NA	NA	NA	NA	NA	NA
P54284	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q71U36	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9BQE3	NA	NA	NA	NA	NA	NA	NA	NA	NA
P21695	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UF12	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9P265	NA	NA	NA	NA	NA	NA	NA	NA	NA
O75908	NA	NA	NA	NA	NA	NA	NA	NA	NA
O75947	NA	NA	NA	NA	NA	NA	NA	NA	NA
P22680	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NSA0	NA	NA	NA	NA	NA	NA	NA	NA	NA
O00155	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9H6X2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9GZY8	NA	NA	NA	NA	NA	NA	NA	NA	NA
O95672	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q16581	NA	NA	NA	NA	NA	NA	NA	NA	NA
	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9Y255	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6ZWT7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NGI7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q16082	NA	NA	NA	NA	NA	NA	NA	NA	NA
P09016	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96EW2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q07817	NA	NA	NA	NA	NA	NA	NA	NA	NA
P05019	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8WTU0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q7L5Y9	NA	NA	NA	NA	NA	NA	NA	NA	NA
P35408	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NH93	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NG95	NA	NA	NA	NA	NA	NA	NA	NA	NA
O43610	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96R09	NA	NA	NA	NA	NA	NA	NA	NA	NA
P31153	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8WXS4	NA	NA	NA	NA	NA	NA	NA	NA	NA
P19224	NA	NA	NA	NA	NA	NA	NA	NA	NA
P22303	NA	NA	NA	NA	NA	NA	NA	NA	NA
P20396	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q13608	NA	NA	NA	NA	NA	NA	NA	NA	NA
P25103	NA	NA	NA	NA	NA	NA	NA	NA	NA
P35498	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96P67	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NRR1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9Y5N5	NA	NA	NA	NA	NA	NA	NA	NA	NA
